name,,hispanic weight
LONARDO,43576256,12
BURBY,43576268,12
SIELER,43576280,12
STANIS,43576292,12
COLGLAZIER,43576304,12
ICARD,43576316,12
MUCH,43576328,12
BRUECK,43576340,12
FLETCHALL,43576352,12
KEESEY,43576364,12
SPALL,43576376,12
TRAVELSTEAD,43576388,12
ANSTEY,43576400,12
WERY,43576412,12
UNCAPHER,43576424,12
WEIDENBACH,43576436,12
WILER,43576448,12
SWICKARD,43576460,12
PLICHTA,43576472,12
PASSANTINO,43576484,12
MISHKIN,43576496,12
LAVERDURE,43576508,12
GEBEL,43576520,12
COONAN,43576532,12
NUSSER,43576544,12
MOHON,43576556,12
BETTIN,43576568,12
CRYDERMAN,43576580,12
HATTABAUGH,43576592,12
MCARTOR,43576604,12
STAVINOHA,43576616,12
BEEKER,43576628,12
WINNICK,43576640,12
TRUDO,43576652,12
HUCKABA,43576664,12
BARABAS,43576676,12
SANKER,43576688,12
MELICHAR,43576700,12
CAMPOLI,43576712,12
HELMIG,43576724,12
HEISTER,43576736,12
NARRAMORE,43576748,12
STEENSON,43576760,12
WIDHALM,43576772,12
GLAVAN,43576784,12
LAUTER,43576796,12
PRIHODA,43576808,12
REMMERT,43576820,12
BRANCHEAU,43576832,12
BABULA,43576844,12
CARNATHAN,43576856,12
SPEIER,43576868,12
NIHART,43576880,12
KADY,43576892,12
CRYDER,43576904,12
CHANNER,43576916,12
FALER,43576928,12
GERADS,43576940,12
JASPERSON,43576952,12
LOCKYER,43576964,12
OBERDORF,43576976,12
PURVES,43576988,12
SACHER,43577000,12
BEITZ,43577012,12
RAMPLEY,43577024,12
LAPID,43577036,12
CAYSON,43577048,12
HEEG,43577060,12
WALROD,43577072,12
WIEDMANN,43577084,12
SPITTLE,43577096,12
QUASHIE,43577108,12
KOCIS,43577120,12
NEDVED,43577132,12
PULFORD,43577144,12
STAMMEN,43577156,12
STONEHOCKER,43577168,12
BRAUCH,43577180,12
MEYERING,43577192,12
MCCLEOD,43577204,12
HAFIZ,43577216,12
CASSELBERRY,43577228,12
HEHIR,43577240,12
LIEBELT,43577252,12
STEFFEL,43577264,12
DELDUCA,43577276,12
STANKOVICH,43577288,12
STICHTER,43577300,12
RODABAUGH,43577312,12
VORPAHL,43577324,12
RIEDLINGER,43577336,12
HANSMANN,43577348,12
BRYANS,43577360,12
ZALENSKI,43577372,12
BALKARAN,43577384,12
BEVERLIN,43577396,12
NEIGHBOR,43577408,12
LOUALLEN,43577420,12
BYLES,43577432,12
BRETHAUER,43577444,12
WILLERS,43577456,12
BOURSIQUOT,43577468,12
DIVITA,43577480,12
DELCAMP,43577492,12
JASKOLSKI,43577504,12
SODERGREN,43577516,12
SHOUPE,43577528,12
WHITEHORSE,43577540,12
GROOT,43577552,12
ANDEL,43577564,12
WION,43577576,12
KAZAN,43577588,12
KWIATEK,43577600,12
IODICE,43577612,12
DEROY,43577624,12
SCIRE,43577636,12
TIMBLIN,43577648,12
OSTERGAARD,43577660,12
MAULDING,43577672,12
LUTTRULL,43577684,12
CLAVETTE,43577696,12
TIGERT,43577708,12
BILYK,43577720,12
MAULDEN,43577732,12
GUGLIUZZA,43577744,12
DEVINEY,43577756,12
MONDAL,43577768,12
DICOCCO,43577780,12
DEMARAY,43577792,12
CALLANDER,43577804,12
HAUTER,43577816,12
KAID,43577828,12
SCHAUT,43577840,12
WHITENIGHT,43577852,12
CAMBURN,43577864,12
GASSEN,43577876,12
HILLENBURG,43577888,12
LAYLAND,43577900,12
KOSTENKO,43577912,12
YEAKLEY,43577924,12
FARMAN,43577936,12
COONRADT,43577948,12
MAZANEC,43577960,12
MOSSEY,43577972,12
SIDLE,43577984,12
SHAMMAS,43577996,12
BEVIL,43578008,12
BOGDANSKI,43578020,12
STAVELY,43578032,12
SABREE,43578044,12
SHORR,43578056,12
BOGGUS,43578068,12
VANKLEECK,43578080,12
WIERS,43578092,12
STONEBACK,43578104,12
DUKART,43578116,12
DEHNERT,43578128,12
BOLLEN,43578140,12
BOGE,43578152,12
LABUS,43578164,12
LEAMER,43578176,12
MCRORIE,43578188,12
HARKEN,43578200,12
HARMENING,43578212,12
BROSIOUS,43578224,12
BULT,43578236,12
DUSENBERY,43578248,12
DIRK,43578260,12
ZARR,43578272,12
SHARRON,43578284,12
SZAREK,43578296,12
BRONER,43578308,12
DORION,43578320,12
FRITCHER,43578332,12
DEELEY,43578344,12
GEORG,43578356,12
HENDRICKSEN,43578368,12
RASEY,43578380,12
NICKLIN,43578392,12
ZINGALE,43578404,12
BUCKS,43578416,12
GIAMBRA,43578428,12
MCMANNIS,43578440,12
LYNDS,43578452,12
ROHRICH,43578464,12
SARIN,43578476,12
WESSLER,43578488,12
BRODOWSKI,43578500,12
FRERKING,43578512,12
WITTMEYER,43578524,12
DRILLING,43578536,12
STOHL,43578548,12
SPRINGBORN,43578560,12
BIZZARRO,43578572,12
BEISSEL,43578584,12
LANGWELL,43578596,12
LOHMEIER,43578608,12
MENK,43578620,12
TOWSON,43578632,12
HARBESON,43578644,12
HERLING,43578656,12
ELZA,43578668,12
WEIGELT,43578680,12
SULLIVANT,43578692,12
PURSIFULL,43578704,12
JAVID,43578716,12
CATLEDGE,43578728,12
DEVINCENT,43578740,12
BULEY,43578752,12
FULGINITI,43578764,12
MISIASZEK,43578776,12
EBEY,43578788,12
BRINSFIELD,43578800,12
SMOOTS,43578812,12
PAWSON,43578824,12
BRISSETT,43578836,12
DEMARK,43578848,12
FRISTOE,43578860,12
MADL,43578872,12
BOJANOWSKI,43578884,12
FALANGA,43578896,12
KIRSTEN,43578908,12
BENSING,43578920,12
VIOLETT,43578932,12
REDENBAUGH,43578944,12
KLUGER,43578956,12
CLICKNER,43578968,12
ZORTMAN,43578980,12
BENANTI,43578992,12
RODDEY,43579004,12
ROSSMANN,43579016,12
SMITHEE,43579028,12
PAULLIN,43579040,12
PASSANISI,43579052,12
MCCONAHY,43579064,12
LITALIEN,43579076,12
HEYDE,43579088,12
CLEMEN,43579100,12
DREDGE,43579112,12
CROWNER,43579124,12
DATZ,43579136,12
STEGMANN,43579148,12
MACDUFF,43579160,12
EBERLIN,43579172,12
EMMITT,43579184,12
HANDKE,43579196,12
MCEVILLY,43579208,12
REBEL,43579220,12
PETROSSIAN,43579232,12
TITH,43579244,12
KEEDY,43579256,12
LEWELLING,43579268,12
GAWNE,43579280,12
FEULNER,43579292,12
CROSLIN,43579304,12
CHESBRO,43579316,12
FEILD,43579328,12
GIANNOPOULOS,43579340,12
LIDDIARD,43579352,12
STOPHER,43579364,12
NHEM,43579376,12
KIDA,43579388,12
DURLEY,43579400,12
CHALOUPKA,43579412,12
FAHRNEY,43579424,12
LASKIN,43579436,12
KEDROWSKI,43579448,12
BISCH,43579460,12
BANFORD,43579472,12
HOOG,43579484,12
ROZZELL,43579496,12
SCHNACKENBERG,43579508,12
BURCK,43579520,12
BUSTIN,43579532,12
FODERA,43579544,12
SEAWOOD,43579556,12
CHIZMAR,43579568,12
CLOWDUS,43579580,12
BUTIKOFER,43579592,12
GARRITANO,43579604,12
SCICCHITANO,43579616,12
BOOMERSHINE,43579628,12
DUN,43579640,12
DECANDIA,43579652,12
GRANDMAISON,43579664,12
MELLISH,43579676,12
LISAK,43579688,12
MIHALIC,43579700,12
SHUR,43579712,12
SCHINDEL,43579724,12
BENBROOK,43579736,12
DEVERAUX,43579748,12
HERZFELD,43579760,12
LANNERS,43579772,12
SYLER,43579784,12
STATE,43579796,12
YEAKEY,43579808,12
BARROGA,43579820,12
DRESNER,43579832,12
BURKITT,43579844,12
FINI,43579856,12
JUDAY,43579868,12
MURAMOTO,43579880,12
SOHM,43579892,12
SAFFLE,43579904,12
TRUPP,43579916,12
VITTORIO,43579928,12
ZADEH,43579940,12
WUENSCH,43579952,12
MONICAL,43579964,12
PELKY,43579976,12
KAUPP,43579988,12
BURGNER,43580000,12
COUVILLON,43580012,12
DEGENHART,43580024,12
BOMMER,43580036,12
TRUSLER,43580048,12
WILLADSEN,43580060,12
SCHEAR,43580072,12
TONNESEN,43580084,12
NUNZIATA,43580096,12
KASPROWICZ,43580108,12
MANERS,43580120,12
HOOGLAND,43580132,12
CAMFIELD,43580144,12
DOXTATOR,43580156,12
DOTZLER,43580168,12
BAYLIFF,43580180,12
BIRRELL,43580192,12
WADDOUPS,43580204,12
SCHLARB,43580216,12
SHAMON,43580228,12
SUMRELL,43580240,12
REICHL,43580252,12
BRISSEY,43580264,12
ANKLAM,43580276,12
WITHINGTON,43580288,12
SANTOPIETRO,43580300,12
SIGL,43580312,12
SLATTEN,43580324,12
PERSLEY,43580336,12
QUAIN,43580348,12
LEVERSON,43580360,12
BEIGEL,43580372,12
BERENT,43580384,12
BELINSKY,43580396,12
VUKELICH,43580408,12
YASSINE,43580420,12
PACEY,43580432,12
LEMBCKE,43580444,12
KLEPAC,43580456,12
HUBANKS,43580468,12
COLTRIN,43580480,12
BACHLER,43580492,12
VEGH,43580504,12
SABET,43580516,12
HIPPEN,43580528,12
FINSTER,43580540,12
EMBURY,43580552,12
ALLERTON,43580564,12
YARWOOD,43580576,12
WIGLE,43580588,12
TELESCO,43580600,12
TIMBERMAN,43580612,12
ORTOLANO,43580624,12
PARDY,43580636,12
PALLESCHI,43580648,12
LEMMERMAN,43580660,12
FILO,43580672,12
GEHRT,43580684,12
ZIESKE,43580696,12
AMARE,43580708,12
TIBBALS,43580720,12
LANGENBACH,43580732,12
HUGGLER,43580744,12
SCHAECHER,43580756,12
APPELHANS,43580768,12
BILICKI,43580780,12
WINDT,43580792,12
TIMPONE,43580804,12
NUSSBAUMER,43580816,12
LAPEYROUSE,43580828,12
KHAMVONGSA,43580840,12
HOOGENDOORN,43580852,12
HOPPEL,43580864,12
JEANE,43580876,12
SEEVER,43580888,12
TOURIGNY,43580900,12
NONNEMACHER,43580912,12
KUNDRAT,43580924,12
HATTERY,43580936,12
DUMITRU,43580948,12
HYMON,43580960,12
YANEY,43580972,12
SALDANHA,43580984,12
BURANDT,43580996,12
EMLING,43581008,12
LACOSSE,43581020,12
MIGHTY,43581032,12
NOXON,43581044,12
ASHMEAD,43581056,12
PERFECT,43581068,12
SCHRODT,43581080,12
KEETCH,43581092,12
HEESE,43581104,12
GOODIE,43581116,12
GALANT,43581128,12
HELSETH,43581140,12
MCLERRAN,43581152,12
LICAUSI,43581164,12
TILLIE,43581176,12
ANTOSH,43581188,12
DOFFING,43581200,12
LONGSTAFF,43581212,12
ROSEBOOM,43581224,12
WINNEY,43581236,12
GODSIL,43581248,12
DOTTAVIO,43581260,12
DECAPRIO,43581272,12
FALWELL,43581284,12
KORBER,43581296,12
MUCKLEROY,43581308,12
SKAINS,43581320,12
SPATAFORA,43581332,12
VITTETOE,43581344,12
BELAIRE,43581356,12
BEADNELL,43581368,12
FLOOR,43581380,12
JENTZ,43581392,12
MAGSINO,43581404,12
PETKO,43581416,12
SURRELL,43581428,12
ANTHIS,43581440,12
KIMBLEY,43581452,12
SPIELER,43581464,12
BLAD,43581476,12
PHANTHAVONG,43581488,12
HALAMA,43581500,12
CICCO,43581512,12
BOCHICCHIO,43581524,12
PATI,43581536,12
LINZEY,43581548,12
DEFORREST,43581560,12
EDMISTER,43581572,12
BIEDRZYCKI,43581584,12
SAGEN,43581596,12
SHAUGER,43581608,12
MYRTHIL,43581620,12
QUIRAM,43581632,12
REICHER,43581644,12
FURNO,43581656,12
LANTIER,43581668,12
HAROLDSEN,43581680,12
ESKIN,43581692,12
FOWBLE,43581704,12
GOLEN,43581716,12
DALOISIO,43581728,12
DEPOLO,43581740,12
DEKONING,43581752,12
DREESE,43581764,12
GALLAMORE,43581776,12
MARSCHNER,43581788,12
MOLT,43581800,12
ANTHON,43581812,12
VOLAND,43581824,12
TOMASO,43581836,12
SUPAK,43581848,12
MCCORY,43581860,12
MURRI,43581872,12
ALTERGOTT,43581884,12
WISCHMEYER,43581896,12
SASNETT,43581908,12
HUNKER,43581920,12
CARKHUFF,43581932,12
DARBYSHIRE,43581944,12
LOGIE,43581956,12
EPISCOPO,43581968,12
BUSAM,43581980,12
GOURNEAU,43581992,12
GRIFF,43582004,12
FAHIE,43582016,12
GACCIONE,43582028,12
FLAVELL,43582040,12
STREIGHT,43582052,12
HAMADE,43582064,12
FOURNET,43582076,12
CARCIONE,43582088,12
BILLARD,43582100,12
SEEGERT,43582112,12
ORLICK,43582124,12
GRIEDER,43582136,12
SEELINGER,43582148,12
SOBOTTA,43582160,12
LERETTE,43582172,12
DEMINT,43582184,12
GIBEAULT,43582196,12
JALLAH,43582208,12
MCCAREY,43582220,12
MUKES,43582232,12
MOSBRUCKER,43582244,12
ROSZAK,43582256,12
URBAS,43582268,12
BELLINGHAM,43582280,12
ACKERS,43582292,12
DARGIS,43582304,12
DOSHER,43582316,12
GREFE,43582328,12
LAZEAR,43582340,12
PICCININNI,43582352,12
PRINDIVILLE,43582364,12
STAVISH,43582376,12
SCHOLLER,43582388,12
RADIC,43582400,12
PAPALIA,43582412,12
KOPELMAN,43582424,12
LATO,43582436,12
LEAVELLE,43582448,12
DUNMAN,43582460,12
BRECHEEN,43582472,12
SEIDERS,43582484,12
SEBASTIANO,43582496,12
REDRICK,43582508,12
PERALA,43582520,12
MANHEIM,43582532,12
HUCKEBY,43582544,12
GOETHALS,43582556,12
ESSEN,43582568,12
EHRIG,43582580,12
GONIA,43582592,12
JANCA,43582604,12
STROOT,43582616,12
ROCKFORD,43582628,12
ZEFF,43582640,12
UMSCHEID,43582652,12
FETZNER,43582664,12
CERASOLI,43582676,12
BRIGUGLIO,43582688,12
GIDCUMB,43582700,12
GILLION,43582712,12
KEBE,43582724,12
JUEL,43582736,12
OSHITA,43582748,12
NIER,43582760,12
WEMPE,43582772,12
ZAFFUTO,43582784,12
SKENE,43582796,12
LINNANE,43582808,12
LESTAGE,43582820,12
DOSIER,43582832,12
CARAHER,43582844,12
MELUGIN,43582856,12
NEIBERT,43582868,12
SANTOLI,43582880,12
VANDERSLUIS,43582892,12
DEBELLA,43582904,12
HINCHCLIFF,43582916,12
LOBE,43582928,12
WOHLFARTH,43582940,12
PLAIA,43582952,12
STAAT,43582964,12
MANOLIS,43582976,12
GURNSEY,43582988,12
CERAVOLO,43583000,12
FULLENWIDER,43583012,12
GROBER,43583024,12
MANGINE,43583036,12
PASSAGE,43583048,12
RYEN,43583060,12
BERGAMINI,43583072,12
PICKART,43583084,12
WEISBECKER,43583096,12
BOOKHART,43583108,12
BEHRING,43583120,12
UCCI,43583132,12
THOMASTON,43583144,12
SKILLEN,43583156,12
KUBLER,43583168,12
FRIEDE,43583180,12
FILIPPO,43583192,12
EGELHOFF,43583204,12
MCCLEES,43583216,12
MCCARGAR,43583228,12
OSTING,43583240,12
THACHER,43583252,12
SHELDRICK,43583264,12
VERKAMP,43583276,12
BANDURA,43583288,12
BENISON,43583300,12
TORONTO,43583312,12
FASCIANO,43583324,12
SCHWENDIMAN,43583336,12
TALIB,43583348,12
SOPHA,43583360,12
KALLMEYER,43583372,12
HODDE,43583384,12
BURGAMY,43583396,12
GOODBAR,43583408,12
MCCONN,43583420,12
LEYH,43583432,12
PETAK,43583444,12
ZAHRAN,43583456,12
LAYMANCE,43583468,12
LEANG,43583480,12
KRENIK,43583492,12
DENNIN,43583504,12
NAJOR,43583516,12
SLYTER,43583528,12
RUSCITTI,43583540,12
BERKES,43583552,12
ZAMIR,43583564,12
WEHE,43583576,12
RUMFIELD,43583588,12
PANNO,43583600,12
BROSHEARS,43583612,12
FAVRO,43583624,12
KLOBERDANZ,43583636,12
KRAPFL,43583648,12
SCHUFF,43583660,12
DECARLI,43583672,12
MROTEK,43583684,12
SCHIFFNER,43583696,12
VENERABLE,43583708,12
VIGEN,43583720,12
SETTERLUND,43583732,12
SERVANT,43583744,12
SUDDATH,43583756,12
MIKESH,43583768,12
FAWSON,43583780,12
COLLIVER,43583792,12
HLAVINKA,43583804,12
LEVERS,43583816,12
KORIN,43583828,12
SIGNER,43583840,12
SONNEBORN,43583852,12
BISIGNANO,43583864,12
BORGWARDT,43583876,12
ULBERG,43583888,12
LERICHE,43583900,12
GRATZER,43583912,12
BURGERT,43583924,12
FERRINGTON,43583936,12
HENKIN,43583948,12
HILSCHER,43583960,12
KEITHLY,43583972,12
KOIS,43583984,12
YABLONSKY,43583996,12
BEZEK,43584008,12
SENAY,43584020,12
PALANCA,43584032,12
LAURITO,43584044,12
KISHI,43584056,12
LIPSCHITZ,43584068,12
MACKEL,43584080,12
HUSKISSON,43584092,12
GUILFOIL,43584104,12
MCHAM,43584116,12
KOSANOVICH,43584128,12
STRODER,43584140,12
LARANCE,43584152,12
FLASH,43584164,12
DEEG,43584176,12
FLORCZAK,43584188,12
FELTENBERGER,43584200,12
HABENICHT,43584212,12
NALDER,43584224,12
SCALESE,43584236,12
ROXBURY,43584248,12
STJULIAN,43584260,12
GAUGHRAN,43584272,12
LOCKIE,43584284,12
KINI,43584296,12
NOTH,43584308,12
THAGARD,43584320,12
WURZEL,43584332,12
ORMES,43584344,12
DILLWORTH,43584356,12
ERBER,43584368,12
BUTRICK,43584380,12
KELSALL,43584392,12
KAPPER,43584404,12
POVEROMO,43584416,12
NUTLEY,43584428,12
SNELLEN,43584440,12
STEFANICH,43584452,12
TASSY,43584464,12
ARGETSINGER,43584476,12
AGATE,43584488,12
TREST,43584500,12
KOLICH,43584512,12
CHERNIN,43584524,12
DERISE,43584536,12
MARINKOVICH,43584548,12
PATY,43584560,12
PENDERS,43584572,12
SKANES,43584584,12
SUCHARSKI,43584596,12
WISCOMBE,43584608,12
BEAGLES,43584620,12
BLASKE,43584632,12
BESSIRE,43584644,12
AMANI,43584656,12
BOZZUTO,43584668,12
OGEA,43584680,12
MISSIMER,43584692,12
LONER,43584704,12
CALLISTE,43584716,12
CUCCIO,43584728,12
DUNNELL,43584740,12
GREENWADE,43584752,12
MAZZO,43584764,12
VERWEY,43584776,12
BABIK,43584788,12
BRAUNE,43584800,12
BIDDULPH,43584812,12
WORTHMAN,43584824,12
LOTTIE,43584836,12
HICKCOX,43584848,12
POLICE,43584860,12
MANNINA,43584872,12
MANHEIMER,43584884,12
HORRY,43584896,12
IAQUINTA,43584908,12
EVINGER,43584920,12
FERRAIOLI,43584932,12
DULLUM,43584944,12
CARLOZZI,43584956,12
MAROLT,43584968,12
MICKUS,43584980,12
STALLION,43584992,12
SCHILT,43585004,12
TUMMINIA,43585016,12
WARTHAN,43585028,12
ROSINI,43585040,12
SCOVELL,43585052,12
NELLES,43585064,12
PREISER,43585076,12
CRAMTON,43585088,12
DRUMRIGHT,43585100,12
CHADICK,43585112,12
MANGINELLI,43585124,12
WALTH,43585136,12
WERNING,43585148,12
ABRAHIM,43585160,12
BIERCE,43585172,12
SEDLAR,43585184,12
FRUSH,43585196,12
CORSENTINO,43585208,12
GUIRE,43585220,12
IVANOVIC,43585232,12
MOSCATELLI,43585244,12
TOLHURST,43585256,12
SCHRANDT,43585268,12
SCHRYER,43585280,12
SAMEDI,43585292,12
WARSHAUER,43585304,12
BITTERS,43585316,12
WEEBER,43585328,12
SHOWEN,43585340,12
SUER,43585352,12
GURIN,43585364,12
HALFMAN,43585376,12
CROXFORD,43585388,12
CYRIL,43585400,12
CRESCENZI,43585412,12
GURTLER,43585424,12
MAZZIOTTI,43585436,12
MANSUETO,43585448,12
LAGATTUTA,43585460,12
PREACHER,43585472,12
MIGA,43585484,12
STROPES,43585496,12
TACHENY,43585508,12
SCHMITTOU,43585520,12
ASELTINE,43585532,12
BRANER,43585544,12
KITELINGER,43585556,12
PASCHEN,43585568,12
ATMORE,43585580,12
BATCHLER,43585592,12
WETHERILL,43585604,12
POUTRE,43585616,12
LEVIEN,43585628,12
ESPREE,43585640,12
FUCILE,43585652,12
LUBELL,43585664,12
KERSTIENS,43585676,12
KRSTIC,43585688,12
MERS,43585700,12
BIERLEY,43585712,12
ASCIONE,43585724,12
VANDELOO,43585736,12
SWEHLA,43585748,12
MARABELLA,43585760,12
MCMENEMY,43585772,12
COOPERSTEIN,43585784,12
DIEKER,43585796,12
DAVOREN,43585808,12
DYLLA,43585820,12
GLEBA,43585832,12
GARNO,43585844,12
PRUSA,43585856,12
SERAFINE,43585868,12
AXSON,43585880,12
MOLETT,43585892,12
LOTZE,43585904,12
CORDISCO,43585916,12
ANTOL,43585928,12
TAKUSHI,43585940,12
MILOSEVICH,43585952,12
MCMOORE,43585964,12
GHANT,43585976,12
DAYAO,43585988,12
DELPHIA,43586000,12
GENZER,43586012,12
GEETER,43586024,12
LUBARSKY,43586036,12
KONZEN,43586048,12
OSENBAUGH,43586060,12
MOYSE,43586072,12
SLUGA,43586084,12
WICHTERMAN,43586096,12
ZUBE,43586108,12
WOODRICH,43586120,12
TACHIBANA,43586132,12
NOLFI,43586144,12
PODGORNY,43586156,12
MAHADY,43586168,12
FILLYAW,43586180,12
FACEMYER,43586192,12
FLAMMANG,43586204,12
BUREL,43586216,12
CETIN,43586228,12
DRAFFEN,43586240,12
ELLICK,43586252,12
CICCARONE,43586264,12
KOSAKA,43586276,12
RAFFAELLI,43586288,12
PEACHES,43586300,12
MURACO,43586312,12
TRIFILETTI,43586324,12
WITTKOPP,43586336,12
BLECHMAN,43586348,12
BONWELL,43586360,12
SMEBY,43586372,12
KETTERHAGEN,43586384,12
HOHNER,43586396,12
GREAVER,43586408,12
CORNFIELD,43586420,12
DAYHUFF,43586432,12
DAGES,43586444,12
DINELLI,43586456,12
BROICH,43586468,12
HEIKEN,43586480,12
MCGUYER,43586492,12
RATHSACK,43586504,12
RAYCRAFT,43586516,12
PHILON,43586528,12
SATHRE,43586540,12
RICCELLI,43586552,12
ARNN,43586564,12
AULBACH,43586576,12
BRAMANTE,43586588,12
ALTHEIDE,43586600,12
ROHRBOUGH,43586612,12
KRIBS,43586624,12
JAKUB,43586636,12
NISSENBAUM,43586648,12
SETTON,43586660,12
NUMAN,43586672,12
RAMJATTAN,43586684,12
LEGGITT,43586696,12
KALAR,43586708,12
HOUX,43586720,12
CHIAPPINI,43586732,12
DANIELIAN,43586744,12
CARSE,43586756,12
KRUTSCH,43586768,12
NEWLAN,43586780,12
PREVILON,43586792,12
HARTKOPF,43586804,12
CALLANDS,43586816,12
BRENNICK,43586828,12
BUENAFE,43586840,12
CHROMY,43586852,12
DAMBOISE,43586864,12
CRAN,43586876,12
CENDANA,43586888,12
BREITER,43586900,12
IMHOLTE,43586912,12
MCCRERY,43586924,12
PLUCHINO,43586936,12
ASKER,43586948,12
ANCELET,43586960,12
RUESS,43586972,12
GALINATO,43586984,12
ELARDO,43586996,12
MATEI,43587008,12
THAYN,43587020,12
SASSOON,43587032,12
WISCHMEIER,43587044,12
BASCUE,43587056,12
KARBAN,43587068,12
CHESSHER,43587080,12
FLUSCHE,43587092,12
HOLLSTEIN,43587104,12
JERAULD,43587116,12
MCCRIMON,43587128,12
MCCALPIN,43587140,12
MACHAK,43587152,12
LEITHEISER,43587164,12
LANGMAID,43587176,12
PIWOWARSKI,43587188,12
STILE,43587200,12
VANHAREN,43587212,12
BELFER,43587224,12
ALSDORF,43587236,12
TREMAYNE,43587248,12
SHERON,43587260,12
PAAP,43587272,12
CASCINO,43587284,12
EDLEY,43587296,12
DEGRUY,43587308,12
HOXSIE,43587320,12
MAVROS,43587332,12
LANGNESS,43587344,12
REGE,43587356,12
THIBAUDEAU,43587368,12
TRENKLE,43587380,12
BERRETTA,43587392,12
BOYKE,43587404,12
VANSCHOYCK,43587416,12
ROBBIE,43587428,12
THELIN,43587440,12
SLANINA,43587452,12
STANKEY,43587464,12
MONDI,43587476,12
KAMBER,43587488,12
MCKUSICK,43587500,12
GROESCHEL,43587512,12
FREYERMUTH,43587524,12
CIARCIA,43587536,12
CISSNA,43587548,12
DOKTOR,43587560,12
FONGER,43587572,12
LUBOW,43587584,12
KOVALSKI,43587596,12
PIERE,43587608,12
ORTOLANI,43587620,12
REYHER,43587632,12
VANDIJK,43587644,12
UMPHENOUR,43587656,12
BAUL,43587668,12
YOB,43587680,12
BISNETT,43587692,12
BORRESON,43587704,12
SILANO,43587716,12
PARRILLI,43587728,12
LOMIBAO,43587740,12
GROMER,43587752,12
POMERENKE,43587764,12
PINSKI,43587776,12
MUNGLE,43587788,12
ZUKER,43587800,12
NICPON,43587812,12
LATTUCA,43587824,12
CEFARATTI,43587836,12
DELARM,43587848,12
ROBUSTELLI,43587860,12
YUSON,43587872,12
WILLAMSON,43587884,12
PEYER,43587896,12
BYNOG,43587908,12
ERP,43587920,12
DEROGATIS,43587932,12
DECH,43587944,12
CHANTRY,43587956,12
GOEHL,43587968,12
GOLDSBORO,43587980,12
HROVAT,43587992,12
MALLARE,43588004,12
MICAL,43588016,12
STAHLNECKER,43588028,12
SBARRA,43588040,12
SCIOSCIA,43588052,12
BAKEMAN,43588064,12
ANSBRO,43588076,12
WITOWSKI,43588088,12
SCHWANDER,43588100,12
SUGA,43588112,12
STOLARCZYK,43588124,12
STONIER,43588136,12
PRESHA,43588148,12
MACKELLAR,43588160,12
IZADI,43588172,12
GRANBY,43588184,12
GOWARD,43588196,12
CARIE,43588208,12
COOR,43588220,12
GOURDET,43588232,12
HARLEN,43588244,12
MCSHARRY,43588256,12
LELLI,43588268,12
RAGATZ,43588280,12
SANDWICK,43588292,12
RUFFER,43588304,12
BAASCH,43588316,12
ALTEN,43588328,12
BINGEN,43588340,12
SEACAT,43588352,12
MICHAELIDES,43588364,12
REHRER,43588376,12
RECKERS,43588388,12
JUNGMANN,43588400,12
KINIRY,43588412,12
LOOCK,43588424,12
HAISTEN,43588436,12
GOAN,43588448,12
DUEKER,43588460,12
CHHAN,43588472,12
COVAL,43588484,12
EVILSIZOR,43588496,12
HILAL,43588508,12
JANOSKY,43588520,12
KUHNEL,43588532,12
OKERE,43588544,12
MOUNTEER,43588556,12
SQUICCIARINI,43588568,12
GOLINO,43588580,12
WEISHUHN,43588592,12
BRAD,43588604,12
SHORTMAN,43588616,12
SCALLEY,43588628,12
HESCOCK,43588640,12
FURRH,43588652,12
DELKCRUZ,43588664,12
HUSSMAN,43588676,12
LIEBOLD,43588688,12
PELECH,43588700,12
OBRION,43588712,12
DIPILATO,43588724,12
BROCKERT,43588736,12
JEWITT,43588748,12
LEITHEAD,43588760,12
SPARACO,43588772,12
BEHNER,43588784,12
STANGLAND,43588796,12
MALER,43588808,12
CAUTHRON,43588820,12
DANTONA,43588832,12
MAZEY,43588844,12
MCFADEN,43588856,12
LESKY,43588868,12
LAMOREE,43588880,12
PRIVATE,43588892,12
PALMIOTTO,43588904,12
SCHLUNDT,43588916,12
ROTHBART,43588928,12
WASSMAN,43588940,12
BAKHSHI,43588952,12
BEHMER,43588964,12
BORSTAD,43588976,12
BITER,43588988,12
AFZALI,43589000,12
WETTENGEL,43589012,12
VOLOSIN,43589024,12
TIRONA,43589036,12
GOCHANOUR,43589048,12
COPPES,43589060,12
WEICH,43589072,12
VERDINO,43589084,12
MURACH,43589096,12
MARCOLINI,43589108,12
CHOP,43589120,12
GIAMPAPA,43589132,12
ESTWICK,43589144,12
HEILIGER,43589156,12
SEYFARTH,43589168,12
SHADDY,43589180,12
ANGELOTTI,43589192,12
CRAIGE,43589204,12
PARQUETTE,43589216,12
NOSKO,43589228,12
TERRIZZI,43589240,12
AMTHOR,43589252,12
BARENG,43589264,12
TREHARNE,43589276,12
SICO,43589288,12
SLAVICH,43589300,12
HOLSON,43589312,12
GERRING,43589324,12
COCCHIOLA,43589336,12
DIPLACIDO,43589348,12
DONIVAN,43589360,12
CIANCIOLA,43589372,12
BUNTS,43589384,12
LERO,43589396,12
MALSBURY,43589408,12
QUEJA,43589420,12
SIDHOM,43589432,12
ARMATA,43589444,12
WICH,43589456,12
WACKERLY,43589468,12
SHAFIK,43589480,12
