name,,hispanic weight
ZAFRANI,43562435,13
OSBAN,43562448,13
KAUSS,43562461,13
BUTA,43562474,13
SPOONHUNTER,43562487,13
MUNHOLLAND,43562500,13
METTING,43562513,13
HASKILL,43562526,13
CALUB,43562539,13
BUNDT,43562552,13
DETOMMASO,43562565,13
ELAYYAN,43562578,13
LENDWAY,43562591,13
ORAZI,43562604,13
GABRA,43562617,13
ERON,43562630,13
BISPHAM,43562643,13
VILLARAMA,43562656,13
ROMANE,43562669,13
NESTE,43562682,13
PINGRY,43562695,13
POWANDA,43562708,13
KOELE,43562721,13
KENYATTA,43562734,13
GALIA,43562747,13
CROSSWELL,43562760,13
DEMKOWICZ,43562773,13
ERARD,43562786,13
ROSZKO,43562799,13
ARTURI,43562812,13
SESTI,43562825,13
SCHERRY,43562838,13
NESSIM,43562851,13
PAGALA,43562864,13
GOEHRINGER,43562877,13
CRESCITELLI,43562890,13
SCHEPPLER,43562903,13
OHNO,43562916,13
QUICKSALL,43562929,13
MADERIA,43562942,13
GIEM,43562955,13
CASSIERE,43562968,13
CIRIGNANO,43562981,13
DAMASCENO,43562994,13
KUSSEROW,43563007,13
ARGENTA,43563020,13
ALAMERI,43563033,13
AMIREH,43563046,13
JAMNIK,43563059,13
KEAHI,43563072,13
NICKOLA,43563085,13
NITCH,43563098,13
SAVOLA,43563111,13
SCHEIBELHUT,43563124,13
FULLAGAR,43563137,13
MARBELLA,43563150,13
KIRKORIAN,43563163,13
PEPA,43563176,13
OLIER,43563189,13
BALCAR,43563202,13
BOCHERT,43563215,13
GRIPPANDO,43563228,13
GANZON,43563241,13
GARDINA,43563254,13
COZZIE,43563267,13
GUTSTEIN,43563280,13
LILYA,43563293,13
LUTTIG,43563306,13
KATHERINE,43563319,13
LEGGIERO,43563332,13
RAPHEL,43563345,13
RAMTAHAL,43563358,13
PERRONNE,43563371,13
SELVIN,43563384,13
ASENDORF,43563397,13
COPPOLO,43563410,13
FALLACARO,43563423,13
MARGARET,43563436,13
KUBEL,43563449,13
PECO,43563462,13
TRONO,43563475,13
YUSEF,43563488,13
ABARA,43563501,13
BONDA,43563514,13
VANELLI,43563527,13
ROSTAN,43563540,13
POPOLO,43563553,13
KRATOFIL,43563566,13
MAGGIORA,43563579,13
MASSIS,43563592,13
DEMMEL,43563605,13
DECOSSE,43563618,13
GACKSTETTER,43563631,13
KONICK,43563644,13
TILLS,43563657,13
TAWA,43563670,13
SCERRA,43563683,13
MOLSBEE,43563696,13
MAHY,43563709,13
DOWLEARN,43563722,13
DENNANY,43563735,13
FRAENKEL,43563748,13
JAQUIN,43563761,13
SCALO,43563774,13
WILLIAN,43563787,13
HILO,43563800,13
CARDINALLI,43563813,13
RAGNI,43563826,13
MILINAZZO,43563839,13
SAJEWSKI,43563852,13
AVARD,43563865,13
BAROWSKI,43563878,13
DONATIEN,43563891,13
GURRERA,43563904,13
QUINTYNE,43563917,13
PASTERIS,43563930,13
RIETKERK,43563943,13
VAA,43563956,13
VALO,43563969,13
SALTA,43563982,13
SARDANA,43563995,13
SPAVENTA,43564008,13
MITAS,43564021,13
OSUMI,43564034,13
MALETZ,43564047,13
FEDRO,43564060,13
CAPRICE,43564073,13
DELMA,43564086,13
ELE,43564099,13
DMITRUK,43564112,13
EISA,43564125,13
IGARTA,43564138,13
MATAGI,43564151,13
MONTICUE,43564164,13
WESBERRY,43564177,13
JERNEGAN,43564190,13
PRINCIPI,43564203,13
PROTACIO,43564216,13
PARDUS,43564229,13
SIZE,43564242,13
ANSELME,43564255,13
BERDY,43564268,13
VANDREW,43564281,13
SAHARA,43564294,13
SHAPPARD,43564307,13
REDDOUT,43564320,13
DETULLIO,43564333,13
MORTLEY,43564346,13
PORFIDO,43564359,13
MAGON,43564372,13
LIBERAL,43564385,13
DEPERSIA,43564398,13
USINA,43564411,13
ROUSSEVE,43564424,13
PLASEK,43564437,13
KIRSCHER,43564450,13
LOSKOT,43564463,13
JESSAMY,43564476,13
HANUMAN,43564489,13
FUNDARO,43564502,13
CATHERALL,43564515,13
CERTEZA,43564528,13
CREERY,43564541,13
DOYER,43564554,13
CHIDIAC,43564567,13
NEBRES,43564580,13
MCGATHEY,43564593,13
INZINNA,43564606,13
COGLIANDRO,43564619,13
DOUGH,43564632,13
DOHLE,43564645,13
ENGASSER,43564658,13
CHUAN,43564671,13
CHAPLEAU,43564684,13
CASAMASSA,43564697,13
ESTIOKO,43564710,13
FJELDSTED,43564723,13
NIEDERSTADT,43564736,13
YANDALL,43564749,13
SEPEHRI,43564762,13
TRABULSI,43564775,13
KERSON,43564788,13
CALLI,43564801,13
DAVISSMITH,43564814,13
CLARCK,43564827,13
CARLOTTI,43564840,13
MASTROENI,43564853,13
KITH,43564866,13
PAGADOR,43564879,13
TRANCOSA,43564892,13
BIDON,43564905,13
SWIGGART,43564918,13
THEURET,43564931,13
PERTZ,43564944,13
STROBERG,43564957,13
PUTZEL,43564970,13
MACFARLAN,43564983,13
HIRPARA,43564996,13
GOODLAND,43565009,13
EDGEL,43565022,13
CIRIMELE,43565035,13
CIERO,43565048,13
JOBB,43565061,13
KLEER,43565074,13
KUCAN,43565087,13
YIK,43565100,13
TETE,43565113,13
RAMDHAN,43565126,13
LAMBRINOS,43565139,13
MANSEN,43565152,13
INDYK,43565165,13
FORTUGNO,43565178,13
DEBORTOLI,43565191,13
DISESSA,43565204,13
AMPER,43565217,13
WAHNER,43565230,13
PIC,43565243,13
ELLORIN,43565256,13
POIDOMANI,43565269,13
PENDON,43565282,13
MONDON,43565295,13
UNGOS,43565308,13
YEBBA,43565321,13
YAGHI,43565334,13
BARNAT,43565347,13
BOISSON,43565360,13
BOZ,43565373,13
ANDRULONIS,43565386,13
BOCKS,43565399,13
ROLLF,43565412,13
NAFTALI,43565425,13
PARISIO,43565438,13
GULIAN,43565451,13
DAMBREVILLE,43565464,13
GRANITTO,43565477,13
GENA,43565490,13
GUBERNICK,43565503,13
MABEL,43565516,13
PATAGUE,43565529,13
NICODEMO,43565542,13
MOZDZEN,43565555,13
TERRYBERRY,43565568,13
VANBALEN,43565581,13
STENHOLM,43565594,13
KNODELL,43565607,13
HENTSCH,43565620,13
ERMI,43565633,13
BRYSCH,43565646,13
LUKIS,43565659,13
JOHAN,43565672,13
KEBERLEIN,43565685,13
RAINERO,43565698,13
STEPHESON,43565711,13
SAT,43565724,13
VALMORES,43565737,13
ARNEMANN,43565750,13
ABUGHAZALEH,43565763,13
ZVOLANEK,43565776,13
AMANTI,43565789,13
TAYSON,43565802,13
PROBER,43565815,13
RADGOWSKI,43565828,13
KROBOT,43565841,13
LASHMET,43565854,13
KAHANU,43565867,13
LEPPIEN,43565880,13
LISICKI,43565893,13
DIBONO,43565906,13
DESCHRYVER,43565919,13
LUGLI,43565932,13
LELA,43565945,13
LAVEA,43565958,13
STRAZZULLA,43565971,13
BLUMETTI,43565984,13
CAZIMERO,43565997,13
MATCHEM,43566010,13
PERSI,43566023,13
SCHOONER,43566036,13
ROBANCHO,43566049,13
VASSO,43566062,13
BARNABAS,43566075,13
BOSEL,43566088,13
BONDANZA,43566101,13
SAGARIO,43566114,13
ROSAN,43566127,13
LAFFERRE,43566140,13
KARRY,43566153,13
BUCASAS,43566166,13
CUBE,43566179,13
COMMISSIONG,43566192,13
CHURCHVILLE,43566205,13
CHOLLET,43566218,13
PALLADINI,43566231,13
HOPCUS,43566244,13
RADES,43566257,13
WITTHOEFT,43566270,13
DALLOS,43566283,13
BUCARIA,43566296,13
LAURIELLO,43566309,13
PERELMUTER,43566322,13
BARCI,43566335,13
TUQUERO,43566348,13
DUCROS,43566361,13
FRANGIE,43566374,13
SANGILLO,43566387,13
SCOBELL,43566400,13
BARNACHEA,43566413,13
BEHNCKE,43566426,13
BESANCENEY,43566439,13
BRACCHI,43566452,13
BORE,43566465,13
SMOLL,43566478,13
NESSMAN,43566491,13
JURASIN,43566504,13
FAHLMAN,43566517,13
CARROZZI,43566530,13
CHIERICI,43566543,13
DEHOOP,43566556,13
COZMA,43566569,13
HATTEM,43566582,13
HADJIS,43566595,13
MAROLLA,43566608,13
MATSU,43566621,13
LONAKER,43566634,13
LUTGENS,43566647,13
MOKIAO,43566660,13
SMITHIES,43566673,13
SACERDOTE,43566686,13
RET,43566699,13
YANDEL,43566712,13
ARTES,43566725,13
BAKALIAN,43566738,13
AIMAR,43566751,13
STERNA,43566764,13
SINCO,43566777,13
AMBROSETTI,43566790,13
BATTILANA,43566803,13
WELLISCH,43566816,13
RUDOMETKIN,43566829,13
STAEHELI,43566842,13
MORNES,43566855,13
LAROT,43566868,13
MASSERIA,43566881,13
ELTISTE,43566894,13
BRITSCHGI,43566907,13
CARETTO,43566920,13
FERMANIAN,43566933,13
FROHWEIN,43566946,13
HARTZMAN,43566959,13
MAGALETTA,43566972,13
PAPAC,43566985,13
TOYOOKA,43566998,13
TOOTOO,43567011,13
SELVAN,43567024,13
BENARDO,43567037,13
ANNONI,43567050,13
BISNER,43567063,13
BERENSTEIN,43567076,13
BALDEMOR,43567089,13
TAHANEY,43567102,13
TADDIE,43567115,13
OOKA,43567128,13
PUCHEU,43567141,13
COUTY,43567154,13
DARBE,43567167,13
BRENNEISEN,43567180,13
BYLANDER,43567193,13
GASPARRE,43567206,13
TOUR,43567219,13
SUBE,43567232,13
UDASCO,43567245,13
BAKLE,43567258,13
BILLI,43567271,13
ZINCKE,43567284,13
BIUS,43567297,13
RUBERA,43567310,13
MOMPEROUSSE,43567323,13
RAIANO,43567336,13
LISSER,43567349,13
GRAZETTE,43567362,13
BUC,43567375,13
BRITTSAN,43567388,13
CHARLOTTE,43567401,13
DAMERA,43567414,13
DOILEY,43567427,13
DECANO,43567440,13
CAPUZZO,43567453,13
LIVELLI,43567466,13
RAMESSAR,43567479,13
OBITZ,43567492,13
MURAKAWA,43567505,13
RONALDS,43567518,13
WERNETT,43567531,13
BERIS,43567544,13
BISCONER,43567557,13
BALLAND,43567570,13
BAMBICO,43567583,13
YAKSIC,43567596,13
TSOODLE,43567609,13
ORETA,43567622,13
REGULUS,43567635,13
MAJEAU,43567648,13
CARRAFIELLO,43567661,13
BRINO,43567674,13
CARINGER,43567687,13
CALLICO,43567700,13
SCANO,43567713,13
SEGISMUNDO,43567726,13
SERRAINO,43567739,13
ATAGI,43567752,13
BITO,43567765,13
BIANCUZZO,43567778,13
ZAMBA,43567791,13
STOCKLE,43567804,13
MAESTRETTI,43567817,13
DELZOTTO,43567830,13
CESSPOOCH,43567843,13
POETZL,43567856,13
ORBETA,43567869,13
SILLITO,43567882,13
VOGIATZIS,43567895,13
WAIPA,43567908,13
BONETTO,43567921,13
THOENI,43567934,13
TARTSAH,43567947,13
SCARPETTI,43567960,13
ANNICHIARICO,43567973,13
WOOLGAR,43567986,13
VARIA,43567999,13
RINELL,43568012,13
SAADIQ,43568025,13
RUNCIMAN,43568038,13
RUFFIER,43568051,13
SANTOLLA,43568064,13
MOSSI,43568077,13
PAHIA,43568090,13
LASSIC,43568103,13
KALEO,43568116,13
LIBRERA,43568129,13
MCNEACE,43568142,13
HUNTIMER,43568155,13
FROHREICH,43568168,13
CATECHIS,43568181,13
CUNAT,43568194,13
DELAHAY,43568207,13
VAUGHNER,43568220,13
LESEUR,43568233,13
GOOMBI,43568246,13
DABREU,43568259,13
REGELBRUGGE,43568272,13
RUBO,43568285,13
AGLIETTI,43568298,13
ZERGA,43568311,13
BRAZEEL,43568324,13
BAHI,43568337,13
KERK,43568350,13
BOVIER,43568363,13
APUAN,43568376,13
SAMPE,43568389,13
MOYNA,43568402,13
REGGIANI,43568415,13
KORNELSEN,43568428,13
LANGSCHWAGER,43568441,13
LEGAY,43568454,13
JEFFCOATS,43568467,13
FROEHNER,43568480,13
GIONTI,43568493,13
CREEKPAUM,43568506,13
CAMET,43568519,13
KAMAKEEAINA,43568532,13
ALEJANDRIA,43568545,13
PAGSOLINGAN,43568558,13
REGASPI,43568571,13
KAPANKE,43568584,13
JAMALEDDIN,43568597,13
FELO,43568610,13
BULAS,43568623,13
DEVANNY,43568636,13
EASEY,43568649,13
GOMBA,43568662,13
MCELRONE,43568675,13
MENI,43568688,13
LEVARITY,43568701,13
PAYNO,43568714,13
NISHITA,43568727,13
MOT,43568740,13
SOLLAMI,43568753,13
VALIM,43568766,13
ABELLON,43568779,13
YONKEY,43568792,13
BERNAY,43568805,13
BERESKY,43568818,13
BOVIAN,43568831,13
VARESE,43568844,13
ROMBOLA,43568857,13
MIELL,43568870,13
MERRIDA,43568883,13
PIANELLI,43568896,13
PICHARD,43568909,13
PAOLINELLI,43568922,13
PANTELAKIS,43568935,13
MATLA,43568948,13
MANTZOURANIS,43568961,13
CATANIO,43568974,13
CHITI,43568987,13
DEBON,43569000,13
DURBALA,43569013,13
DUMIT,43569026,13
GIUFFRA,43569039,13
GERES,43569052,13
FRELOW,43569065,13
HENIKA,43569078,13
MENONI,43569091,13
PAUZA,43569104,13
SUSBILLA,43569117,13
RICHERDSON,43569130,13
RESTINE,43569143,13
TWAL,43569156,13
WOISIN,43569169,13
WAGANER,43569182,13
ARASIN,43569195,13
BARCENILLA,43569208,13
DEBASTIANI,43569221,13
BENETZ,43569234,13
AGARAN,43569247,13
BANDIERA,43569260,13
RILLORAZA,43569273,13
ROACHFORD,43569286,13
TEZEL,43569299,13
OL,43569312,13
PALEGA,43569325,13
POPOLA,43569338,13
LEMARIE,43569351,13
MENAGED,43569364,13
GILBUENA,43569377,13
CLUE,43569390,13
EIX,43569403,13
DORIGO,43569416,13
COMETTO,43569429,13
COLAPINTO,43569442,13
KINTZLEY,43569455,13
PRANDINI,43569468,13
RIBAU,43569481,13
ROSEBURROUGH,43569494,13
SHEARHART,43569507,13
TATI,43569520,13
KRAINTZ,43569533,13
LANDEAU,43569546,13
LIBIRAN,43569559,13
GANTOS,43569572,13
CHATO,43569585,13
FARELLO,43569598,13
PED,43569611,13
ZAMBARDINO,43569624,13
TURPEAU,43569637,13
URSETTA,43569650,13
MINCHEFF,43569663,13
QASSEM,43569676,13
JOBLIN,43569689,13
MANUCCI,43569702,13
JAVAUX,43569715,13
GILLORY,43569728,13
ANAND,43569740,12
JIA,43569752,12
BORNTRAGER,43569764,12
TRANG,43569776,12
HUR,43569788,12
WEGMAN,43569800,12
KHUU,43569812,12
GRIGORYAN,43569824,12
HOUCHENS,43569836,12
DIERKS,43569848,12
MATHAI,43569860,12
SHROCK,43569872,12
KREITZER,43569884,12
GILLASPIE,43569896,12
NISSLEY,43569908,12
VANDERWALL,43569920,12
DESAUTELS,43569932,12
MIZELLE,43569944,12
HOLBROOKS,43569956,12
SAHOTA,43569968,12
BEEHLER,43569980,12
BIELSKI,43569992,12
SHIRAH,43570004,12
PICKLESIMER,43570016,12
LUEDERS,43570028,12
WEE,43570040,12
KANAGY,43570052,12
HEIKKILA,43570064,12
LAWHORNE,43570076,12
DAHAL,43570088,12
HOWLE,43570100,12
PAYETTE,43570112,12
SANGHA,43570124,12
SPANIER,43570136,12
POTHIER,43570148,12
SWIGERT,43570160,12
MCMONAGLE,43570172,12
DOUTHITT,43570184,12
RASNAKE,43570196,12
CROUCHER,43570208,12
ROSENBALM,43570220,12
BASNIGHT,43570232,12
GODBEE,43570244,12
NGHIEM,43570256,12
WOODBY,43570268,12
STAIRS,43570280,12
KEPPEL,43570292,12
BERKSHIRE,43570304,12
AHLUWALIA,43570316,12
TUMLIN,43570328,12
RAPE,43570340,12
AHLQUIST,43570352,12
GREB,43570364,12
SZATKOWSKI,43570376,12
CHAMPINE,43570388,12
FRIESS,43570400,12
ZUCK,43570412,12
TEEMS,43570424,12
DASGUPTA,43570436,12
ALMY,43570448,12
SPONAUGLE,43570460,12
MANSARAY,43570472,12
MALCHOW,43570484,12
SLAYMAKER,43570496,12
TYO,43570508,12
FEASEL,43570520,12
SPROUT,43570532,12
SPRUNGER,43570544,12
HUNTZINGER,43570556,12
WALKOWIAK,43570568,12
KRIEGEL,43570580,12
KRETZER,43570592,12
ZAHID,43570604,12
MANDRELL,43570616,12
ENGLANDER,43570628,12
PORRECA,43570640,12
STETZ,43570652,12
BURGENER,43570664,12
SYTSMA,43570676,12
OLBERDING,43570688,12
ALTIDOR,43570700,12
HYRE,43570712,12
GONDER,43570724,12
HUETHER,43570736,12
SMARR,43570748,12
LATHEM,43570760,12
DENNER,43570772,12
ONAN,43570784,12
VANGUILDER,43570796,12
VANWIE,43570808,12
TROSTLE,43570820,12
GAUSS,43570832,12
COTHRON,43570844,12
FAUTH,43570856,12
BOTROS,43570868,12
BATDORF,43570880,12
WOODHEAD,43570892,12
NECESSARY,43570904,12
SIEMERS,43570916,12
SWICEGOOD,43570928,12
STACHURA,43570940,12
WOZNY,43570952,12
PEPER,43570964,12
LITTLER,43570976,12
GAUGLER,43570988,12
ADERHOLT,43571000,12
HAHNE,43571012,12
KNICELY,43571024,12
MORISSETTE,43571036,12
HOVEN,43571048,12
CRONKHITE,43571060,12
THIEMANN,43571072,12
KAR,43571084,12
STREHLOW,43571096,12
SAK,43571108,12
PERUGINI,43571120,12
SMYERS,43571132,12
DEBNAM,43571144,12
KIKUCHI,43571156,12
STOUDER,43571168,12
GOLLIDAY,43571180,12
COULON,43571192,12
STAUNTON,43571204,12
LEESE,43571216,12
WARNING,43571228,12
BREITBACH,43571240,12
SAMONS,43571252,12
LUDLAM,43571264,12
CAPALDI,43571276,12
MORAWSKI,43571288,12
COULTAS,43571300,12
MAJETTE,43571312,12
METZINGER,43571324,12
RAINONE,43571336,12
OPEL,43571348,12
WIESEN,43571360,12
BORON,43571372,12
SIGGERS,43571384,12
FONNER,43571396,12
GUL,43571408,12
CIARAMITARO,43571420,12
LYKES,43571432,12
CAPELLE,43571444,12
SEEKINS,43571456,12
ECKES,43571468,12
BOSCHERT,43571480,12
KOOISTRA,43571492,12
PIATEK,43571504,12
KOTULA,43571516,12
KOTA,43571528,12
HUDA,43571540,12
KENISTON,43571552,12
SAINTFLEUR,43571564,12
SPIEWAK,43571576,12
FEI,43571588,12
RAJPUT,43571600,12
BONDARENKO,43571612,12
TESSLER,43571624,12
PRESIDENT,43571636,12
BAUN,43571648,12
AUCH,43571660,12
SHOW,43571672,12
OUM,43571684,12
BELMORE,43571696,12
PASSMAN,43571708,12
HUNTING,43571720,12
HERGERT,43571732,12
ROZYCKI,43571744,12
KAUTZMAN,43571756,12
MOULDS,43571768,12
WADHWA,43571780,12
ITZKOWITZ,43571792,12
POSTEN,43571804,12
FIPPS,43571816,12
LAUTENSCHLAGER,43571828,12
YOUNGREN,43571840,12
KLAUSNER,43571852,12
DEMARAIS,43571864,12
FRUTH,43571876,12
GODEK,43571888,12
RAYMO,43571900,12
LUBER,43571912,12
KNITTLE,43571924,12
MCMANAWAY,43571936,12
SCHNIEDERS,43571948,12
BARASH,43571960,12
BONNEMA,43571972,12
TOOTHAKER,43571984,12
COLLOPY,43571996,12
KLUNK,43572008,12
SOKOLOFF,43572020,12
SNOVER,43572032,12
SHELLHAMMER,43572044,12
ANDRAS,43572056,12
GALLEN,43572068,12
MACBRIDE,43572080,12
HAVRILLA,43572092,12
LESSIG,43572104,12
STAY,43572116,12
PANJWANI,43572128,12
CANNEY,43572140,12
ROLLEY,43572152,12
DELKER,43572164,12
LOUKS,43572176,12
SUTCH,43572188,12
HENTHORNE,43572200,12
NEVILL,43572212,12
TOTMAN,43572224,12
HUSBY,43572236,12
ENTERLINE,43572248,12
MUNCEY,43572260,12
SWANSTROM,43572272,12
GEMMA,43572284,12
GROFT,43572296,12
BUSHA,43572308,12
BRUGH,43572320,12
KREUZER,43572332,12
DUDZIK,43572344,12
CLAGETT,43572356,12
STANDER,43572368,12
VLASAK,43572380,12
ASHDOWN,43572392,12
SHADLEY,43572404,12
VANTREASE,43572416,12
DICKMANN,43572428,12
HUQ,43572440,12
CRAGUN,43572452,12
STRADLING,43572464,12
SHREEVE,43572476,12
LEFEVERS,43572488,12
WEMPLE,43572500,12
SENNE,43572512,12
LENNING,43572524,12
EHMKE,43572536,12
ZAINO,43572548,12
BOIS,43572560,12
BONENFANT,43572572,12
POLINSKI,43572584,12
PULSE,43572596,12
BABSON,43572608,12
SAINSBURY,43572620,12
HAMACHER,43572632,12
GLAZEBROOK,43572644,12
ROBUCK,43572656,12
WISNEWSKI,43572668,12
GABOURY,43572680,12
BLUESTEIN,43572692,12
STUFFLEBEAM,43572704,12
KINNUNEN,43572716,12
MUNNERLYN,43572728,12
GORCZYCA,43572740,12
BAUBLITZ,43572752,12
KASPARIAN,43572764,12
ELISON,43572776,12
WISOR,43572788,12
MCCAUL,43572800,12
PIGMAN,43572812,12
PFLUM,43572824,12
TUBMAN,43572836,12
DAYRIT,43572848,12
HEUN,43572860,12
LEMERY,43572872,12
SCIANNA,43572884,12
YUM,43572896,12
ROWAND,43572908,12
SPIDLE,43572920,12
NIERMAN,43572932,12
GRIEP,43572944,12
SPROW,43572956,12
ILYAS,43572968,12
PROEHL,43572980,12
PARZYCH,43572992,12
FANTROY,43573004,12
SAHIN,43573016,12
MACINNIS,43573028,12
KURTZMAN,43573040,12
MAINVILLE,43573052,12
KOKOSZKA,43573064,12
RINGWALD,43573076,12
BARNO,43573088,12
SILMON,43573100,12
CHECKETTS,43573112,12
GRZYB,43573124,12
BLACKHURST,43573136,12
OHMER,43573148,12
LANSER,43573160,12
BABIARZ,43573172,12
REDDIX,43573184,12
HOOVEN,43573196,12
DAIGNAULT,43573208,12
LASHWAY,43573220,12
DENOYER,43573232,12
COMTOIS,43573244,12
HINCK,43573256,12
GIRDLER,43573268,12
KOVALCIK,43573280,12
WICKIZER,43573292,12
RIEDINGER,43573304,12
SANSOUCIE,43573316,12
FAKE,43573328,12
HINELINE,43573340,12
BRANDENBERGER,43573352,12
BANTZ,43573364,12
ERTLE,43573376,12
POPPEN,43573388,12
THOMLEY,43573400,12
BOK,43573412,12
HEABERLIN,43573424,12
MOOMEY,43573436,12
WADLOW,43573448,12
VARONE,43573460,12
ELSEN,43573472,12
KADEL,43573484,12
CREVELING,43573496,12
BUNGARD,43573508,12
KOPLIN,43573520,12
MCFETRIDGE,43573532,12
LIPHAM,43573544,12
LOTTER,43573556,12
OZAKI,43573568,12
FRAHER,43573580,12
MELAND,43573592,12
VIRNIG,43573604,12
SOJA,43573616,12
QADRI,43573628,12
VANVLECK,43573640,12
BUDKE,43573652,12
BAGGOTT,43573664,12
WINBERRY,43573676,12
SCHROM,43573688,12
MARGERUM,43573700,12
TUPOU,43573712,12
SLIGAR,43573724,12
SAINVIL,43573736,12
LASHUA,43573748,12
MCCOTTER,43573760,12
DAVERN,43573772,12
KUSCH,43573784,12
NEMETZ,43573796,12
SCHULENBERG,43573808,12
VESPA,43573820,12
KERANEN,43573832,12
SHUFFLER,43573844,12
KUNKLER,43573856,12
ZILKA,43573868,12
BEAUFORT,43573880,12
SCHWENN,43573892,12
DWIRE,43573904,12
STANO,43573916,12
MANGANELLO,43573928,12
MOUSTAFA,43573940,12
SOWLE,43573952,12
VEALS,43573964,12
ROSCH,43573976,12
LONCAR,43573988,12
FUOCO,43574000,12
FIFITA,43574012,12
GLATFELTER,43574024,12
MODGLIN,43574036,12
FEICK,43574048,12
BARTONE,43574060,12
SCALLAN,43574072,12
PATTESON,43574084,12
MELITO,43574096,12
SCHWICHTENBERG,43574108,12
NOP,43574120,12
MARKOV,43574132,12
KUPPER,43574144,12
KUTSCH,43574156,12
MERICA,43574168,12
PILZ,43574180,12
KLUTTS,43574192,12
COFFEL,43574204,12
GRUDZINSKI,43574216,12
MASKER,43574228,12
SAULTERS,43574240,12
ZOLLARS,43574252,12
WOJTAS,43574264,12
MEGILL,43574276,12
DOORNBOS,43574288,12
KOSCH,43574300,12
SURGEON,43574312,12
ROSENLUND,43574324,12
CURLIN,43574336,12
GRUENWALD,43574348,12
BEACHEM,43574360,12
VANDENBOS,43574372,12
BRUER,43574384,12
DOUBEK,43574396,12
JANICEK,43574408,12
POHLE,43574420,12
BAYE,43574432,12
SHIMMEL,43574444,12
HOSEK,43574456,12
MARBACH,43574468,12
SPOHR,43574480,12
ADDIE,43574492,12
KOSEL,43574504,12
SHERTZER,43574516,12
PASTORIUS,43574528,12
GAMBONE,43574540,12
CHITTICK,43574552,12
EBINGER,43574564,12
SLAPPY,43574576,12
DAGEN,43574588,12
HARROUN,43574600,12
ESMOND,43574612,12
MALLY,43574624,12
LUHMAN,43574636,12
DORMER,43574648,12
THERRELL,43574660,12
CARMINE,43574672,12
COCKS,43574684,12
KABEL,43574696,12
KORINEK,43574708,12
WEYGANDT,43574720,12
ZEMAITIS,43574732,12
CAWTHORN,43574744,12
BUCKHALTER,43574756,12
GOLLIHER,43574768,12
BENNE,43574780,12
RYCZEK,43574792,12
HARGUS,43574804,12
DISPENZA,43574816,12
SWALLEY,43574828,12
WHITELOW,43574840,12
WHEELAND,43574852,12
BELFLOWER,43574864,12
BEUS,43574876,12
ANFINSON,43574888,12
SUDDRETH,43574900,12
MCCARREN,43574912,12
MISKA,43574924,12
SUSMAN,43574936,12
CAVEN,43574948,12
MUSCH,43574960,12
SMOLKA,43574972,12
RIEK,43574984,12
BONIFAS,43574996,12
WIEGMANN,43575008,12
BIELINSKI,43575020,12
SHENEMAN,43575032,12
PLAUCHE,43575044,12
PERLOW,43575056,12
GLACKEN,43575068,12
DUFORT,43575080,12
CHEELY,43575092,12
HILLEARY,43575104,12
REIFSTECK,43575116,12
UNDERDAHL,43575128,12
ZEMANEK,43575140,12
ANGERS,43575152,12
SHERMER,43575164,12
SIMPER,43575176,12
CONGROVE,43575188,12
BYRN,43575200,12
BROADEN,43575212,12
KEAVENEY,43575224,12
READUS,43575236,12
BOHLANDER,43575248,12
BOCOOK,43575260,12
BINES,43575272,12
RENTFRO,43575284,12
LAUNER,43575296,12
FRANZE,43575308,12
FARLER,43575320,12
DUDNEY,43575332,12
DURNIN,43575344,12
ZIEGENFUSS,43575356,12
STRUPP,43575368,12
SCHLOESSER,43575380,12
NOYCE,43575392,12
DIARRA,43575404,12
RAWDON,43575416,12
SHABANI,43575428,12
TERRAL,43575440,12
WYSZYNSKI,43575452,12
BELLEAU,43575464,12
YACKEL,43575476,12
AYRE,43575488,12
SMID,43575500,12
SPAUGH,43575512,12
SCHRENK,43575524,12
RASPBERRY,43575536,12
NOLF,43575548,12
HITSMAN,43575560,12
GAMAGE,43575572,12
FEAGAN,43575584,12
EISINGER,43575596,12
MOULTRY,43575608,12
WALLANDER,43575620,12
PLACKE,43575632,12
COEY,43575644,12
DORFF,43575656,12
GOOKIN,43575668,12
BARTLEBAUGH,43575680,12
YERDON,43575692,12
VAETH,43575704,12
FERULLO,43575716,12
BOOMHOWER,43575728,12
BRENNA,43575740,12
GAMMELL,43575752,12
HEICHEL,43575764,12
SAVIC,43575776,12
START,43575788,12
LEAMING,43575800,12
DRUMMONDS,43575812,12
FASSNACHT,43575824,12
LIMB,43575836,12
NAND,43575848,12
RIMKUS,43575860,12
SHUTTLESWORTH,43575872,12
FAHRNER,43575884,12
FAKHOURI,43575896,12
DENUNZIO,43575908,12
BENAK,43575920,12
DLOUHY,43575932,12
AXLEY,43575944,12
ADDERLY,43575956,12
GUERRY,43575968,12
LIBRIZZI,43575980,12
MONNETT,43575992,12
SCHUCHARD,43576004,12
VANDEVEER,43576016,12
MUFFLEY,43576028,12
PLOETZ,43576040,12
BELLEROSE,43576052,12
AIKEY,43576064,12
VERBEKE,43576076,12
SWONGER,43576088,12
CLANCEY,43576100,12
TALAGA,43576112,12
PEE,43576124,12
DANSER,43576136,12
EWBANK,43576148,12
BROUGHER,43576160,12
FAUCHEUX,43576172,12
MCKELVIN,43576184,12
MOMENT,43576196,12
WANAT,43576208,12
ARMEL,43576220,12
RETTINGER,43576232,12
MOWELL,43576244,12
