name,,aian weight
SACKETT,1599716,28
SCANLAN,1599744,28
HOLLINGER,1599772,28
LAGUNA,1599800,28
ABRAM,1599828,28
SILVIA,1599856,28
DEBERRY,1599884,28
KITE,1599912,28
JUDKINS,1599940,28
LUCKEY,1599968,28
HASH,1599996,28
ARMBRUSTER,1600024,28
ROBEY,1600052,28
SIMONDS,1600080,28
KATO,1600108,28
VINING,1600136,28
WESSON,1600164,28
LEMOS,1600192,28
DEPEW,1600220,28
LOGGINS,1600248,28
TOWNES,1600276,28
GILLUM,1600304,28
HOLLOWELL,1600332,28
HARRIMAN,1600360,28
CHILES,1600388,28
PEDIGO,1600416,28
FARNHAM,1600444,28
WINCHELL,1600472,28
LOHMAN,1600500,28
PISANO,1600528,28
WACKER,1600556,28
OGLETREE,1600584,28
LAMBRIGHT,1600612,28
MARONEY,1600640,28
SUNDERLAND,1600668,28
YANCY,1600696,28
SARTIN,1600724,28
DROWN,1600752,28
STICKNEY,1600780,28
MCNEW,1600808,28
REINA,1600836,28
KAUL,1600864,28
POLSON,1600892,28
SHUCK,1600920,28
WINKLE,1600948,28
HARDIE,1600976,28
LESHER,1601004,28
ROCHESTER,1601032,28
CHAUVIN,1601060,28
MURPHEY,1601088,28
STOOPS,1601116,28
SOLES,1601144,28
STRAW,1601172,28
MAHONE,1601200,28
RAM,1601228,28
DEFELICE,1601256,28
CHASTEEN,1601284,28
KROUSE,1601312,28
ISLEY,1601340,28
NORVELL,1601368,28
DUNIGAN,1601396,28
COLTER,1601424,28
DUNSTON,1601452,28
LAVALLEY,1601480,28
CAUTHEN,1601508,28
DELAY,1601536,28
DART,1601564,28
BOZARTH,1601592,28
KENNETT,1601620,28
MILL,1601648,28
LEBOEUF,1601676,28
DEVAULT,1601704,28
BANNING,1601732,28
SPRADLEY,1601760,28
SAYER,1601788,28
LOSEY,1601816,28
STANFILL,1601844,28
VANZANT,1601872,28
TRUMBLE,1601900,28
BILES,1601928,28
MAITLAND,1601956,28
HALLIGAN,1601984,28
VANDEVENTER,1602012,28
SIAS,1602040,28
FERREL,1602068,28
BOICE,1602096,28
ULIBARRI,1602124,28
HARDCASTLE,1602152,28
WIGLEY,1602180,28
BRANSTETTER,1602208,28
LASATER,1602236,28
MCCALEB,1602264,28
STEFFES,1602292,28
MORLAN,1602320,28
WIER,1602348,28
RUCKMAN,1602376,28
VANATTA,1602404,28
STIMSON,1602432,28
WESTLUND,1602460,28
SAILOR,1602488,28
VANALLEN,1602516,28
YOW,1602544,28
SAUVE,1602572,28
STARBUCK,1602600,28
BREEZE,1602628,28
CASSITY,1602656,28
ATTEBERRY,1602684,28
LAYMON,1602712,28
RENICK,1602740,28
CLAUDE,1602768,28
ALLIE,1602796,28
GROAT,1602824,28
CRUCE,1602852,28
WALRAVEN,1602880,28
BEALER,1602908,28
TINNIN,1602936,28
TACKER,1602964,28
LAPAN,1602992,28
APPLEBEE,1603020,28
CHRISTOFFERSEN,1603048,28
TITSWORTH,1603076,28
MILKS,1603104,28
MEIGS,1603132,28
ROUSSELL,1603160,28
DAWN,1603188,28
KITCHELL,1603216,28
ROEHRIG,1603244,28
CRAW,1603272,28
HOLDERFIELD,1603300,28
BEBEE,1603328,28
TROUSDALE,1603356,28
PICHETTE,1603384,28
HEDGPETH,1603412,28
DORIAN,1603440,28
POBLANO,1603468,28
ROCKE,1603496,28
BELLAND,1603524,28
ASHENFELTER,1603552,28
CIZEK,1603580,28
MAINVILLE,1603608,28
SOOKDEO,1603636,28
BARBRE,1603664,28
KALKA,1603692,28
VIEAU,1603720,28
KIEN,1603748,28
PHILEMON,1603776,28
DEMARAY,1603804,28
HORSEMAN,1603832,28
MULANAX,1603860,28
SOMAN,1603888,28
DAMIEN,1603916,28
LACLAIRE,1603944,28
CARUFEL,1603972,28
WILLBURN,1604000,28
OPPEGARD,1604028,28
FRIENDLY,1604056,28
MARKUSSEN,1604084,28
BENWARD,1604112,28
ANNETTE,1604140,28
LUCKHURST,1604168,28
KIZZIA,1604196,28
GIA,1604224,28
HIRATSUKA,1604252,28
SUCCO,1604280,28
LAM,1604307,27
PAREDES,1604334,27
GALLO,1604361,27
GREENBERG,1604388,27
POLANCO,1604415,27
HAIRSTON,1604442,27
ROQUE,1604469,27
DUENAS,1604496,27
SEGOVIA,1604523,27
PADRON,1604550,27
BORGES,1604577,27
FALK,1604604,27
FALLON,1604631,27
AMIN,1604658,27
SEIBERT,1604685,27
KOZLOWSKI,1604712,27
RAFFERTY,1604739,27
EVERS,1604766,27
HORST,1604793,27
GRICE,1604820,27
ARSENAULT,1604847,27
PURNELL,1604874,27
HYLTON,1604901,27
BRACKEN,1604928,27
REDMON,1604955,27
WEGNER,1604982,27
SCHREINER,1605009,27
MCLAURIN,1605036,27
DELLINGER,1605063,27
SAYRE,1605090,27
EARNEST,1605117,27
CROMER,1605144,27
POLING,1605171,27
WORTH,1605198,27
SCHRAMM,1605225,27
DUCKETT,1605252,27
BETTENCOURT,1605279,27
ARAIZA,1605306,27
SILLS,1605333,27
BOETTCHER,1605360,27
WESSEL,1605387,27
RUBLE,1605414,27
KRANTZ,1605441,27
WINGFIELD,1605468,27
WARRICK,1605495,27
HUSS,1605522,27
SHREVE,1605549,27
MANNS,1605576,27
MOREHOUSE,1605603,27
ENGLER,1605630,27
CORDES,1605657,27
BOTT,1605684,27
WIEGAND,1605711,27
SCHALLER,1605738,27
KILMER,1605765,27
LIPPERT,1605792,27
DARROW,1605819,27
TYRRELL,1605846,27
HARKNESS,1605873,27
MOATS,1605900,27
MONIZ,1605927,27
GALLEGO,1605954,27
BARDEN,1605981,27
MUNGER,1606008,27
HOTCHKISS,1606035,27
COELHO,1606062,27
RICKERT,1606089,27
EDELMAN,1606116,27
DHILLON,1606143,27
LECHUGA,1606170,27
EUBANK,1606197,27
FIDLER,1606224,27
PEAVY,1606251,27
HAUG,1606278,27
THERRIEN,1606305,27
BROCKWAY,1606332,27
GAUDET,1606359,27
STULTZ,1606386,27
SHILLING,1606413,27
WESTOVER,1606440,27
BARTELL,1606467,27
LOWER,1606494,27
WACHTER,1606521,27
HOLLIFIELD,1606548,27
CULLUM,1606575,27
TIMBERLAKE,1606602,27
MAYE,1606629,27
GRIZZLE,1606656,27
BULLER,1606683,27
THURBER,1606710,27
SELMAN,1606737,27
ROSEBERRY,1606764,27
KESSINGER,1606791,27
NIPPER,1606818,27
MEDFORD,1606845,27
PURSLEY,1606872,27
ROGER,1606899,27
LUCIA,1606926,27
WIDNER,1606953,27
DEVILLE,1606980,27
BOGARD,1607007,27
NEALE,1607034,27
GISH,1607061,27
HATTER,1607088,27
PEART,1607115,27
MARINE,1607142,27
WIEST,1607169,27
STORER,1607196,27
BAKKE,1607223,27
OYLER,1607250,27
SEVERANCE,1607277,27
ALVERSON,1607304,27
HOCKETT,1607331,27
LIVERMORE,1607358,27
SAFFORD,1607385,27
BERNS,1607412,27
TRUELOVE,1607439,27
PILLOW,1607466,27
KIME,1607493,27
CUMMING,1607520,27
PINNEY,1607547,27
ASENCIO,1607574,27
DEROSIER,1607601,27
BOURASSA,1607628,27
BUMP,1607655,27
PRIDEMORE,1607682,27
YELTON,1607709,27
BAILY,1607736,27
SPADE,1607763,27
PECORA,1607790,27
BARGE,1607817,27
DEGRAW,1607844,27
ESCARCEGA,1607871,27
LEMING,1607898,27
SCATES,1607925,27
SIDNEY,1607952,27
CATOE,1607979,27
TINER,1608006,27
DILBECK,1608033,27
RATCHFORD,1608060,27
HAMON,1608087,27
INNIS,1608114,27
FETTIG,1608141,27
REDFEARN,1608168,27
DUFAULT,1608195,27
BERTUCCI,1608222,27
BOHANNAN,1608249,27
LUMAN,1608276,27
MULLICAN,1608303,27
PEASLEY,1608330,27
BIRON,1608357,27
SUMTER,1608384,27
GASSAWAY,1608411,27
DEGARMO,1608438,27
LUTON,1608465,27
SEMON,1608492,27
VROOMAN,1608519,27
KAYA,1608546,27
PULSIFER,1608573,27
TYER,1608600,27
WHISTLER,1608627,27
LEARD,1608654,27
DIA,1608681,27
FIELDEN,1608708,27
GREGER,1608735,27
SLAPE,1608762,27
GALLER,1608789,27
SANDIEGO,1608816,27
DEWILDE,1608843,27
BARLOWE,1608870,27
HODGKISS,1608897,27
YOTT,1608924,27
REIFEL,1608951,27
JARVEY,1608978,27
BAKEN,1609005,27
LAWE,1609032,27
HACKFORD,1609059,27
MOMBERG,1609086,27
PAUK,1609113,27
TALLIS,1609140,27
HANDLE,1609167,27
SWEARINGER,1609194,27
CHOUTEAU,1609221,27
TRAHANT,1609248,27
GUINA,1609275,27
COLFAX,1609302,27
PISCOYA,1609329,27
FELSMAN,1609356,27
NOTTI,1609383,27
CHIPS,1609410,27
RASHA,1609437,27
BORDY,1609464,27
SABOO,1609491,27
HATTIE,1609518,27
FOLSTROM,1609545,27
KURLEY,1609572,27
LIMA,1609598,26
NOWAK,1609624,26
VIDAL,1609650,26
IRIZARRY,1609676,26
MARTINO,1609702,26
WISNIEWSKI,1609728,26
ALCARAZ,1609754,26
TELLO,1609780,26
STEFFEN,1609806,26
WENZEL,1609832,26
RUPP,1609858,26
MONSON,1609884,26
SEARCY,1609910,26
LEGER,1609936,26
OSMAN,1609962,26
FURMAN,1609988,26
BITTNER,1610014,26
MOREAU,1610040,26
IBANEZ,1610066,26
PETRIE,1610092,26
BEGLEY,1610118,26
SNIPES,1610144,26
SHERROD,1610170,26
SILER,1610196,26
HEINZ,1610222,26
SPROUSE,1610248,26
STRUNK,1610274,26
JOHNSEN,1610300,26
TOWNS,1610326,26
GAITAN,1610352,26
TOMAS,1610378,26
SCHENK,1610404,26
LEAR,1610430,26
FORTIER,1610456,26
EHLERS,1610482,26
NEWLAND,1610508,26
SCHLEGEL,1610534,26
SHERRY,1610560,26
KUHNS,1610586,26
MCKELVEY,1610612,26
BICKEL,1610638,26
HAIGHT,1610664,26
DREYER,1610690,26
HOLBERT,1610716,26
GANDHI,1610742,26
BEJARANO,1610768,26
BEEMAN,1610794,26
RAWLINS,1610820,26
BEAUDOIN,1610846,26
ERDMAN,1610872,26
BARCIA,1610898,26
MARLOWE,1610924,26
CHAPLIN,1610950,26
KEMPF,1610976,26
WAMPLER,1611002,26
PITCHER,1611028,26
MILAN,1611054,26
ROA,1611080,26
HARBISON,1611106,26
ALDERSON,1611132,26
DEWEESE,1611158,26
CASTOR,1611184,26
SIPE,1611210,26
STITT,1611236,26
BEER,1611262,26
MARCOTTE,1611288,26
MINTZ,1611314,26
PHILIP,1611340,26
BANNER,1611366,26
OLINGER,1611392,26
CRAYTON,1611418,26
LAMAS,1611444,26
KAVANAUGH,1611470,26
PRIDGEN,1611496,26
HENDRY,1611522,26
LESSARD,1611548,26
MACPHERSON,1611574,26
APPLEBY,1611600,26
MARRIOTT,1611626,26
KEPHART,1611652,26
PENNER,1611678,26
COFIELD,1611704,26
ERSKINE,1611730,26
DELK,1611756,26
WESTER,1611782,26
WOODRING,1611808,26
PERSINGER,1611834,26
DISHMAN,1611860,26
LEAK,1611886,26
MACH,1611912,26
ARORA,1611938,26
DYKE,1611964,26
TORGERSON,1611990,26
KYLES,1612016,26
HARROD,1612042,26
VEACH,1612068,26
SATTLER,1612094,26
BARRINGTON,1612120,26
GUSTIN,1612146,26
BOISVERT,1612172,26
LEMLEY,1612198,26
WATFORD,1612224,26
CRIBBS,1612250,26
VIA,1612276,26
KELL,1612302,26
CAULEY,1612328,26
BRANN,1612354,26
TIPPETT,1612380,26
CARLSEN,1612406,26
RAMER,1612432,26
MANGRUM,1612458,26
MAINES,1612484,26
ZACK,1612510,26
MULDOON,1612536,26
ARMITAGE,1612562,26
TOLLEFSON,1612588,26
SIGMAN,1612614,26
ARMS,1612640,26
CONWELL,1612666,26
KIMBER,1612692,26
MCKIM,1612718,26
ZAZUETA,1612744,26
MILLICAN,1612770,26
FILES,1612796,26
AMADO,1612822,26
MAINE,1612848,26
COMFORT,1612874,26
EIDE,1612900,26
ATTAWAY,1612926,26
TRADER,1612952,26
TALTON,1612978,26
HEALD,1613004,26
FRAKES,1613030,26
GORRELL,1613056,26
JEFFREYS,1613082,26
ANSELMO,1613108,26
MALOTT,1613134,26
EVERLY,1613160,26
GOWEN,1613186,26
BARTEE,1613212,26
SHANKLE,1613238,26
WINNINGHAM,1613264,26
HARING,1613290,26
STURGES,1613316,26
KAYS,1613342,26
COGAR,1613368,26
RITCH,1613394,26
GLASCO,1613420,26
WOODROW,1613446,26
DEARDORFF,1613472,26
SLOVER,1613498,26
BURCHARD,1613524,26
FREDRICKS,1613550,26
GAFFORD,1613576,26
TALKINGTON,1613602,26
BEAUPRE,1613628,26
KOOP,1613654,26
COSSEY,1613680,26
BRACAMONTE,1613706,26
HOWINGTON,1613732,26
RODDEN,1613758,26
WESTERVELT,1613784,26
BISBEE,1613810,26
FRETWELL,1613836,26
TOME,1613862,26
ROYSE,1613888,26
VIRDEN,1613914,26
CARNLEY,1613940,26
CANEZ,1613966,26
PROCK,1613992,26
STONEBURNER,1614018,26
TARKINGTON,1614044,26
BRAZEAL,1614070,26
ETCHISON,1614096,26
SOLOMAN,1614122,26
DEO,1614148,26
MAYHALL,1614174,26
SAMAROO,1614200,26
COOMBES,1614226,26
SKOW,1614252,26
SANDIN,1614278,26
NIEBLAS,1614304,26
SCHRIMSHER,1614330,26
ZEE,1614356,26
COULON,1614382,26
NOBLIN,1614408,26
EDWARDSON,1614434,26
MORRIN,1614460,26
SHEILDS,1614486,26
WADLOW,1614512,26
YELL,1614538,26
FARLAND,1614564,26
CARLOW,1614590,26
SAVO,1614616,26
GABE,1614642,26
DECELLES,1614668,26
LABAN,1614694,26
BRUYERE,1614720,26
CAJERO,1614746,26
HOLSTROM,1614772,26
GLADD,1614798,26
LABORIN,1614824,26
MEINEKE,1614850,26
DESCHAMP,1614876,26
CARMELO,1614902,26
CRUMMIE,1614928,26
SEERAM,1614954,26
FARLEE,1614980,26
WASHA,1615006,26
TAPIO,1615032,26
HEARRELL,1615058,26
HOVEL,1615084,26
VISNAW,1615110,26
FATTY,1615136,26
MOSSETT,1615162,26
LOLAR,1615188,26
JULIUSSEN,1615214,26
SCISSONS,1615240,26
PHAM,1615265,25
QUEZADA,1615290,25
AVILES,1615315,25
BURGOS,1615340,25
ESPOSITO,1615365,25
ROLDAN,1615390,25
ALBA,1615415,25
ANGULO,1615440,25
BACH,1615465,25
SCANLON,1615490,25
JACOBO,1615515,25
LEWANDOWSKI,1615540,25
HARO,1615565,25
KOPP,1615590,25
BRODERICK,1615615,25
ROJO,1615640,25
ANDRUS,1615665,25
WEILER,1615690,25
SCHOTT,1615715,25
CASANOVA,1615740,25
MCCLINTOCK,1615765,25
BOURQUE,1615790,25
HERMANN,1615815,25
BUNTING,1615840,25
SARABIA,1615865,25
GILBERTSON,1615890,25
BATTS,1615915,25
ARCHIBALD,1615940,25
CASTO,1615965,25
WILT,1615990,25
STALLWORTH,1616015,25
MILBURN,1616040,25
HYLAND,1616065,25
KRUG,1616090,25
VILLALPANDO,1616115,25
RASH,1616140,25
SPELLMAN,1616165,25
MCMICHAEL,1616190,25
CRITES,1616215,25
WALZ,1616240,25
SHIVELY,1616265,25
HEFFNER,1616290,25
BASTIAN,1616315,25
QURESHI,1616340,25
WALTZ,1616365,25
RICHIE,1616390,25
FORTENBERRY,1616415,25
MESSICK,1616440,25
THEIS,1616465,25
RUNYAN,1616490,25
PROBST,1616515,25
CHAMBLISS,1616540,25
DOUCET,1616565,25
GILLIGAN,1616590,25
WORD,1616615,25
DIEGO,1616640,25
ARMAS,1616665,25
FANCHER,1616690,25
LOMBARD,1616715,25
BALDERRAMA,1616740,25
SCHEER,1616765,25
EMORY,1616790,25
WOLD,1616815,25
HUDAK,1616840,25
PAULK,1616865,25
MIELKE,1616890,25
LENHART,1616915,25
CRONK,1616940,25
SALLEY,1616965,25
CONANT,1616990,25
CAGE,1617015,25
MAURICIO,1617040,25
FIX,1617065,25
SCHMIT,1617090,25
WYCKOFF,1617115,25
VISSER,1617140,25
SHATTUCK,1617165,25
SKILES,1617190,25
DOMINICK,1617215,25
BRUMBAUGH,1617240,25
HEINE,1617265,25
BISSELL,1617290,25
PARMER,1617315,25
ROLL,1617340,25
BRACE,1617365,25
DILLINGHAM,1617390,25
CRISS,1617415,25
SHERIFF,1617440,25
HAZELTON,1617465,25
DUFOUR,1617490,25
CAMPAGNA,1617515,25
ROLFE,1617540,25
SEYMORE,1617565,25
MCFARLIN,1617590,25
SHROPSHIRE,1617615,25
CONVERSE,1617640,25
COEN,1617665,25
KELLAM,1617690,25
WORTHEN,1617715,25
SOUDERS,1617740,25
AUTREY,1617765,25
BASINGER,1617790,25
GIFFIN,1617815,25
LAFOND,1617840,25
CHANCEY,1617865,25
PRESNELL,1617890,25
LOBATO,1617915,25
DELISLE,1617940,25
BONIN,1617965,25
RIDEOUT,1617990,25
WOODHOUSE,1618015,25
MCGLOTHLIN,1618040,25
BEAMER,1618065,25
DENSMORE,1618090,25
HERON,1618115,25
BRALEY,1618140,25
WARDELL,1618165,25
KALE,1618190,25
MARVEL,1618215,25
MATHERS,1618240,25
BLAISDELL,1618265,25
KERWIN,1618290,25
TYE,1618315,25
CORUM,1618340,25
SECREST,1618365,25
DUPUY,1618390,25
LAURIE,1618415,25
KOST,1618440,25
MASK,1618465,25
EGGER,1618490,25
SALMONS,1618515,25
POLSTON,1618540,25
WOOLFOLK,1618565,25
BRISSON,1618590,25
STAMP,1618615,25
DUSTIN,1618640,25
DEVERS,1618665,25
SLAVEN,1618690,25
SLY,1618715,25
ADKISON,1618740,25
SPURLIN,1618765,25
HOUSEMAN,1618790,25
THILL,1618815,25
STGEORGE,1618840,25
CASTLEMAN,1618865,25
TOUPS,1618890,25
WARDLOW,1618915,25
CROWL,1618940,25
KIRKENDALL,1618965,25
TOWE,1618990,25
PLYLER,1619015,25
WOOLERY,1619040,25
LAVALLE,1619065,25
MCCAY,1619090,25
MORK,1619115,25
CLOWERS,1619140,25
MONKS,1619165,25
LOVINS,1619190,25
PLUMLEE,1619215,25
TURNIPSEED,1619240,25
KIMBERLIN,1619265,25
HASKETT,1619290,25
TOLLISON,1619315,25
LAWLEY,1619340,25
JUNIOR,1619365,25
FALLIN,1619390,25
GULLY,1619415,25
KEELY,1619440,25
MCNIEL,1619465,25
BRENTON,1619490,25
HENSLEE,1619515,25
BRAWN,1619540,25
WHITEAKER,1619565,25
MARCEL,1619590,25
CLAUNCH,1619615,25
VANNORMAN,1619640,25
CURTSINGER,1619665,25
PUERTO,1619690,25
RAYE,1619715,25
HASTING,1619740,25
EPPLER,1619765,25
PANTER,1619790,25
ELL,1619815,25
SANKAR,1619840,25
HOEL,1619865,25
WINSETT,1619890,25
GEMMILL,1619915,25
TIEDEMAN,1619940,25
BRIERE,1619965,25
LAMARR,1619990,25
MAGNAN,1620015,25
RAHAMAN,1620040,25
NOWLAND,1620065,25
GASTINEAU,1620090,25
HALFACRE,1620115,25
TENBRINK,1620140,25
GRIFFITTS,1620165,25
CAPSHAW,1620190,25
MASE,1620215,25
AZEEZ,1620240,25
RAMCHARAN,1620265,25
TALAMANTE,1620290,25
BOODRAM,1620315,25
WIK,1620340,25
LAGUE,1620365,25
FLUD,1620390,25
NAPPO,1620415,25
TIZNADO,1620440,25
SUNNY,1620465,25
CAMPOY,1620490,25
ARTERBERRY,1620515,25
LUKIN,1620540,25
CARDY,1620565,25
MANGAR,1620590,25
CAMPUS,1620615,25
DALLIS,1620640,25
GODFROY,1620665,25
LAFORME,1620690,25
RACKLEFF,1620715,25
FAYERWEATHER,1620740,25
HEMLOCK,1620765,25
JELLY,1620790,25
KRISTOVICH,1620815,25
KOSO,1620840,25
LAPLAUNT,1620865,25
DARNEAL,1620890,25
CHANG,1620914,24
CHIN,1620938,24
OJEDA,1620962,24
GIORDANO,1620986,24
ADLER,1621010,24
RUFFIN,1621034,24
LEARY,1621058,24
NEGRETE,1621082,24
ALCANTAR,1621106,24
MATIAS,1621130,24
BOTELLO,1621154,24
KIEFER,1621178,24
HARTMANN,1621202,24
MARTENS,1621226,24
JOSHI,1621250,24
STRAUB,1621274,24
KUNKEL,1621298,24
LAVOIE,1621322,24
JACOBY,1621346,24
CLOUGH,1621370,24
FARRINGTON,1621394,24
BUSS,1621418,24
LOZA,1621442,24
MOY,1621466,24
TERAN,1621490,24
HEINRICH,1621514,24
SHIFFLETT,1621538,24
CAVE,1621562,24
CAMARA,1621586,24
GRIFFIS,1621610,24
SAMANIEGO,1621634,24
MAHAFFEY,1621658,24
QUEVEDO,1621682,24
BOGAN,1621706,24
DONATO,1621730,24
KEIM,1621754,24
TOLIVER,1621778,24
PETTIS,1621802,24
MCKENNEY,1621826,24
MACKLIN,1621850,24
HOGG,1621874,24
BACKUS,1621898,24
CORWIN,1621922,24
HEIMS,1621946,24
WEIGEL,1621970,24
FARAH,1621994,24
CORRELL,1622018,24
COPLEY,1622042,24
TOOLE,1622066,24
CARSWELL,1622090,24
LETT,1622114,24
FIKE,1622138,24
REZA,1622162,24
ALEJO,1622186,24
KIRKMAN,1622210,24
GEISLER,1622234,24
NOWICKI,1622258,24
SCOFIELD,1622282,24
BEDARD,1622306,24
EBERLE,1622330,24
SHRIVER,1622354,24
HARTWIG,1622378,24
TOLLEY,1622402,24
SAVOIE,1622426,24
CHRISTMAS,1622450,24
RIVARD,1622474,24
NORDSTROM,1622498,24
BRACEY,1622522,24
DELANO,1622546,24
CARRUTHERS,1622570,24
KILE,1622594,24
HAFNER,1622618,24
MCCAFFERTY,1622642,24
LATTIMORE,1622666,24
KENNER,1622690,24
USSERY,1622714,24
MCSHANE,1622738,24
KIGHT,1622762,24
TOMS,1622786,24
LAVALLEE,1622810,24
THROWER,1622834,24
BURFORD,1622858,24
SOHN,1622882,24
ABSHIRE,1622906,24
ECKER,1622930,24
HAUGHT,1622954,24
BURRESS,1622978,24
RIGNEY,1623002,24
LUKER,1623026,24
QUIMBY,1623050,24
PANKEY,1623074,24
HUNLEY,1623098,24
BURMEISTER,1623122,24
BOLDT,1623146,24
HAYGOOD,1623170,24
EIDSON,1623194,24
BALLENTINE,1623218,24
SHOPE,1623242,24
COTTINGHAM,1623266,24
PENDLEY,1623290,24
CONSTANT,1623314,24
HARVILLE,1623338,24
DEANS,1623362,24
GAMACHE,1623386,24
DEOLIVEIRA,1623410,24
CHATHAM,1623434,24
MECHAM,1623458,24
METTS,1623482,24
LEASE,1623506,24
HUBBS,1623530,24
SHEARS,1623554,24
MITCHUM,1623578,24
MCGAHA,1623602,24
PRINE,1623626,24
ROMANS,1623650,24
FLOWER,1623674,24
PHARR,1623698,24
SEDILLO,1623722,24
BOWERMAN,1623746,24
CLAUS,1623770,24
BLACKSTONE,1623794,24
LINDAHL,1623818,24
BOGUE,1623842,24
THIESSEN,1623866,24
FALCONER,1623890,24
PEET,1623914,24
HAMID,1623938,24
HARBER,1623962,24
BICKNELL,1623986,24
PITZER,1624010,24
FAUGHT,1624034,24
THRIFT,1624058,24
STICKLER,1624082,24
MCCARROLL,1624106,24
EISELE,1624130,24
CASTER,1624154,24
CALE,1624178,24
STOTLER,1624202,24
BASTIEN,1624226,24
MYHRE,1624250,24
MADSON,1624274,24
DANGERFIELD,1624298,24
STRYKER,1624322,24
GARRICK,1624346,24
SECHRIST,1624370,24
FARWELL,1624394,24
ADKISSON,1624418,24
CAFFEY,1624442,24
HOUCHIN,1624466,24
HORNBACK,1624490,24
CARTIER,1624514,24
SHERRELL,1624538,24
BOMAN,1624562,24
BEHLING,1624586,24
VANDERGRIFF,1624610,24
KILLOUGH,1624634,24
SING,1624658,24
SANTISTEVAN,1624682,24
BEVIS,1624706,24
PULLIN,1624730,24
BREAZEALE,1624754,24
HADDOX,1624778,24
LAMPMAN,1624802,24
PURKEY,1624826,24
COCKRUM,1624850,24
WINDERS,1624874,24
PORCHE,1624898,24
PINION,1624922,24
TANDY,1624946,24
GARDENER,1624970,24
BLACKMER,1624994,24
JOINES,1625018,24
LETCHER,1625042,24
DYAL,1625066,24
JARNAGIN,1625090,24
TOWNSON,1625114,24
TAFF,1625138,24
SHY,1625162,24
BLEA,1625186,24
LOVIN,1625210,24
MINJAREZ,1625234,24
GOLDSBY,1625258,24
NEVITT,1625282,24
LOCKLEY,1625306,24
ESTEY,1625330,24
BABINEAU,1625354,24
RINGGOLD,1625378,24
TIPPIT,1625402,24
BRAFFORD,1625426,24
HOMES,1625450,24
DONATHAN,1625474,24
POPEJOY,1625498,24
HIBDON,1625522,24
TRICKEY,1625546,24
DILDINE,1625570,24
LAMONS,1625594,24
HUGHART,1625618,24
HOLLAN,1625642,24
BORDEAU,1625666,24
HENERY,1625690,24
HERT,1625714,24
BURRUEL,1625738,24
WASON,1625762,24
CORBELL,1625786,24
HIGNITE,1625810,24
RAMROOP,1625834,24
KISSOON,1625858,24
CERINO,1625882,24
ELDERKIN,1625906,24
WYERS,1625930,24
OBIE,1625954,24
PRUNER,1625978,24
MOWDY,1626002,24
BELLEAU,1626026,24
RAMNAUTH,1626050,24
LORAN,1626074,24
OBERLY,1626098,24
RENAULT,1626122,24
MAILMAN,1626146,24
CANARD,1626170,24
MARRUFFO,1626194,24
CARIKER,1626218,24
LOPE,1626242,24
BRACKER,1626266,24
HESCOCK,1626290,24
KILLIPS,1626314,24
AIRINGTON,1626338,24
NOOK,1626362,24
LAVAKE,1626386,24
EXENDINE,1626410,24
SENATOR,1626434,24
LOSSIE,1626458,24
LAU,1626481,23
AREVALO,1626504,23
RUBIN,1626527,23
ARREOLA,1626550,23
PATINO,1626573,23
BATISTA,1626596,23
VALDIVIA,1626619,23
GRIFFITHS,1626642,23
HUMMEL,1626665,23
DONOHUE,1626688,23
GRIER,1626711,23
FABIAN,1626734,23
HERR,1626757,23
LEAHY,1626780,23
CARRION,1626803,23
GLASER,1626826,23
HOLLINS,1626849,23
MCDUFFIE,1626872,23
MORIARTY,1626895,23
THIEL,1626918,23
KOHN,1626941,23
CAMARGO,1626964,23
KOEHN,1626987,23
HUSSEY,1627010,23
NICOLAS,1627033,23
WILKS,1627056,23
GREINER,1627079,23
PARADA,1627102,23
SCHULZE,1627125,23
BAEZA,1627148,23
VALENTI,1627171,23
MOEN,1627194,23
ROBSON,1627217,23
SEGAL,1627240,23
EGGERS,1627263,23
GAYLE,1627286,23
BROGAN,1627309,23
FLANIGAN,1627332,23
YAGER,1627355,23
CARNAHAN,1627378,23
SPEED,1627401,23
BUTT,1627424,23
SHRADER,1627447,23
PORTERFIELD,1627470,23
GREENWALD,1627493,23
BROADWAY,1627516,23
NOVOTNY,1627539,23
MALLARD,1627562,23
POHL,1627585,23
CANTER,1627608,23
RIGBY,1627631,23
HASSELL,1627654,23
DUFFEY,1627677,23
DOSSANTOS,1627700,23
RADTKE,1627723,23
STROBEL,1627746,23
BERNDT,1627769,23
MAYERS,1627792,23
BARD,1627815,23
BOARDMAN,1627838,23
TULL,1627861,23
BRILEY,1627884,23
WESTCOTT,1627907,23
GASKILL,1627930,23
BIGHAM,1627953,23
TRUMAN,1627976,23
HAMLETT,1627999,23
BECKLEY,1628022,23
WOMBLE,1628045,23
BROOM,1628068,23
HULBERT,1628091,23
PETTUS,1628114,23
OSWALT,1628137,23
HARDAWAY,1628160,23
HARTUNG,1628183,23
NALLEY,1628206,23
WALES,1628229,23
NEVINS,1628252,23
KITTS,1628275,23
FORESTER,1628298,23
NEVES,1628321,23
BROOKER,1628344,23
HYDER,1628367,23
BRADDOCK,1628390,23
READY,1628413,23
CATLIN,1628436,23
BLY,1628459,23
RENFROE,1628482,23
NICELY,1628505,23
MELCHER,1628528,23
MCATEE,1628551,23
THAXTON,1628574,23
FOWLKES,1628597,23
RICK,1628620,23
LACOMBE,1628643,23
ZANDER,1628666,23
SMOCK,1628689,23
