name,,aian weight
MCCOURT,1693989,13
PASILLAS,1694002,13
GILLIARD,1694015,13
BIBBS,1694028,13
SIKORSKI,1694041,13
KIRKHAM,1694054,13
ASHBURN,1694067,13
FANT,1694080,13
LLANOS,1694093,13
STROMAN,1694106,13
WILCHER,1694119,13
FITZWATER,1694132,13
PLACENCIA,1694145,13
PRESS,1694158,13
SCUDDER,1694171,13
STEIGER,1694184,13
JARDINE,1694197,13
AMBROSIO,1694210,13
SUMRALL,1694223,13
BRESSLER,1694236,13
BOARD,1694249,13
KURZ,1694262,13
CODDINGTON,1694275,13
PAHL,1694288,13
SCHOCK,1694301,13
HARTY,1694314,13
TREVIZO,1694327,13
PUMPHREY,1694340,13
HANNER,1694353,13
FLORIAN,1694366,13
LEFLER,1694379,13
MENDONCA,1694392,13
BRADDY,1694405,13
HARSHMAN,1694418,13
LOUGH,1694431,13
LINDELL,1694444,13
KINSMAN,1694457,13
DAHLBERG,1694470,13
EBNER,1694483,13
DARE,1694496,13
FOXWORTH,1694509,13
EDINGER,1694522,13
WEAKLEY,1694535,13
ROWLETT,1694548,13
SUBRAMANIAN,1694561,13
CHRISTNER,1694574,13
KINNE,1694587,13
LUNDIN,1694600,13
HARSHBARGER,1694613,13
DARRAH,1694626,13
BEACHAM,1694639,13
MISNER,1694652,13
YARNELL,1694665,13
HELLMAN,1694678,13
AGRAWAL,1694691,13
ELBERT,1694704,13
NEVELS,1694717,13
STRODE,1694730,13
PAREKH,1694743,13
MORELLO,1694756,13
DURRANT,1694769,13
PALMORE,1694782,13
MONTEJANO,1694795,13
LAVINE,1694808,13
LITTLES,1694821,13
MALHOTRA,1694834,13
HUMMER,1694847,13
REVELL,1694860,13
GAUDETTE,1694873,13
CASTILLEJA,1694886,13
WAIT,1694899,13
CRUMPLER,1694912,13
GREENAWALT,1694925,13
EDINGTON,1694938,13
HEYWOOD,1694951,13
CLUTTER,1694964,13
PEIRCE,1694977,13
BAISDEN,1694990,13
JIMINEZ,1695003,13
FISCUS,1695016,13
VOIGHT,1695029,13
HAWKINSON,1695042,13
LUCY,1695055,13
MORONES,1695068,13
MCMORRIS,1695081,13
DUPLESSIS,1695094,13
KUJAWA,1695107,13
HANSHAW,1695120,13
SPROUL,1695133,13
LEEDY,1695146,13
ODEA,1695159,13
ARMES,1695172,13
KINCHEN,1695185,13
KRELL,1695198,13
PARMAR,1695211,13
CHUPP,1695224,13
DITTMAN,1695237,13
KIMBRO,1695250,13
HOBBY,1695263,13
AHLERS,1695276,13
MARKLAND,1695289,13
HAGY,1695302,13
CAMBRON,1695315,13
MERRIAM,1695328,13
KIRTLEY,1695341,13
STANKIEWICZ,1695354,13
GAUTREAUX,1695367,13
MOLES,1695380,13
PLUM,1695393,13
GAREY,1695406,13
MANGUS,1695419,13
SAN,1695432,13
HILSON,1695445,13
TOPPER,1695458,13
MULLINGS,1695471,13
KITTERMAN,1695484,13
KETNER,1695497,13
KNIPP,1695510,13
RUARK,1695523,13
OVERBEY,1695536,13
MCCONKEY,1695549,13
SIEGRIST,1695562,13
GRANDY,1695575,13
CORK,1695588,13
HILLYER,1695601,13
OBANNON,1695614,13
FARNER,1695627,13
BROUSSEAU,1695640,13
SHAWVER,1695653,13
STENBERG,1695666,13
SWINEHART,1695679,13
STUDEBAKER,1695692,13
CUTHBERT,1695705,13
BALLANCE,1695718,13
BUCHMAN,1695731,13
CADLE,1695744,13
OLSSON,1695757,13
KEOGH,1695770,13
GERMANN,1695783,13
PHILLIPPI,1695796,13
DOIRON,1695809,13
BIRT,1695822,13
KELTNER,1695835,13
WAINSCOTT,1695848,13
ENSIGN,1695861,13
ELLERBE,1695874,13
ALLDREDGE,1695887,13
CORNWALL,1695900,13
PIXLEY,1695913,13
BARRAS,1695926,13
YAWN,1695939,13
VANETTEN,1695952,13
PANKRATZ,1695965,13
GUM,1695978,13
FRIEDEL,1695991,13
ECKEL,1696004,13
DAWLEY,1696017,13
BRAYTON,1696030,13
ABRIL,1696043,13
CURLEE,1696056,13
RINE,1696069,13
MOOR,1696082,13
DADE,1696095,13
ATKIN,1696108,13
REYNOSA,1696121,13
VANDERHOOF,1696134,13
WASHAM,1696147,13
HOCKADAY,1696160,13
CHAPEL,1696173,13
STELL,1696186,13
CARTE,1696199,13
PATENAUDE,1696212,13
MAGNUS,1696225,13
KORB,1696238,13
BARRIENTES,1696251,13
ELLENBURG,1696264,13
MICKEL,1696277,13
TIWARI,1696290,13
FLEENER,1696303,13
DELIMA,1696316,13
DIMOND,1696329,13
FITZGIBBON,1696342,13
STOKLEY,1696355,13
HANLIN,1696368,13
GLEATON,1696381,13
HILLIKER,1696394,13
DEWOLF,1696407,13
ABELLA,1696420,13
TURBEVILLE,1696433,13
PILLSBURY,1696446,13
PLUNK,1696459,13
LOAR,1696472,13
FOCHT,1696485,13
PARMLEY,1696498,13
ACHESON,1696511,13
PITCOCK,1696524,13
SIMAS,1696537,13
HENTHORN,1696550,13
ANSPACH,1696563,13
MCGARITY,1696576,13
RISING,1696589,13
COWGER,1696602,13
OLLIS,1696615,13
YOUNKER,1696628,13
DICUS,1696641,13
SWILLEY,1696654,13
COLDIRON,1696667,13
STARKWEATHER,1696680,13
SUTLIFF,1696693,13
KABIR,1696706,13
CHARLAND,1696719,13
NICOLA,1696732,13
BOUCK,1696745,13
LAUTERBACH,1696758,13
WIX,1696771,13
NOKES,1696784,13
OHMAN,1696797,13
NALE,1696810,13
GRANDSTAFF,1696823,13
PENSON,1696836,13
GRIDLEY,1696849,13
HEMMING,1696862,13
JARRARD,1696875,13
DARLEY,1696888,13
HULLINGER,1696901,13
MOREE,1696914,13
ISTRE,1696927,13
NANEZ,1696940,13
DRAY,1696953,13
MAHR,1696966,13
HARREL,1696979,13
SEVERNS,1696992,13
SPEAKER,1697005,13
STANHOPE,1697018,13
HOLYFIELD,1697031,13
EYER,1697044,13
SASSE,1697057,13
MACKLEY,1697070,13
DOLPH,1697083,13
SIFFORD,1697096,13
BAYLEY,1697109,13
BACHAND,1697122,13
CARROW,1697135,13
GRUNEWALD,1697148,13
ALVARDO,1697161,13
HOXIE,1697174,13
BARRATT,1697187,13
CARICO,1697200,13
CORNS,1697213,13
BRIDGER,1697226,13
CERMAK,1697239,13
SWINDLER,1697252,13
STALDER,1697265,13
CHARLESWORTH,1697278,13
BARTLE,1697291,13
FAGUNDES,1697304,13
RAMM,1697317,13
MOLLETT,1697330,13
BAUMEISTER,1697343,13
CROSSWHITE,1697356,13
SANTILLANES,1697369,13
SCHMELING,1697382,13
NOAKES,1697395,13
OLAUGHLIN,1697408,13
SALTZ,1697421,13
WASHER,1697434,13
BELDING,1697447,13
PELLEY,1697460,13
NEWCOMBE,1697473,13
MCCOLLOM,1697486,13
PILAND,1697499,13
DERAMUS,1697512,13
IGO,1697525,13
STYERS,1697538,13
COBERLY,1697551,13
HECKATHORN,1697564,13
MUNTZ,1697577,13
FRAIZER,1697590,13
SIRMANS,1697603,13
WEGER,1697616,13
MOLINO,1697629,13
BOTSFORD,1697642,13
GAMBER,1697655,13
ATHA,1697668,13
BABU,1697681,13
WILLEFORD,1697694,13
STALVEY,1697707,13
CLASEN,1697720,13
GRADDY,1697733,13
STRAUSER,1697746,13
MCCAMPBELL,1697759,13
ISAAK,1697772,13
BACHMEIER,1697785,13
LALLI,1697798,13
CURFMAN,1697811,13
HICKLIN,1697824,13
DEWOLFE,1697837,13
BANDERAS,1697850,13
OTTER,1697863,13
MARING,1697876,13
USELTON,1697889,13
HINCHEY,1697902,13
SUNDE,1697915,13
MASKELL,1697928,13
JOYE,1697941,13
PEWITT,1697954,13
HUSON,1697967,13
CAST,1697980,13
NORRED,1697993,13
BICKLE,1698006,13
SANDEN,1698019,13
BLANSETT,1698032,13
POLSTER,1698045,13
HUYCK,1698058,13
KLEEMAN,1698071,13
IPOCK,1698084,13
KNAUFF,1698097,13
HAFEN,1698110,13
SELVAGE,1698123,13
SABINE,1698136,13
DESCHAINE,1698149,13
TEST,1698162,13
STMARIE,1698175,13
HUCKABAY,1698188,13
STEFFENSEN,1698201,13
GALA,1698214,13
ADMIRE,1698227,13
APLIN,1698240,13
VINZANT,1698253,13
DAGGS,1698266,13
FACKRELL,1698279,13
OJA,1698292,13
MODE,1698305,13
CAMILLE,1698318,13
HORINE,1698331,13
DRINNON,1698344,13
DUSENBERRY,1698357,13
STEPHANY,1698370,13
GLANDER,1698383,13
YERBY,1698396,13
PORTEOUS,1698409,13
RICHARSON,1698422,13
MARIETTA,1698435,13
BRIDGEFORD,1698448,13
CLEARWATER,1698461,13
GROLEAU,1698474,13
WINCKLER,1698487,13
EDMUND,1698500,13
KROUPA,1698513,13
CAPES,1698526,13
GOODREAU,1698539,13
JILLSON,1698552,13
FROMME,1698565,13
CRANOR,1698578,13
FETTERHOFF,1698591,13
BALAJI,1698604,13
DOTTER,1698617,13
AVANTS,1698630,13
TRANTER,1698643,13
MOTHERSHED,1698656,13
MANDAL,1698669,13
ALVISO,1698682,13
LESMEISTER,1698695,13
OPHEIM,1698708,13
HAMSTRA,1698721,13
COSTILLO,1698734,13
NIDAY,1698747,13
POLE,1698760,13
WISELEY,1698773,13
DENLEY,1698786,13
KRIGBAUM,1698799,13
ENSEY,1698812,13
GUENTHNER,1698825,13
STALLER,1698838,13
FURNEY,1698851,13
GAIL,1698864,13
BLAN,1698877,13
BEHELER,1698890,13
MCCOLLAM,1698903,13
PEEVY,1698916,13
SWAB,1698929,13
ROWBOTHAM,1698942,13
RAMDASS,1698955,13
FREET,1698968,13
GRANQUIST,1698981,13
HARGUS,1698994,13
SELSOR,1699007,13
DESHAW,1699020,13
COLCORD,1699033,13
ZAHIR,1699046,13
GHORMLEY,1699059,13
RAMBIN,1699072,13
NEGRETTE,1699085,13
RAMDEEN,1699098,13
THUMMA,1699111,13
BARTHA,1699124,13
TRAMELL,1699137,13
SOOKRAM,1699150,13
BONTA,1699163,13
SVITAK,1699176,13
LAMOUREAUX,1699189,13
OLOFSON,1699202,13
BIBY,1699215,13
KELSOE,1699228,13
PRIGMORE,1699241,13
STERBENZ,1699254,13
KLEMENS,1699267,13
BURFIELD,1699280,13
LOPEMAN,1699293,13
SHARBONO,1699306,13
NEAULT,1699319,13
MARKES,1699332,13
SIMMERING,1699345,13
JAIRAM,1699358,13
CHANLEY,1699371,13
BACCA,1699384,13
DEMMON,1699397,13
JARRY,1699410,13
SOSSAMON,1699423,13
LAVIS,1699436,13
RAMLALL,1699449,13
HOLIAN,1699462,13
MANGROO,1699475,13
KIOUS,1699488,13
AADLAND,1699501,13
KANNADY,1699514,13
PERTEET,1699527,13
VEITENHEIMER,1699540,13
LOFFER,1699553,13
KRALICEK,1699566,13
PANDAY,1699579,13
SEECHARAN,1699592,13
VILAS,1699605,13
HINDSLEY,1699618,13
PITTSER,1699631,13
MORVAN,1699644,13
SUGRIM,1699657,13
SAMM,1699670,13
BONNO,1699683,13
PERAULT,1699696,13
LYSON,1699709,13
GUSTINE,1699722,13
SCHUETTER,1699735,13
ROESSEL,1699748,13
MACASAET,1699761,13
KOCER,1699774,13
LAMIRAND,1699787,13
SHOURDS,1699800,13
WAELTZ,1699813,13
HERREL,1699826,13
NIBBS,1699839,13
SAC,1699852,13
BEDE,1699865,13
LAMASCUS,1699878,13
POPOUR,1699891,13
BRIENO,1699904,13
ALBON,1699917,13
WALLENFANG,1699930,13
WETER,1699943,13
BRACHA,1699956,13
NEASBITT,1699969,13
BAREA,1699982,13
GANGARAM,1699995,13
VENTRIS,1700008,13
ARGANDA,1700021,13
FLOCKEN,1700034,13
SARTY,1700047,13
MAGANTE,1700060,13
TROSETH,1700073,13
LUNAK,1700086,13
STADNICK,1700099,13
PETERPAUL,1700112,13
FELSON,1700125,13
RUSSIE,1700138,13
BRONCO,1700151,13
MOXIE,1700164,13
ESKEY,1700177,13
HINTSALA,1700190,13
BERNHISEL,1700203,13
LECORNU,1700216,13
CHERNIKOFF,1700229,13
YOESTING,1700242,13
STANART,1700255,13
LOCKEE,1700268,13
ROYBALL,1700281,13
CHUNG,1700293,12
NG,1700305,12
BERMAN,1700317,12
ESPINAL,1700329,12
GARAY,1700341,12
KONG,1700353,12
FINNEGAN,1700365,12
NOLASCO,1700377,12
TOLENTINO,1700389,12
GALARZA,1700401,12
CONTI,1700413,12
PAEZ,1700425,12
BAHENA,1700437,12
WEIS,1700449,12
CEDENO,1700461,12
DANGELO,1700473,12
JARA,1700485,12
SANTOYO,1700497,12
COPPOLA,1700509,12
MOLNAR,1700521,12
FOGARTY,1700533,12
MOREL,1700545,12
ABREGO,1700557,12
GRAZIANO,1700569,12
FRAUSTO,1700581,12
TOOMEY,1700593,12
LEI,1700605,12
IVORY,1700617,12
BINKLEY,1700629,12
CARRENO,1700641,12
BOCANEGRA,1700653,12
LUNDQUIST,1700665,12
KOLLER,1700677,12
SCHUMANN,1700689,12
FARKAS,1700701,12
MANDEL,1700713,12
DACOSTA,1700725,12
LAVIN,1700737,12
DOMBROWSKI,1700749,12
ABAD,1700761,12
QUIRK,1700773,12
KWIATKOWSKI,1700785,12
GALAVIZ,1700797,12
SPIEGEL,1700809,12
MONZON,1700821,12
PARADIS,1700833,12
MULKEY,1700845,12
SIM,1700857,12
DURON,1700869,12
DUDA,1700881,12
OCHS,1700893,12
SHUPE,1700905,12
DICKMAN,1700917,12
PALAFOX,1700929,12
PETRO,1700941,12
MOHAMMAD,1700953,12
KENNARD,1700965,12
BARTEL,1700977,12
STANCIL,1700989,12
SANMIGUEL,1701001,12
MAHMOOD,1701013,12
RITTENHOUSE,1701025,12
MAR,1701037,12
KREIDER,1701049,12
GOVEA,1701061,12
SCHRODER,1701073,12
WIELAND,1701085,12
HAMMEL,1701097,12
MARRON,1701109,12
PIZANO,1701121,12
BIERMAN,1701133,12
MUTH,1701145,12
ROOS,1701157,12
YOUNGS,1701169,12
DOWDELL,1701181,12
ABRAMSON,1701193,12
MARTY,1701205,12
BORG,1701217,12
HINRICHS,1701229,12
MOWRY,1701241,12
MERRIWEATHER,1701253,12
MILLEN,1701265,12
JULIANO,1701277,12
MOTEN,1701289,12
NEWSON,1701301,12
GAUL,1701313,12
SITES,1701325,12
BRAWNER,1701337,12
HARDEMAN,1701349,12
LEDUC,1701361,12
FINDLAY,1701373,12
CROSSMAN,1701385,12
BEHM,1701397,12
HEPLER,1701409,12
MESSIER,1701421,12
KOLAR,1701433,12
WEIDMAN,1701445,12
RATCLIFFE,1701457,12
HUMBERT,1701469,12
ALLEMAN,1701481,12
SANTANGELO,1701493,12
TILL,1701505,12
HIGLEY,1701517,12
FORSBERG,1701529,12
VANNESS,1701541,12
MACKINNON,1701553,12
FRITSCH,1701565,12
SCHUCK,1701577,12
NEU,1701589,12
MELE,1701601,12
ALLEYNE,1701613,12
NILSEN,1701625,12
STEINMAN,1701637,12
KASTNER,1701649,12
SINHA,1701661,12
COLLARD,1701673,12
MACOMBER,1701685,12
HARTSELL,1701697,12
HEID,1701709,12
KUGLER,1701721,12
DUREN,1701733,12
KNUTH,1701745,12
KALMAN,1701757,12
HEWLETT,1701769,12
BHATTI,1701781,12
HAKE,1701793,12
EDDINS,1701805,12
HOLZER,1701817,12
POLLAK,1701829,12
BURLINGAME,1701841,12
LEBRUN,1701853,12
ALDER,1701865,12
LIST,1701877,12
BLAKEY,1701889,12
CHABOT,1701901,12
FEIST,1701913,12
AVILEZ,1701925,12
STALNAKER,1701937,12
JUST,1701949,12
RAYMUNDO,1701961,12
WIEBE,1701973,12
ROBERGE,1701985,12
STILTNER,1701997,12
COTTRILL,1702009,12
MERRY,1702021,12
CHADWELL,1702033,12
ZAMAN,1702045,12
SHEFFER,1702057,12
BRITTINGHAM,1702069,12
LAFLAMME,1702081,12
SIEGFRIED,1702093,12
LESSER,1702105,12
WENTZEL,1702117,12
TARPLEY,1702129,12
JASINSKI,1702141,12
SLOANE,1702153,12
ANDRESEN,1702165,12
TROUP,1702177,12
CHANDRA,1702189,12
ORMSBY,1702201,12
BORJAS,1702213,12
BUETTNER,1702225,12
LENNOX,1702237,12
ADDIS,1702249,12
WIMER,1702261,12
PRIEBE,1702273,12
TOLLE,1702285,12
TASKER,1702297,12
FETZER,1702309,12
HALVORSEN,1702321,12
HAVARD,1702333,12
CLOYD,1702345,12
VANZANDT,1702357,12
AVERETT,1702369,12
LAINE,1702381,12
BORK,1702393,12
POULSON,1702405,12
SIMONSEN,1702417,12
MCMILLION,1702429,12
AKER,1702441,12
STENSON,1702453,12
DUPREY,1702465,12
WETHINGTON,1702477,12
STJEAN,1702489,12
SALEEM,1702501,12
ARECHIGA,1702513,12
LONGMIRE,1702525,12
HOLSINGER,1702537,12
PELHAM,1702549,12
DECOSTA,1702561,12
TELFORD,1702573,12
FRUGE,1702585,12
KRONE,1702597,12
METTLER,1702609,12
LORE,1702621,12
COURSON,1702633,12
MCCLEAN,1702645,12
PULVER,1702657,12
OGBURN,1702669,12
BAILES,1702681,12
HARNISH,1702693,12
SLUDER,1702705,12
BROADUS,1702717,12
GREESON,1702729,12
PETTIFORD,1702741,12
BURLEIGH,1702753,12
BLOM,1702765,12
COLLINGS,1702777,12
FROELICH,1702789,12
KRIER,1702801,12
TEETS,1702813,12
ASHBAUGH,1702825,12
YEARWOOD,1702837,12
RIFFE,1702849,12
VANKIRK,1702861,12
EDENFIELD,1702873,12
NELLIS,1702885,12
LENOX,1702897,12
PLEDGER,1702909,12
BUONO,1702921,12
TWITTY,1702933,12
BARDWELL,1702945,12
TULLOS,1702957,12
PORCH,1702969,12
BUCHAN,1702981,12
OWSLEY,1702993,12
LEMAIRE,1703005,12
DIVINE,1703017,12
MULDROW,1703029,12
FARTHING,1703041,12
BRAATEN,1703053,12
LEBER,1703065,12
HEMPEL,1703077,12
COTO,1703089,12
BERTHIAUME,1703101,12
HIERS,1703113,12
SAARI,1703125,12
BUSKIRK,1703137,12
HEIDER,1703149,12
BRANCO,1703161,12
MARQUART,1703173,12
CREMEANS,1703185,12
MORT,1703197,12
MATTIS,1703209,12
EASTERDAY,1703221,12
DRANE,1703233,12
WITTEN,1703245,12
GUIN,1703257,12
GALLAWAY,1703269,12
RORIE,1703281,12
VANEK,1703293,12
MAAG,1703305,12
DISMUKE,1703317,12
MCCARY,1703329,12
ALVIDREZ,1703341,12
CUTSHALL,1703353,12
FAIRFIELD,1703365,12
BOLTE,1703377,12
COWGILL,1703389,12
RINGO,1703401,12
HECKLER,1703413,12
WINKEL,1703425,12
SKILLMAN,1703437,12
PINK,1703449,12
HOLTER,1703461,12
MACAULAY,1703473,12
SPARLING,1703485,12
ARLEDGE,1703497,12
DULEY,1703509,12
LIGHTSEY,1703521,12
PUTT,1703533,12
REASON,1703545,12
LOBDELL,1703557,12
DICKEN,1703569,12
CARDIEL,1703581,12
MCQUAID,1703593,12
DINWIDDIE,1703605,12
MORELOCK,1703617,12
KEITHLEY,1703629,12
ORME,1703641,12
EASTERLY,1703653,12
MIAH,1703665,12
CONNALLY,1703677,12
CREASON,1703689,12
SMITS,1703701,12
CHUNN,1703713,12
COSNER,1703725,12
ZERBE,1703737,12
MEASE,1703749,12
PATLAN,1703761,12
BOGNER,1703773,12
WATLEY,1703785,12
STORIE,1703797,12
EATMON,1703809,12
THURLOW,1703821,12
BRINDLE,1703833,12
BASCOM,1703845,12
BLOMBERG,1703857,12
GARTMAN,1703869,12
CLENDENIN,1703881,12
AMEY,1703893,12
SUMMEY,1703905,12
TOLAR,1703917,12
GUERNSEY,1703929,12
VANDAM,1703941,12
TOLL,1703953,12
HADFIELD,1703965,12
WHITSETT,1703977,12
FAUCETT,1703989,12
RENARD,1704001,12
EPPERLY,1704013,12
SVENDSEN,1704025,12
EAKER,1704037,12
SEIBER,1704049,12
MITCHAM,1704061,12
BROWNLOW,1704073,12
WILLITS,1704085,12
JURY,1704097,12
GUEL,1704109,12
NOCK,1704121,12
CHAPPELLE,1704133,12
BROOKMAN,1704145,12
COCA,1704157,12
WILSEY,1704169,12
KEES,1704181,12
BOLAN,1704193,12
WEYANT,1704205,12
HANGER,1704217,12
STREETS,1704229,12
VEATCH,1704241,12
LOHSE,1704253,12
HASSINGER,1704265,12
WETHERELL,1704277,12
ARTMAN,1704289,12
KIMBERLY,1704301,12
HOWSE,1704313,12
HUSE,1704325,12
DESHONG,1704337,12
HARKLESS,1704349,12
FETTY,1704361,12
RYANS,1704373,12
GEREN,1704385,12
JOZWIAK,1704397,12
ZIGLER,1704409,12
MCELYEA,1704421,12
DUNNAM,1704433,12
MERSHON,1704445,12
CRYSTAL,1704457,12
TANSEY,1704469,12
NETHERTON,1704481,12
BARBEAU,1704493,12
MATCHETT,1704505,12
FURROW,1704517,12
DERRINGER,1704529,12
SWOFFORD,1704541,12
KAIL,1704553,12
BARSTOW,1704565,12
MUNK,1704577,12
MOORING,1704589,12
GOUDEAU,1704601,12
CASNER,1704613,12
REMER,1704625,12
BARDIN,1704637,12
CEASER,1704649,12
TOUCHSTONE,1704661,12
FREW,1704673,12
KIEHL,1704685,12
SCHURMAN,1704697,12
DALKE,1704709,12
RUMLEY,1704721,12
GUYNN,1704733,12
AMMANN,1704745,12
LOEW,1704757,12
KEESLER,1704769,12
PROPHET,1704781,12
SCHRUM,1704793,12
MCGONIGAL,1704805,12
RAMESH,1704817,12
KINNAMAN,1704829,12
CLORE,1704841,12
WHITEHILL,1704853,12
BEBOUT,1704865,12
DAWE,1704877,12
FECTEAU,1704889,12
KINYON,1704901,12
KURLAND,1704913,12
STRATFORD,1704925,12
VOTAW,1704937,12
VANRIPER,1704949,12
CRARY,1704961,12
WEISNER,1704973,12
DAHLE,1704985,12
MURLEY,1704997,12
MATHENEY,1705009,12
PIGGOTT,1705021,12
LABRADA,1705033,12
VAIDYA,1705045,12
GUTSHALL,1705057,12
LEARNED,1705069,12
ISABELL,1705081,12
SARDINA,1705093,12
RISHEL,1705105,12
RAYNES,1705117,12
HAMBLETON,1705129,12
SHEWMAKER,1705141,12
TRUMBO,1705153,12
HUNTE,1705165,12
VICTORIANO,1705177,12
RHEAUME,1705189,12
HOTTINGER,1705201,12
SERVANTES,1705213,12
RIFFEL,1705225,12
MCKINSEY,1705237,12
EARWOOD,1705249,12
RIBBLE,1705261,12
HIGHLEY,1705273,12
MONTAGNA,1705285,12
LAFORCE,1705297,12
SKOOG,1705309,12
MAYTON,1705321,12
HAYSLETT,1705333,12
CREASEY,1705345,12
CORNMAN,1705357,12
GOH,1705369,12
KOHR,1705381,12
SEGO,1705393,12
GRZYBOWSKI,1705405,12
BASSHAM,1705417,12
EICHMAN,1705429,12
CHAMBERLAND,1705441,12
CHASON,1705453,12
BARRET,1705465,12
ANTUNA,1705477,12
BRANDOW,1705489,12
DUMMER,1705501,12
ROBARDS,1705513,12
VADNAIS,1705525,12
GIVAN,1705537,12
WORSTER,1705549,12
DEGNER,1705561,12
LYND,1705573,12
ROLLIN,1705585,12
KLAWITTER,1705597,12
RODRIQUES,1705609,12
DALES,1705621,12
GLENDENNING,1705633,12
SARRATT,1705645,12
MARINER,1705657,12
MCANULTY,1705669,12
SCHOPP,1705681,12
DORROUGH,1705693,12
SPEIRS,1705705,12
BYFIELD,1705717,12
PADRO,1705729,12
HEFFLEY,1705741,12
RASK,1705753,12
HAFFORD,1705765,12
GAGNIER,1705777,12
SHEPPERD,1705789,12
WALCK,1705801,12
MONDY,1705813,12
GLAD,1705825,12
CURNUTT,1705837,12
HABECK,1705849,12
HAYNE,1705861,12
ZUCK,1705873,12
YELLE,1705885,12
HALLOWAY,1705897,12
GOHL,1705909,12
MCPHAUL,1705921,12
VOWELS,1705933,12
SWEETLAND,1705945,12
VANNEST,1705957,12
ESSMAN,1705969,12
MORIS,1705981,12
MOBBS,1705993,12
INLOW,1706005,12
KRIST,1706017,12
MASIH,1706029,12
LINCH,1706041,12
STRATE,1706053,12
LIPPARD,1706065,12
CAISON,1706077,12
MEUSE,1706089,12
MOUDY,1706101,12
BEECROFT,1706113,12
AUTH,1706125,12
ELENES,1706137,12
CONQUEST,1706149,12
ZUFELT,1706161,12
LADNIER,1706173,12
HEATHMAN,1706185,12
SILBERNAGEL,1706197,12
PALLAS,1706209,12
SCHOENROCK,1706221,12
BUSCHMANN,1706233,12
SIMES,1706245,12
SWALLOWS,1706257,12
BACHE,1706269,12
LOUGHRIDGE,1706281,12
BUNYARD,1706293,12
STAPLER,1706305,12
DAHMEN,1706317,12
THRESHER,1706329,12
STEARMAN,1706341,12
PALIN,1706353,12
TESSLER,1706365,12
GRIMLEY,1706377,12
NETZER,1706389,12
SIMSON,1706401,12
ARDREY,1706413,12
CRAUN,1706425,12
BAADE,1706437,12
HUCKLEBERRY,1706449,12
WILDEY,1706461,12
SOTELLO,1706473,12
LEEP,1706485,12
SCHROEPFER,1706497,12
HEIFNER,1706509,12
MANDIGO,1706521,12
STERMER,1706533,12
CARRIGER,1706545,12
TOROSIAN,1706557,12
KINNUNEN,1706569,12
HAGLE,1706581,12
GORNY,1706593,12
DINI,1706605,12
DAIGNAULT,1706617,12
HERRIMAN,1706629,12
BONILLAS,1706641,12
NADING,1706653,12
REISWIG,1706665,12
KRETZSCHMAR,1706677,12
HOLLINGSHED,1706689,12
BAGNELL,1706701,12
MCELDERRY,1706713,12
MCDARIS,1706725,12
SOLEY,1706737,12
POLHAMUS,1706749,12
TOMEO,1706761,12
CUDMORE,1706773,12
GISCLAIR,1706785,12
DRUMMONDS,1706797,12
TALLMADGE,1706809,12
CRYDERMAN,1706821,12
KARLSEN,1706833,12
SUKHU,1706845,12
BADLEY,1706857,12
ESCOVEDO,1706869,12
STARLIN,1706881,12
SPOMER,1706893,12
HASCALL,1706905,12
BALKARAN,1706917,12
TWIDDY,1706929,12
DOWLESS,1706941,12
KALIA,1706953,12
TETERS,1706965,12
HUDLOW,1706977,12
MADOLE,1706989,12
HABBEN,1707001,12
LISKEY,1707013,12
OFFIELD,1707025,12
DIRK,1707037,12
STADEL,1707049,12
ORTLOFF,1707061,12
LANGWELL,1707073,12
WAIGHT,1707085,12
FERDIG,1707097,12
ROHER,1707109,12
CHIMAL,1707121,12
OZAWA,1707133,12
LEUGERS,1707145,12
KEYLON,1707157,12
BOOMERSHINE,1707169,12
AKKERMAN,1707181,12
TRUSLER,1707193,12
LEMBCKE,1707205,12
KARTHIKEYAN,1707217,12
HOLLOPETER,1707229,12
PRICHETT,1707241,12
HOWDESHELL,1707253,12
LEINBERGER,1707265,12
IDELL,1707277,12
LARMAN,1707289,12
OHMS,1707301,12
TROLINGER,1707313,12
GOETTE,1707325,12
MOROYOQUI,1707337,12
RICKNER,1707349,12
CAMPOBASSO,1707361,12
CHEFF,1707373,12
SEEFRIED,1707385,12
SYFERT,1707397,12
LAFAVER,1707409,12
BARNIER,1707421,12
DUNEGAN,1707433,12
ETUE,1707445,12
HEGSTROM,1707457,12
DOOR,1707469,12
JAGDEO,1707481,12
SCHLEHUBER,1707493,12
GURTLER,1707505,12
SHANDY,1707517,12
MAEL,1707529,12
FEELER,1707541,12
RAGHUNATH,1707553,12
ASPEN,1707565,12
VOGLE,1707577,12
DOMRES,1707589,12
GORMLY,1707601,12
TIPPMANN,1707613,12
TEVEBAUGH,1707625,12
DEMAIN,1707637,12
RUISE,1707649,12
EDENBURN,1707661,12
BOWLAN,1707673,12
RANTANEN,1707685,12
OUTAR,1707697,12
LOCHAN,1707709,12
RAMDEO,1707721,12
GOCHANOUR,1707733,12
CICHOSZ,1707745,12
JOSIE,1707757,12
FIESTER,1707769,12
JAGGARS,1707781,12
TRIMNAL,1707793,12
COMB,1707805,12
BOMIA,1707817,12
STELTZ,1707829,12
MCCAGE,1707841,12
OGDON,1707853,12
DEARMORE,1707865,12
BESHEAR,1707877,12
DIBLER,1707889,12
HUFFT,1707901,12
