name,,api weight
MERZ,11665320,28
HIGHSMITH,11665348,28
GREELEY,11665376,28
DANFORTH,11665404,28
SOTOMAYOR,11665432,28
WORTHEN,11665460,28
COUNTRYMAN,11665488,28
NORFLEET,11665516,28
HAWS,11665544,28
DEROSE,11665572,28
PAWLAK,11665600,28
MARKEL,11665628,28
NYSTROM,11665656,28
LESHER,11665684,28
BIGLER,11665712,28
DUREN,11665740,28
RADEMACHER,11665768,28
BRESSLER,11665796,28
KALINOWSKI,11665824,28
STENGEL,11665852,28
LOUDEN,11665880,28
MCGANN,11665908,28
SHUTT,11665936,28
GARRETSON,11665964,28
HATTER,11665992,28
ROURKE,11666020,28
WERTH,11666048,28
PLOWMAN,11666076,28
CIRILLO,11666104,28
HOLLON,11666132,28
PERLMAN,11666160,28
DEEGAN,11666188,28
GRINNELL,11666216,28
HAVEN,11666244,28
WUNDERLICH,11666272,28
COMFORT,11666300,28
TOLLE,11666328,28
JACOBI,11666356,28
HEARNE,11666384,28
ONEY,11666412,28
SICKLER,11666440,28
GIBB,11666468,28
DUNAGAN,11666496,28
GARRY,11666524,28
POULSON,11666552,28
PEET,11666580,28
DILORENZO,11666608,28
VANCAMP,11666636,28
ELBERT,11666664,28
WASH,11666692,28
SHERWIN,11666720,28
RENEAU,11666748,28
RUDDY,11666776,28
MAITLAND,11666804,28
CAMDEN,11666832,28
HALLIGAN,11666860,28
ECCLES,11666888,28
STANDISH,11666916,28
PULVER,11666944,28
WARMAN,11666972,28
DUNTON,11667000,28
GUTIERRES,11667028,28
HARD,11667056,28
CUMMING,11667084,28
CARDILLO,11667112,28
LUNDE,11667140,28
KAGAN,11667168,28
INNES,11667196,28
HEIDER,11667224,28
DEFEO,11667252,28
ESHELMAN,11667280,28
BONK,11667308,28
HERRELL,11667336,28
TOMKO,11667364,28
HILLYER,11667392,28
GROSSI,11667420,28
SWENSEN,11667448,28
KARSTEN,11667476,28
LETO,11667504,28
MURCIA,11667532,28
VENTO,11667560,28
DEGNAN,11667588,28
STRAUS,11667616,28
MARASCO,11667644,28
BOERNER,11667672,28
MANCERA,11667700,28
DEARMAS,11667728,28
ROGEL,11667756,28
CARRON,11667784,28
ASAY,11667812,28
CALAHAN,11667840,28
MANNERS,11667868,28
DACUS,11667896,28
CATT,11667924,28
SCHLEMMER,11667952,28
HEMMING,11667980,28
RUBEL,11668008,28
HERAS,11668036,28
HILD,11668064,28
MERO,11668092,28
DALBY,11668120,28
MOHAMUD,11668148,28
BRACERO,11668176,28
LUKEN,11668204,28
TOBY,11668232,28
KURT,11668260,28
RAPOSA,11668288,28
KOZA,11668316,28
SPETH,11668344,28
MARING,11668372,28
YOUNES,11668400,28
HEATHER,11668428,28
MAKAR,11668456,28
LISA,11668484,28
CARPINO,11668512,28
LAMAN,11668540,28
GAHAN,11668568,28
SHAMOON,11668596,28
LORICK,11668624,28
ELSE,11668652,28
LAVAN,11668680,28
CAISON,11668708,28
LENA,11668736,28
TAUL,11668764,28
WATCHMAN,11668792,28
RODRICK,11668820,28
HANNEMANN,11668848,28
WAND,11668876,28
DEFRIES,11668904,28
GOE,11668932,28
TRINDADE,11668960,28
SHONE,11668988,28
MAKKI,11669016,28
JASMINE,11669044,28
CAPUCHINO,11669072,28
TOUT,11669100,28
KEAL,11669128,28
FRANQUEZ,11669156,28
SEIJO,11669184,28
BARIS,11669212,28
MUNDLE,11669240,28
SALIN,11669268,28
BANIA,11669296,28
LUNAR,11669324,28
KEW,11669352,28
MODENA,11669380,28
MUTHANA,11669408,28
FAZEL,11669436,28
DEPA,11669464,28
RIAN,11669492,28
NUMAN,11669520,28
SEMO,11669548,28
CAVACO,11669576,28
SETA,11669604,28
LAMBO,11669632,28
FANCY,11669660,28
BASAR,11669688,28
SULLA,11669716,28
SANDU,11669744,28
DONAYRE,11669772,28
OJI,11669800,28
ELAN,11669828,28
SONA,11669856,28
CERILLO,11669884,28
DECOITE,11669912,28
JOAO,11669940,28
SENICA,11669968,28
GRAMA,11669996,28
FAHMI,11670024,28
RONES,11670052,28
PATRIA,11670080,28
DECOITO,11670108,28
ARRE,11670136,28
SARACHO,11670164,28
DEBOO,11670192,28
LUZA,11670220,28
COMA,11670248,28
TECK,11670276,28
SAMIR,11670304,28
BURMA,11670332,28
PACA,11670360,28
LIDA,11670388,28
BONDA,11670416,28
ES,11670444,28
ZIEN,11670472,28
CASIA,11670500,28
SHAIR,11670528,28
MICO,11670556,28
CAUSIN,11670584,28
BUD,11670612,28
DEVAL,11670640,28
BALANCE,11670668,28
PUHA,11670696,28
NOTE,11670724,28
MANGI,11670752,28
SEELA,11670780,28
GOMBO,11670808,28
JOHNSONBEY,11670836,28
CENO,11670864,28
POLY,11670892,28
DRAN,11670920,28
ALCAYAGA,11670948,28
EFE,11670976,28
SIRJU,11671004,28
RINA,11671032,28
PALMES,11671060,28
MEILY,11671088,28
HUP,11671116,28
GOSAR,11671144,28
CAPACETE,11671172,28
ARNEDO,11671200,28
OSIT,11671228,28
ELAD,11671256,28
BURLAS,11671284,28
SIAW,11671312,28
LOERA,11671339,27
ALCANTAR,11671366,27
BRISENO,11671393,27
MANGUM,11671420,27
THIGPEN,11671447,27
BEGLEY,11671474,27
DESIMONE,11671501,27
MAGDALENO,11671528,27
CHESTNUT,11671555,27
EAVES,11671582,27
BERRYMAN,11671609,27
LUSTER,11671636,27
BOCANEGRA,11671663,27
WAINWRIGHT,11671690,27
BANKSTON,11671717,27
MICHALSKI,11671744,27
GRISHAM,11671771,27
FURLONG,11671798,27
BROADWAY,11671825,27
FELTS,11671852,27
HARTZELL,11671879,27
MESSICK,11671906,27
LEMOINE,11671933,27
SPIEGEL,11671960,27
SHREVE,11671987,27
OVERBY,11672014,27
BURD,11672041,27
CALLAGHAN,11672068,27
WEILAND,11672095,27
KLOTZ,11672122,27
KIMBRELL,11672149,27
REINKE,11672176,27
TURNAGE,11672203,27
DICKMAN,11672230,27
HAGLER,11672257,27
DILLMAN,11672284,27
GOULET,11672311,27
HIBBS,11672338,27
STORMS,11672365,27
RIVARD,11672392,27
MCCULLEY,11672419,27
KOONS,11672446,27
MIZELL,11672473,27
HENSEL,11672500,27
WEISER,11672527,27
REEL,11672554,27
PIRTLE,11672581,27
WOLCOTT,11672608,27
SCHUTZ,11672635,27
BURKHALTER,11672662,27
SHUMWAY,11672689,27
RIDDELL,11672716,27
COLOMBO,11672743,27
SCHOLZ,11672770,27
MCCAFFERTY,11672797,27
KIGHT,11672824,27
BRECKENRIDGE,11672851,27
STEFFENS,11672878,27
FLEURY,11672905,27
BRAUER,11672932,27
BURFORD,11672959,27
BERNER,11672986,27
MCCOMAS,11673013,27
CARLILE,11673040,27
GLIDDEN,11673067,27
MILLEN,11673094,27
POULOS,11673121,27
MCAVOY,11673148,27
HOLST,11673175,27
HOWIE,11673202,27
HIPP,11673229,27
KEOUGH,11673256,27
FULLMER,11673283,27
BOTTS,11673310,27
SACKS,11673337,27
HALLIDAY,11673364,27
CUTTER,11673391,27
EWALD,11673418,27
EDMISTON,11673445,27
MADDUX,11673472,27
BODEN,11673499,27
DUQUETTE,11673526,27
URQUHART,11673553,27
MERTENS,11673580,27
PASCHALL,11673607,27
WISNER,11673634,27
FORSBERG,11673661,27
MCNAUGHTON,11673688,27
GERKEN,11673715,27
GLASSER,11673742,27
MCAULEY,11673769,27
KINSELLA,11673796,27
BINNS,11673823,27
SANFILIPPO,11673850,27
PAPP,11673877,27
HALTERMAN,11673904,27
GRINER,11673931,27
GORTON,11673958,27
BRANNEN,11673985,27
FEELEY,11674012,27
EKLUND,11674039,27
COLLARD,11674066,27
FINNERTY,11674093,27
BORST,11674120,27
LAMP,11674147,27
SCHIFF,11674174,27
KISS,11674201,27
WOODHOUSE,11674228,27
SCHLESINGER,11674255,27
KUTZ,11674282,27
STALLARD,11674309,27
HAKE,11674336,27
BOGARD,11674363,27
MATHERS,11674390,27
NEALE,11674417,27
SHANKLIN,11674444,27
WEEDEN,11674471,27
CROTTY,11674498,27
LAMBRECHT,11674525,27
HEDDEN,11674552,27
WEIGAND,11674579,27
NICKELSON,11674606,27
CRAM,11674633,27
KEELE,11674660,27
CORNELISON,11674687,27
ELKIN,11674714,27
SHOTWELL,11674741,27
KOST,11674768,27
WAID,11674795,27
KINSMAN,11674822,27
THIESSEN,11674849,27
GRAMMER,11674876,27
KINNE,11674903,27
GAUGHAN,11674930,27
HEINEMANN,11674957,27
SHEAR,11674984,27
VANLANDINGHAM,11675011,27
MANDELL,11675038,27
EISNER,11675065,27
NUTTALL,11675092,27
SHOAF,11675119,27
BALMER,11675146,27
LUKENS,11675173,27
GOODALE,11675200,27
LECOMPTE,11675227,27
MADSON,11675254,27
SCHNABEL,11675281,27
WHISLER,11675308,27
ALBAUGH,11675335,27
RIEMER,11675362,27
DAHLKE,11675389,27
HORAK,11675416,27
DOMINIQUE,11675443,27
MEHL,11675470,27
HENRIKSEN,11675497,27
LAMANNA,11675524,27
BUDDE,11675551,27
DONIS,11675578,27
BOMAN,11675605,27
LANGEVIN,11675632,27
JARBOE,11675659,27
KEPPLER,11675686,27
CORRY,11675713,27
GADD,11675740,27
SIEBER,11675767,27
SYMONDS,11675794,27
SUMMERFIELD,11675821,27
HARDT,11675848,27
CUTRIGHT,11675875,27
GATICA,11675902,27
ELLENBERGER,11675929,27
PURSELL,11675956,27
BONAR,11675983,27
ROGGE,11676010,27
GETCHELL,11676037,27
RANGER,11676064,27
RASCH,11676091,27
SAILOR,11676118,27
RINE,11676145,27
BOHAN,11676172,27
CERVERA,11676199,27
RUANE,11676226,27
FIGUEREDO,11676253,27
ALAMILLO,11676280,27
FLOCK,11676307,27
TRINKLE,11676334,27
SANTILLO,11676361,27
DONER,11676388,27
SICA,11676415,27
FILLER,11676442,27
ROGUE,11676469,27
BEEM,11676496,27
STEVE,11676523,27
FRISBEE,11676550,27
SCALIA,11676577,27
HIPPLE,11676604,27
MAEZ,11676631,27
BAAS,11676658,27
SOLE,11676685,27
MATIS,11676712,27
BELUE,11676739,27
CARDON,11676766,27
SHUNK,11676793,27
ALLER,11676820,27
DAHN,11676847,27
RODDA,11676874,27
BAMBERGER,11676901,27
FADEL,11676928,27
ELM,11676955,27
HIER,11676982,27
MALINA,11677009,27
TORIAN,11677036,27
EKE,11677063,27
RODIN,11677090,27
VALLI,11677117,27
PEREGRINA,11677144,27
MCGURN,11677171,27
SANDOBAL,11677198,27
PORTES,11677225,27
KALU,11677252,27
MARTOS,11677279,27
VERON,11677306,27
LAURINO,11677333,27
MEIN,11677360,27
EMILIANO,11677387,27
JAEN,11677414,27
SIMAO,11677441,27
IMANI,11677468,27
BARBO,11677495,27
DORION,11677522,27
TEDLA,11677549,27
THAIN,11677576,27
ASLAN,11677603,27
PAPPAN,11677630,27
NAVAREZ,11677657,27
THAL,11677684,27
FRESCO,11677711,27
LATO,11677738,27
ABDELQADER,11677765,27
YARED,11677792,27
REUS,11677819,27
ALIA,11677846,27
KELSALL,11677873,27
NAIMI,11677900,27
CALLA,11677927,27
RABI,11677954,27
CRAN,11677981,27
PAVAN,11678008,27
MANZANERO,11678035,27
TOBOLA,11678062,27
ROSCA,11678089,27
ROC,11678116,27
SOBHANI,11678143,27
SAMU,11678170,27
HELSON,11678197,27
KRIS,11678224,27
KATE,11678251,27
ARAN,11678278,27
SECRETO,11678305,27
CANET,11678332,27
NUTI,11678359,27
SUNN,11678386,27
DOZA,11678413,27
JADA,11678440,27
NOTA,11678467,27
ABY,11678494,27
AZAN,11678521,27
LOGRONO,11678548,27
JARAL,11678575,27
KOITA,11678602,27
HUT,11678629,27
MORILLA,11678656,27
BELLEN,11678683,27
WALA,11678710,27
TATO,11678737,27
MINANO,11678764,27
BORNEO,11678791,27
TOLO,11678818,27
KUEN,11678845,27
NAVARES,11678872,27
MADURI,11678899,27
SUMER,11678926,27
ARINAGA,11678953,27
CHUNGA,11678980,27
YARIS,11679007,27
VERGIS,11679034,27
NAWAR,11679061,27
MANJARES,11679088,27
PISO,11679115,27
JARRA,11679142,27
ISE,11679169,27
SHANI,11679196,27
PENOR,11679223,27
DAK,11679250,27
DELVO,11679277,27
TANGARO,11679304,27
SAYON,11679331,27
CHIME,11679358,27
LAE,11679385,27
GHANY,11679412,27
LABRE,11679439,27
RASEL,11679466,27
AHMER,11679493,27
AZCARRAGA,11679520,27
SUEY,11679547,27
ABDULRAZAK,11679574,27
FABIE,11679601,27
BANAN,11679628,27
NARINESINGH,11679655,27
BAJADA,11679682,27
PIGA,11679709,27
MELITON,11679736,27
JAMON,11679763,27
EDUN,11679790,27
GAID,11679817,27
KOWN,11679844,27
TAMBI,11679871,27
ACEVEDA,11679898,27
LADRA,11679925,27
BUDI,11679952,27
SANGI,11679979,27
PUENTE,11680005,26
MACIEL,11680031,26
TERRAZAS,11680057,26
VILLATORO,11680083,26
LUMPKIN,11680109,26
WEIDNER,11680135,26
SCARBROUGH,11680161,26
MENCHACA,11680187,26
SUMPTER,11680213,26
STROUP,11680239,26
WHITEHURST,11680265,26
LEAKE,11680291,26
GARDUNO,11680317,26
WINFREY,11680343,26
COOKSEY,11680369,26
BYARS,11680395,26
MARCHESE,11680421,26
HAZELWOOD,11680447,26
CATRON,11680473,26
FULKERSON,11680499,26
COFFEE,11680525,26
BRAKE,11680551,26
SARAVIA,11680577,26
KIRKMAN,11680603,26
ENGLER,11680629,26
MCCLARY,11680655,26
KIPP,11680681,26
BUIE,11680707,26
SHRIVER,11680733,26
GOURLEY,11680759,26
BETTIS,11680785,26
CARMODY,11680811,26
PHIFER,11680837,26
GEORGES,11680863,26
LESSARD,11680889,26
OSTEEN,11680915,26
SCHAUER,11680941,26
HEADRICK,11680967,26
REINERT,11680993,26
HASH,11681019,26
DRYDEN,11681045,26
MCPHAIL,11681071,26
MUNCY,11681097,26
BLESSING,11681123,26
WYCKOFF,11681149,26
ALLGOOD,11681175,26
CARCAMO,11681201,26
ESQUIBEL,11681227,26
STADLER,11681253,26
WARNOCK,11681279,26
HENKEL,11681305,26
COTTLE,11681331,26
GALBREATH,11681357,26
BEAUREGARD,11681383,26
FALL,11681409,26
PEAVY,11681435,26
FUHRMAN,11681461,26
BENHAM,11681487,26
KINGERY,11681513,26
KURTH,11681539,26
BRACE,11681565,26
GURULE,11681591,26
SATTLER,11681617,26
FORTNEY,11681643,26
TOOMBS,11681669,26
PEDIGO,11681695,26
LUSSIER,11681721,26
TROXELL,11681747,26
WESTOVER,11681773,26
WELTER,11681799,26
DUFOUR,11681825,26
BRASHEAR,11681851,26
DICKENSON,11681877,26
BURMEISTER,11681903,26
CROSSMAN,11681929,26
CONARD,11681955,26
GARVER,11681981,26
SHOCKEY,11682007,26
MOXLEY,11682033,26
DANLEY,11682059,26
STIVERS,11682085,26
CONLIN,11682111,26
SNAPP,11682137,26
WALCOTT,11682163,26
CAINE,11682189,26
PILKINGTON,11682215,26
MOORHEAD,11682241,26
COOMER,11682267,26
NUSSBAUM,11682293,26
BALLENTINE,11682319,26
HARNER,11682345,26
STRACHAN,11682371,26
CLIFT,11682397,26
BUNTON,11682423,26
HARVILLE,11682449,26
HARBOUR,11682475,26
STEINMAN,11682501,26
MCEACHERN,11682527,26
MCANDREW,11682553,26
TETREAULT,11682579,26
BUNCE,11682605,26
BIXBY,11682631,26
DEARMAN,11682657,26
WENDELL,11682683,26
MURPHEY,11682709,26
PIERCY,11682735,26
LEITNER,11682761,26
STROUSE,11682787,26
BRUNK,11682813,26
MAHONE,11682839,26
DIMAGGIO,11682865,26
ROTHSTEIN,11682891,26
TRUMP,11682917,26
LUDLOW,11682943,26
RIEHL,11682969,26
GRESS,11682995,26
FRANCK,11683021,26
LEEDS,11683047,26
EKSTROM,11683073,26
HUFFORD,11683099,26
ISENBERG,11683125,26
CHABOT,11683151,26
PRAY,11683177,26
JUST,11683203,26
WILLE,11683229,26
MCROBERTS,11683255,26
VOGLER,11683281,26
LESSER,11683307,26
LANGHAM,11683333,26
BLUMENTHAL,11683359,26
HORSTMAN,11683385,26
TRAYNOR,11683411,26
ANSLEY,11683437,26
MARABLE,11683463,26
ROBILLARD,11683489,26
SCHUYLER,11683515,26
PHINNEY,11683541,26
ZALESKI,11683567,26
TOPPING,11683593,26
BOLGER,11683619,26
BELMONT,11683645,26
ANDERTON,11683671,26
GARRARD,11683697,26
GEIS,11683723,26
ATHEY,11683749,26
STAGG,11683775,26
BUZZARD,11683801,26
HALDEMAN,11683827,26
BRINKERHOFF,11683853,26
ACKERSON,11683879,26
BLAHA,11683905,26
CRANSTON,11683931,26
ROTHROCK,11683957,26
HARKEY,11683983,26
RAKER,11684009,26
HILDERBRAND,11684035,26
PEIRCE,11684061,26
BROCKETT,11684087,26
REGER,11684113,26
ONOFRE,11684139,26
FINKEL,11684165,26
CASTLEMAN,11684191,26
COAN,11684217,26
LENOX,11684243,26
HOLZ,11684269,26
STURGES,11684295,26
HONEY,11684321,26
SWALLOW,11684347,26
HELLAND,11684373,26
ROTHE,11684399,26
PLUM,11684425,26
JEPSEN,11684451,26
CLOW,11684477,26
SIMEONE,11684503,26
ALBARADO,11684529,26
LEDERER,11684555,26
LAMBERSON,11684581,26
URSO,11684607,26
LACK,11684633,26
GOVE,11684659,26
DOIRON,11684685,26
DECAMP,11684711,26
SCHWEIGER,11684737,26
SOZA,11684763,26
BRIDGMAN,11684789,26
HOLLEN,11684815,26
BAUMGART,11684841,26
HOLLMAN,11684867,26
LEITH,11684893,26
BIEL,11684919,26
RAUSCHER,11684945,26
TOLAR,11684971,26
ESPADA,11684997,26
HEACOCK,11685023,26
GUEL,11685049,26
BALTZ,11685075,26
RUDER,11685101,26
GROSSE,11685127,26
LOMAN,11685153,26
TRIVETT,11685179,26
COLUMBUS,11685205,26
COSTIN,11685231,26
OHL,11685257,26
ROSELLI,11685283,26
WAGUESPACK,11685309,26
CADENAS,11685335,26
RUSTIN,11685361,26
COBBLE,11685387,26
BIEDERMAN,11685413,26
NAJJAR,11685439,26
FELTEN,11685465,26
BESSE,11685491,26
SERINO,11685517,26
JOCK,11685543,26
YILMAZ,11685569,26
PORTILLA,11685595,26
PILE,11685621,26
KAUP,11685647,26
YANT,11685673,26
SANDEN,11685699,26
LAMBE,11685725,26
BASEL,11685751,26
ARQUETTE,11685777,26
WEDEMEYER,11685803,26
BELLON,11685829,26
SOLUM,11685855,26
CYPRESS,11685881,26
OLAYA,11685907,26
NOVELO,11685933,26
NIFONG,11685959,26
MADARA,11685985,26
KLOTH,11686011,26
DUEY,11686037,26
DAMAN,11686063,26
ESCRIBANO,11686089,26
KAID,11686115,26
NATE,11686141,26
DURA,11686167,26
TALEB,11686193,26
CAMELO,11686219,26
MAYALL,11686245,26
GAVIA,11686271,26
FRANSISCO,11686297,26
JAAFAR,11686323,26
WALLWORK,11686349,26
SADRI,11686375,26
PERALA,11686401,26
APA,11686427,26
KUKA,11686453,26
DWAN,11686479,26
NETHERCOTT,11686505,26
HAROUN,11686531,26
VELE,11686557,26
PURO,11686583,26
IRAOLA,11686609,26
LESE,11686635,26
JARMIN,11686661,26
CECILIA,11686687,26
BALUT,11686713,26
ALBORES,11686739,26
SOLAS,11686765,26
DURIAN,11686791,26
INEZ,11686817,26
WANDA,11686843,26
ADIB,11686869,26
PEDRAJA,11686895,26
ALLALA,11686921,26
MIRAFUENTES,11686947,26
NATI,11686973,26
KARRE,11686999,26
ALTUNA,11687025,26
TALAN,11687051,26
TIMO,11687077,26
AGUILON,11687103,26
ALAI,11687129,26
BINN,11687155,26
KLOK,11687181,26
AWALE,11687207,26
BIHARI,11687233,26
DANNY,11687259,26
NACIANCENO,11687285,26
FAGEL,11687311,26
CONDINO,11687337,26
ABDULKADER,11687363,26
PELEGRINO,11687389,26
REMIAS,11687415,26
ALMIRON,11687441,26
ANIMA,11687467,26
UKA,11687493,26
SEMA,11687519,26
JABIR,11687545,26
BICH,11687571,26
AMBRE,11687597,26
HARDI,11687623,26
NIMO,11687649,26
HELGEN,11687675,26
SINAN,11687701,26
ROOPLAL,11687727,26
ALMENDRA,11687753,26
GRAZA,11687779,26
KOJO,11687805,26
VALDE,11687831,26
KAYO,11687857,26
GAYON,11687883,26
SEUNARINE,11687909,26
RAGOO,11687935,26
OSMA,11687961,26
LEWE,11687987,26
PIOUS,11688013,26
CHILAKA,11688039,26
BUDDA,11688065,26
BOMBAY,11688091,26
RAMAH,11688117,26
KATAI,11688143,26
POUL,11688169,26
BOSTIC,11688194,25
WOFFORD,11688219,25
MENJIVAR,11688244,25
STURGILL,11688269,25
MARISCAL,11688294,25
DEVITO,11688319,25
YOUNT,11688344,25
MINNICK,11688369,25
MOORMAN,11688394,25
BOATWRIGHT,11688419,25
DUCKETT,11688444,25
VERDUGO,11688469,25
WHITMIRE,11688494,25
RIGSBY,11688519,25
YARBOROUGH,11688544,25
BORDELON,11688569,25
RIFE,11688594,25
AMUNDSON,11688619,25
UMANA,11688644,25
KARNES,11688669,25
RUNYAN,11688694,25
VANDERPOOL,11688719,25
LOCKARD,11688744,25
SHIREY,11688769,25
BENEFIELD,11688794,25
VANSICKLE,11688819,25
PLANT,11688844,25
NESTER,11688869,25
MCCLINTON,11688894,25
WALSTON,11688919,25
LIGHTNER,11688944,25
APPLETON,11688969,25
PHILPOT,11688994,25
RYALS,11689019,25
BURCHAM,11689044,25
SILVIA,11689069,25
HAMBRICK,11689094,25
RACKLEY,11689119,25
LENHART,11689144,25
VERMILLION,11689169,25
BURGETT,11689194,25
RITTENHOUSE,11689219,25
HARNESS,11689244,25
HECKER,11689269,25
STEGER,11689294,25
SHATTUCK,11689319,25
TALLENT,11689344,25
WOODRING,11689369,25
HARDAWAY,11689394,25
GILLUM,11689419,25
MCCOWN,11689444,25
BATRES,11689469,25
MUSGRAVE,11689494,25
MCKIBBEN,11689519,25
TORGERSON,11689544,25
NIEMAN,11689569,25
BOISVERT,11689594,25
BARLEY,11689619,25
ALFANO,11689644,25
THRASH,11689669,25
BIBLE,11689694,25
LOMAS,11689719,25
SITES,11689744,25
LAROCCA,11689769,25
KIGER,11689794,25
MCFARLIN,11689819,25
SWANEY,11689844,25
BEATON,11689869,25
HEPLER,11689894,25
BRIDGEMAN,11689919,25
ARBUCKLE,11689944,25
TOWERS,11689969,25
SARTIN,11689994,25
TOOLEY,11690019,25
TIPPETT,11690044,25
HUMBERT,11690069,25
GERHART,11690094,25
HENNINGER,11690119,25
WERT,11690144,25
HUNTSMAN,11690169,25
AUGER,11690194,25
MARGOLIS,11690219,25
GEHRKE,11690244,25
PETRILLO,11690269,25
NEWLIN,11690294,25
GAGLIANO,11690319,25
KETCHAM,11690344,25
LAWYER,11690369,25
COWDEN,11690394,25
TENNYSON,11690419,25
FORCE,11690444,25
BONIN,11690469,25
BERGIN,11690494,25
HAFER,11690519,25
KRALL,11690544,25
KAPP,11690569,25
HERMANSON,11690594,25
SCHAFFNER,11690619,25
LINDERMAN,11690644,25
SPRINGS,11690669,25
DEVILLE,11690694,25
STETSON,11690719,25
CODDINGTON,11690744,25
BLANEY,11690769,25
PIFER,11690794,25
REICHARD,11690819,25
BITNER,11690844,25
HANNER,11690869,25
HENN,11690894,25
WENTZEL,11690919,25
BOLICK,11690944,25
BECKMANN,11690969,25
TOMASZEWSKI,11690994,25
ADDIS,11691019,25
HOEKSTRA,11691044,25
KELLETT,11691069,25
HEALD,11691094,25
SHAMBLIN,11691119,25
SIX,11691144,25
OSTROM,11691169,25
BRUNETTE,11691194,25
HESSLER,11691219,25
FALCONER,11691244,25
HARSHBARGER,11691269,25
ARNEY,11691294,25
MONETTE,11691319,25
STRODE,11691344,25
ROSSITER,11691369,25
HOCKETT,11691394,25
SHOCK,11691419,25
FRAMPTON,11691444,25
SWORD,11691469,25
JAQUES,11691494,25
WILBERT,11691519,25
BILLMAN,11691544,25
ULLMAN,11691569,25
REVELL,11691594,25
GAUDETTE,11691619,25
CAPOBIANCO,11691644,25
WAIT,11691669,25
FINNELL,11691694,25
ASHMAN,11691719,25
RANSON,11691744,25
UTTERBACK,11691769,25
MERLO,11691794,25
PETRI,11691819,25
MONTEITH,11691844,25
FROMM,11691869,25
EAKINS,11691894,25
CUFF,11691919,25
NELLIS,11691944,25
SCHERMERHORN,11691969,25
SHUTE,11691994,25
DEATHERAGE,11692019,25
GLEESON,11692044,25
COELLO,11692069,25
EDELSTEIN,11692094,25
DUBAY,11692119,25
HAUGE,11692144,25
LINDE,11692169,25
DOMINGUES,11692194,25
DOOLIN,11692219,25
TRUESDELL,11692244,25
RIGG,11692269,25
LECLAIRE,11692294,25
WEHR,11692319,25
SANTORA,11692344,25
PARISE,11692369,25
BARTRAM,11692394,25
OHEARN,11692419,25
PARDEE,11692444,25
GENTLE,11692469,25
CROCE,11692494,25
HAMPSON,11692519,25
GERMANN,11692544,25
MASS,11692569,25
BUFF,11692594,25
BENDA,11692619,25
AMIDON,11692644,25
BALLANTYNE,11692669,25
CAREW,11692694,25
LAHEY,11692719,25
BRAYTON,11692744,25
MUMMA,11692769,25
BLOMBERG,11692794,25
LEMING,11692819,25
BORDER,11692844,25
TRIM,11692869,25
PETTENGILL,11692894,25
ESSIG,11692919,25
BOSTROM,11692944,25
RENWICK,11692969,25
BRATT,11692994,25
WATROUS,11693019,25
BAHAM,11693044,25
CYPHERS,11693069,25
GENDREAU,11693094,25
KASPAR,11693119,25
JANICKI,11693144,25
BORMANN,11693169,25
PAPPALARDO,11693194,25
VELTRI,11693219,25
AMEND,11693244,25
FERTIG,11693269,25
BUSE,11693294,25
GILLAN,11693319,25
MAULE,11693344,25
MOST,11693369,25
FESSENDEN,11693394,25
MASELLI,11693419,25
SALAMEH,11693444,25
OSMOND,11693469,25
BOROS,11693494,25
RUA,11693519,25
VASCONCELOS,11693544,25
TUSING,11693569,25
HAZELL,11693594,25
DEBARROS,11693619,25
COMES,11693644,25
HARM,11693669,25
TRIPOLI,11693694,25
BARRANTES,11693719,25
RIBAS,11693744,25
OBESO,11693769,25
TOBIA,11693794,25
BROKER,11693819,25
SHOE,11693844,25
BINA,11693869,25
RIVER,11693894,25
LIZ,11693919,25
SHEAN,11693944,25
MUSCAT,11693969,25
BADIA,11693994,25
STREBEL,11694019,25
AUL,11694044,25
TOSO,11694069,25
RAGAS,11694094,25
MANNER,11694119,25
SYDNEY,11694144,25
HIJAZI,11694169,25
POLITANO,11694194,25
DANTIN,11694219,25
JACOT,11694244,25
KAREN,11694269,25
ALMENDARES,11694294,25
GARBO,11694319,25
SALADA,11694344,25
ALOTAIBI,11694369,25
ACHA,11694394,25
LAZA,11694419,25
ALVEZ,11694444,25
MAHIN,11694469,25
LAMAGNA,11694494,25
LOPE,11694519,25
MONARES,11694544,25
DANTAS,11694569,25
KAPPEN,11694594,25
TAMIMI,11694619,25
MERLAN,11694644,25
COMPAS,11694669,25
DEL,11694694,25
BLAZ,11694719,25
CAVADA,11694744,25
PIQUE,11694769,25
SOMO,11694794,25
ELLEY,11694819,25
BOSI,11694844,25
DARY,11694869,25
GOSH,11694894,25
COMAR,11694919,25
BONGO,11694944,25
BEJERANO,11694969,25
RAMIS,11694994,25
PRUNA,11695019,25
COLIS,11695044,25
ORESTE,11695069,25
CAMBEL,11695094,25
TORK,11695119,25
SANGO,11695144,25
KUNDER,11695169,25
PATO,11695194,25
SIAU,11695219,25
PERPETUA,11695244,25
MOZA,11695269,25
SIDI,11695294,25
UBIAS,11695319,25
ZAGADA,11695344,25
URBINO,11695369,25
HALBE,11695394,25
BOTEILHO,11695419,25
BASKER,11695444,25
ZARIN,11695469,25
CELEDONIO,11695494,25
LOLO,11695519,25
MAJED,11695544,25
LOME,11695569,25
MACOY,11695594,25
SHURA,11695619,25
LAPORE,11695644,25
ALCOBA,11695669,25
DINERO,11695694,25
BRIEVA,11695719,25
