name,,black weight
DERISE,32749367,5
PRUST,32749372,5
BLASKE,32749377,5
SLAWTER,32749382,5
BIDDULPH,32749387,5
BONNES,32749392,5
BIALKOWSKI,32749397,5
BAJEK,32749402,5
KAMRADT,32749407,5
BREININGER,32749412,5
RAMIL,32749417,5
MARZOUK,32749422,5
HEMPEN,32749427,5
IDROGO,32749432,5
KAMPFER,32749437,5
ARJON,32749442,5
SPIEGLER,32749447,5
NATTER,32749452,5
LAUDANO,32749457,5
EDES,32749462,5
MEHLHORN,32749467,5
WERTHER,32749472,5
DEKOCK,32749477,5
VRADENBURG,32749482,5
WHILES,32749487,5
ARLEN,32749492,5
BASNER,32749497,5
TAW,32749502,5
ALARIO,32749507,5
ZAIDAN,32749512,5
VEIRS,32749517,5
GAUB,32749522,5
BLONSKI,32749527,5
RETTBERG,32749532,5
MOUREY,32749537,5
MAUGA,32749542,5
MAHANNAH,32749547,5
LUMM,32749552,5
FREDMAN,32749557,5
BULAT,32749562,5
MOSTER,32749567,5
SHARICK,32749572,5
BIRSCHBACH,32749577,5
ZANIN,32749582,5
MEDIN,32749587,5
EICHERT,32749592,5
FRANE,32749597,5
FREYTES,32749602,5
FRUTIGER,32749607,5
TERRIAN,32749612,5
SAING,32749617,5
DEPA,32749622,5
JAFFERY,32749627,5
ASPEN,32749632,5
ARNOLDI,32749637,5
SELLON,32749642,5
TORANZO,32749647,5
PERELLO,32749652,5
JULIN,32749657,5
EAGON,32749662,5
GREISS,32749667,5
DINELLI,32749672,5
EURESTI,32749677,5
MOSHE,32749682,5
ROGG,32749687,5
WAGE,32749692,5
AHUNA,32749697,5
ERCOLANO,32749702,5
CHERRIER,32749707,5
HILFERTY,32749712,5
SIEBE,32749717,5
SHUBA,32749722,5
BASTION,32749727,5
BADAR,32749732,5
ZORA,32749737,5
BEILSTEIN,32749742,5
GIESEY,32749747,5
KERSCHEN,32749752,5
KRUTSCH,32749757,5
RUGEL,32749762,5
ANDRETTA,32749767,5
RAQUET,32749772,5
LEROSE,32749777,5
DONITHAN,32749782,5
DINN,32749787,5
FATTA,32749792,5
HOCKERSMITH,32749797,5
RUBEY,32749802,5
ROSEMA,32749807,5
ANCEL,32749812,5
AUCAPINA,32749817,5
STARRS,32749822,5
KISHEL,32749827,5
HAMPER,32749832,5
COLLAMORE,32749837,5
CLOWSER,32749842,5
PEZZANO,32749847,5
SAMBERG,32749852,5
ZERO,32749857,5
BARROZO,32749862,5
BESHAY,32749867,5
SHARRETT,32749872,5
TONGATE,32749877,5
MONDI,32749882,5
PAX,32749887,5
BRUMER,32749892,5
SCHWEIGHARDT,32749897,5
SIRKO,32749902,5
GARCHA,32749907,5
CAVACO,32749912,5
CARNETT,32749917,5
CRUSH,32749922,5
ZEISLOFT,32749927,5
VAZGUEZ,32749932,5
PERIMAN,32749937,5
KAUCHER,32749942,5
ITH,32749947,5
BYLE,32749952,5
CEFARATTI,32749957,5
CERVELLI,32749962,5
DESALES,32749967,5
DRUCE,32749972,5
DETRES,32749977,5
FLORIA,32749982,5
LAZALA,32749987,5
BULIN,32749992,5
CORNEAU,32749997,5
HUMBARD,32750002,5
TRIA,32750007,5
AUDE,32750012,5
REINFORD,32750017,5
CARIE,32750022,5
DATA,32750027,5
DUSH,32750032,5
VOSKUIL,32750037,5
ANEY,32750042,5
BADALOV,32750047,5
OTO,32750052,5
REHRER,32750057,5
LAUNDER,32750062,5
DASPIT,32750067,5
ACHUFF,32750072,5
ZIN,32750077,5
ARTETA,32750082,5
LAURENS,32750087,5
KIESLER,32750092,5
DIP,32750097,5
COUSENS,32750102,5
BRUMITT,32750107,5
RAB,32750112,5
SIC,32750117,5
KAPPLE,32750122,5
HAIM,32750127,5
COSMO,32750132,5
KARAU,32750137,5
KERST,32750142,5
BENTLE,32750147,5
CAMPESE,32750152,5
KLINKENBERG,32750157,5
ALTIS,32750162,5
HOMEIER,32750167,5
LEDON,32750172,5
YEISLEY,32750177,5
THORNDYKE,32750182,5
ORLANDINI,32750187,5
LIME,32750192,5
NAMDAR,32750197,5
SHIERS,32750202,5
JODWAY,32750207,5
PIERS,32750212,5
BERNERT,32750217,5
GEILING,32750222,5
HALSE,32750227,5
KERTIS,32750232,5
BITHER,32750237,5
KARRA,32750242,5
CICOTTE,32750247,5
MCLAUGHLAN,32750252,5
KRAJNIK,32750257,5
BALDRY,32750262,5
MAGAHA,32750267,5
LIEGEL,32750272,5
GARRIGUES,32750277,5
CING,32750282,5
DANZI,32750287,5
DALIN,32750292,5
SECKER,32750297,5
RISLER,32750302,5
KEPLAR,32750307,5
OKABE,32750312,5
MORGRET,32750317,5
MINTEN,32750322,5
MOCKBEE,32750327,5
DALLIN,32750332,5
MCGURRIN,32750337,5
PEHLKE,32750342,5
AMLIN,32750347,5
COPASS,32750352,5
CASILLA,32750357,5
GATWOOD,32750362,5
RATER,32750367,5
SEBBY,32750372,5
SENERCHIA,32750377,5
BLEE,32750382,5
RAMETTA,32750387,5
JODON,32750392,5
KYRIACOU,32750397,5
SALZAR,32750402,5
GREENSTONE,32750407,5
EDDE,32750412,5
GERRIOR,32750417,5
HORTER,32750422,5
MAPHIS,32750427,5
PELO,32750432,5
OLT,32750437,5
SZALA,32750442,5
BARATA,32750447,5
BAC,32750452,5
CLARNO,32750457,5
CASSA,32750462,5
FERRAL,32750467,5
KENNEN,32750472,5
PIERSMA,32750477,5
NEWBERY,32750482,5
BONSON,32750487,5
BENENHALEY,32750492,5
ROEMHILDT,32750497,5
THIBAUT,32750502,5
ALDARONDO,32750507,5
YAQOOB,32750512,5
MORETTA,32750517,5
AHALT,32750522,5
TRIMNAL,32750527,5
SEUNG,32750532,5
TRANK,32750537,5
STETZER,32750542,5
NEWITT,32750547,5
KETLER,32750552,5
LORES,32750557,5
PALK,32750562,5
ROLA,32750567,5
KASMER,32750572,5
JASANI,32750577,5
WIDMEYER,32750582,5
WORMS,32750587,5
STEALEY,32750592,5
PHEN,32750597,5
GAEBLER,32750602,5
GMEREK,32750607,5
MCCOMIS,32750612,5
MALEN,32750617,5
AMONETTE,32750622,5
AEBI,32750627,5
MUSKAT,32750632,5
PADELFORD,32750637,5
MANTA,32750642,5
DIROMA,32750647,5
ELD,32750652,5
LEBOURGEOIS,32750657,5
COMI,32750662,5
TOSTA,32750667,5
MCFARLAIN,32750672,5
CALLARD,32750677,5
KAZIMER,32750682,5
WINAND,32750687,5
BORGO,32750692,5
AGLE,32750697,5
YARISH,32750702,5
NII,32750707,5
POPKE,32750712,5
MACEIRA,32750717,5
GARO,32750722,5
JARMIN,32750727,5
LORIG,32750732,5
BOC,32750737,5
LANGFIELD,32750742,5
DUIN,32750747,5
CORBI,32750752,5
CORVI,32750757,5
LEVANDER,32750762,5
RENNARD,32750767,5
PEDRERO,32750772,5
THIM,32750777,5
DEPRIMO,32750782,5
FEISTER,32750787,5
RAJPAL,32750792,5
MORANA,32750797,5
ANTIN,32750802,5
ANDERER,32750807,5
YEARIAN,32750812,5
VILLEGA,32750817,5
SALAMY,32750822,5
TOIGO,32750827,5
NAGUIB,32750832,5
BURGUS,32750837,5
CORDEN,32750842,5
CRUTHIS,32750847,5
BUSMAN,32750852,5
BOLIS,32750857,5
BOLTIN,32750862,5
BATARA,32750867,5
SHALES,32750872,5
SCHROEN,32750877,5
LIMARDO,32750882,5
FRAIZE,32750887,5
CAMPE,32750892,5
THAMAN,32750897,5
SCHLENDER,32750902,5
TWING,32750907,5
BENGTSSON,32750912,5
BALMA,32750917,5
ROSLER,32750922,5
KEMPSTER,32750927,5
CHEZ,32750932,5
BREU,32750937,5
GOUDA,32750942,5
KENTER,32750947,5
KAZEN,32750952,5
LAGEMANN,32750957,5
KOZY,32750962,5
POSE,32750967,5
PFLAUMER,32750972,5
NAQUI,32750977,5
MUNO,32750982,5
SERENE,32750987,5
ARRELL,32750992,5
AMOROSI,32750997,5
SINDLE,32751002,5
PERELLI,32751007,5
RAFFIN,32751012,5
KEVERN,32751017,5
COOLE,32751022,5
CRUCETA,32751027,5
JAPP,32751032,5
MEDLAND,32751037,5
WEIMERT,32751042,5
BARGY,32751047,5
HALLAND,32751052,5
EPIFANIO,32751057,5
EDING,32751062,5
BURKI,32751067,5
MCALEAVEY,32751072,5
KARMAZIN,32751077,5
JOURNELL,32751082,5
PEREZVASQUEZ,32751087,5
VENIS,32751092,5
BERNDSEN,32751097,5
BODETTE,32751102,5
SFEIR,32751107,5
PLEIN,32751112,5
REMON,32751117,5
DITTENBER,32751122,5
SAYAH,32751127,5
THOEMKE,32751132,5
SPANNAGEL,32751137,5
POUCH,32751142,5
DAVIDO,32751147,5
CANGAS,32751152,5
EXTINE,32751157,5
ARIGO,32751162,5
BAUSER,32751167,5
BEINS,32751172,5
TRUMPER,32751177,5
TARKA,32751182,5
MELSHEIMER,32751187,5
KANDELL,32751192,5
LATAWIEC,32751197,5
BERGO,32751202,5
SPANIEL,32751207,5
MOMMAERTS,32751212,5
PLOTNIK,32751217,5
MECKE,32751222,5
IZOR,32751227,5
HURLA,32751232,5
HOZA,32751237,5
CHINNOCK,32751242,5
DURBOROW,32751247,5
FAUSEL,32751252,5
LATERRA,32751257,5
PFOUTS,32751262,5
OSSI,32751267,5
DISANZA,32751272,5
DOOL,32751277,5
GAAB,32751282,5
JIMBO,32751287,5
STEPHANO,32751292,5
RIGAL,32751297,5
BOLIG,32751302,5
BIGGE,32751307,5
BELINA,32751312,5
WENCESLAO,32751317,5
MUSSEN,32751322,5
GIRMAN,32751327,5
DOZA,32751332,5
YULFO,32751337,5
ALAMA,32751342,5
AREF,32751347,5
WILLOWS,32751352,5
RUNIA,32751357,5
SHATARA,32751362,5
PALMEN,32751367,5
LARIOSA,32751372,5
KARK,32751377,5
HERSHISER,32751382,5
BRUMBLEY,32751387,5
BURTZ,32751392,5
MCWADE,32751397,5
LUDIN,32751402,5
KRAYBILL,32751407,5
PORTENIER,32751412,5
PIERRI,32751417,5
SIANI,32751422,5
BAROUDI,32751427,5
BRAWER,32751432,5
BOYET,32751437,5
MOCNY,32751442,5
NOGUES,32751447,5
ETIE,32751452,5
GANIS,32751457,5
NOTHSTINE,32751462,5
STROSS,32751467,5
SAHADI,32751472,5
BOJAN,32751477,5
SCHWEICH,32751482,5
POLLI,32751487,5
KELIHER,32751492,5
GARDA,32751497,5
GHAREEB,32751502,5
AGRA,32751507,5
SZABADOS,32751512,5
MARZE,32751517,5
GERALDINO,32751522,5
BROWELL,32751527,5
NAHRA,32751532,5
NAKA,32751537,5
MEDDOCK,32751542,5
MARCHICA,32751547,5
FAOUR,32751552,5
GASCOYNE,32751557,5
FELICI,32751562,5
FURGIUELE,32751567,5
FRIEMOTH,32751572,5
MCVETY,32751577,5
BOLMER,32751582,5
BALKAN,32751587,5
RICORD,32751592,5
DROWNS,32751597,5
ENDRIES,32751602,5
BURGRAFF,32751607,5
LAK,32751612,5
BOSMANS,32751617,5
VALOY,32751622,5
ORIN,32751627,5
CHEDESTER,32751632,5
DUNDA,32751637,5
DILEY,32751642,5
EREN,32751647,5
CHAMBA,32751652,5
GALASSINI,32751657,5
FELICIO,32751662,5
HIMMER,32751667,5
HAWSEY,32751672,5
HARDEL,32751677,5
JARIN,32751682,5
MCCLONE,32751687,5
KAPEL,32751692,5
WEIDERMAN,32751697,5
BLASKI,32751702,5
ZALUSKY,32751707,5
BORY,32751712,5
ARAVJO,32751717,5
WALLET,32751722,5
VANHEUSEN,32751727,5
MONTEY,32751732,5
OPGENORTH,32751737,5
PAUK,32751742,5
KURMAN,32751747,5
LEANY,32751752,5
HERSCHEL,32751757,5
CHECCHIA,32751762,5
DEVIA,32751767,5
JUNELL,32751772,5
JUTILA,32751777,5
TOMASKI,32751782,5
SYPHERD,32751787,5
TASSEY,32751792,5
PILLON,32751797,5
PHILMAN,32751802,5
KAIO,32751807,5
HENNAGER,32751812,5
GRAMMAS,32751817,5
CARREA,32751822,5
KLACIK,32751827,5
QUATE,32751832,5
RAGHEB,32751837,5
PALLEN,32751842,5
SANTAGO,32751847,5
URIAN,32751852,5
MOCANU,32751857,5
KEASTER,32751862,5
GERRIE,32751867,5
DIGAN,32751872,5
CUMBE,32751877,5
PADGHAM,32751882,5
TENBROOK,32751887,5
TALBURT,32751892,5
SADHU,32751897,5
VAGUE,32751902,5
RANGLE,32751907,5
QUIZHPE,32751912,5
HESSEN,32751917,5
TATTERSON,32751922,5
BAGA,32751927,5
WITNER,32751932,5
TUBENS,32751937,5
MICHELA,32751942,5
CERVEN,32751947,5
IVISON,32751952,5
MCTEE,32751957,5
SKROBOT,32751962,5
TARI,32751967,5
ROSALIA,32751972,5
ALAWDI,32751977,5
STILLING,32751982,5
JIRA,32751987,5
GAVE,32751992,5
LOUN,32751997,5
HISH,32752002,5
DEGAGNE,32752007,5
DIANNA,32752012,5
FONE,32752017,5
MENDOCA,32752022,5
OEHLERS,32752027,5
SIRIANI,32752032,5
VALOR,32752037,5
BOTTEMA,32752042,5
DOMES,32752047,5
DINWOODIE,32752052,5
COC,32752057,5
CARRARO,32752062,5
LINDHARDT,32752067,5
KET,32752072,5
PEARCH,32752077,5
MUNTON,32752082,5
STSAUVER,32752087,5
SENIA,32752092,5
SALAMAH,32752097,5
BERRIS,32752102,5
BRAHA,32752107,5
TIZOL,32752112,5
STIEMKE,32752117,5
LABOUVE,32752122,5
MACOM,32752127,5
LOGER,32752132,5
LOMASTRO,32752137,5
JACKOLA,32752142,5
INO,32752147,5
HURTER,32752152,5
GAHL,32752157,5
GEORGIANA,32752162,5
GARIA,32752167,5
DINKHA,32752172,5
DEERFIELD,32752177,5
MASO,32752182,5
WEINLAND,32752187,5
ALGE,32752192,5
BASSEN,32752197,5
SALY,32752202,5
NANDY,32752207,5
RAYLS,32752212,5
LEAGER,32752217,5
LENDE,32752222,5
MACCABEE,32752227,5
FURA,32752232,5
BURLINGTON,32752237,5
DARIES,32752242,5
DOBRE,32752247,5
FLORENTIN,32752252,5
OYA,32752257,5
CLIBORNE,32752262,5
MCCLOREY,32752267,5
KIRMAN,32752272,5
MUNDS,32752277,5
TESO,32752282,5
BOLOS,32752287,5
ALTAN,32752292,5
BEGLIN,32752297,5
VANEE,32752302,5
MORRAN,32752307,5
KROUCH,32752312,5
LAURETTA,32752317,5
EARICK,32752322,5
EICHACKER,32752327,5
COMIN,32752332,5
KILHEFNER,32752337,5
LAVELLA,32752342,5
ZAFIR,32752347,5
ALATTAR,32752352,5
SCORPIO,32752357,5
TATOR,32752362,5
MORETT,32752367,5
MOINI,32752372,5
KEUL,32752377,5
LOYND,32752382,5
CRISMOND,32752387,5
LAVENE,32752392,5
QUINES,32752397,5
RUCKSTUHL,32752402,5
BORCH,32752407,5
RITCHER,32752412,5
SGRIGNOLI,32752417,5
SPYCHALA,32752422,5
MOUNIER,32752427,5
CUASCUT,32752432,5
ERNESTO,32752437,5
ZING,32752442,5
TAME,32752447,5
MOZEB,32752452,5
NAJAM,32752457,5
PARVIS,32752462,5
MARKESE,32752467,5
FABERT,32752472,5
GALLISON,32752477,5
DARO,32752482,5
DEREDITA,32752487,5
OCHA,32752492,5
ANDRIANI,32752497,5
BIHARI,32752502,5
BARRIERA,32752507,5
SICHERMAN,32752512,5
MULLERY,32752517,5
MONKA,32752522,5
KOA,32752527,5
KASI,32752532,5
EYERS,32752537,5
ARNASON,32752542,5
WEDOW,32752547,5
NOL,32752552,5
KIRGIS,32752557,5
MCHOLLAND,32752562,5
MAXIN,32752567,5
DUBEA,32752572,5
DOORE,32752577,5
CARRAN,32752582,5
MEDLYN,32752587,5
POSSE,32752592,5
MICAN,32752597,5
SOLTREN,32752602,5
TRANFAGLIA,32752607,5
SEACREST,32752612,5
RUTTA,32752617,5
RUSTER,32752622,5
BAYLER,32752627,5
TRUELSEN,32752632,5
SPELLINGS,32752637,5
LEADBEATER,32752642,5
ALCAMO,32752647,5
BAGALA,32752652,5
WEEDE,32752657,5
YEAN,32752662,5
RODAN,32752667,5
SHOEMAN,32752672,5
SHOOT,32752677,5
NORVAL,32752682,5
MCROBERT,32752687,5
COBBAN,32752692,5
DINGS,32752697,5
DIZ,32752702,5
LIEGEY,32752707,5
MISTERKA,32752712,5
TARP,32752717,5
SATIAGO,32752722,5
ROT,32752727,5
YEHIA,32752732,5
ZIGO,32752737,5
CEU,32752742,5
CASSARD,32752747,5
FERER,32752752,5
MASSIMINI,32752757,5
MENIG,32752762,5
JOVES,32752767,5
NASMAN,32752772,5
VOLF,32752777,5
WIDERMAN,32752782,5
TREVIS,32752787,5
SOBRAL,32752792,5
PIPA,32752797,5
KALAF,32752802,5
MANDOLA,32752807,5
MASKO,32752812,5
FOORD,32752817,5
CALMER,32752822,5
STRENGER,32752827,5
NEID,32752832,5
GRANDOS,32752837,5
GOFFMAN,32752842,5
ELGENDY,32752847,5
PERLE,32752852,5
NELMES,32752857,5
NEWALL,32752862,5
ATTERSON,32752867,5
ABDOLLAHI,32752872,5
TURKETT,32752877,5
ROU,32752882,5
SEUFERER,32752887,5
SAUREZ,32752892,5
STAMATAKIS,32752897,5
PUEBLO,32752902,5
LUKEMAN,32752907,5
HUFMAN,32752912,5
FAGALA,32752917,5
CRANDAL,32752922,5
DEKING,32752927,5
ASSINI,32752932,5
POPPEL,32752937,5
MALLES,32752942,5
MARANG,32752947,5
HUB,32752952,5
HOREL,32752957,5
CASTILL,32752962,5
CUMINS,32752967,5
BRAIG,32752972,5
TERK,32752977,5
FAU,32752982,5
GAMMIE,32752987,5
GRAGER,32752992,5
GRAMAN,32752997,5
DOX,32753002,5
INLOES,32753007,5
JAMIN,32753012,5
LUBMAN,32753017,5
SELAH,32753022,5
ALESIA,32753027,5
BASKO,32753032,5
SWAW,32753037,5
MORANI,32753042,5
LEYES,32753047,5
LLADO,32753052,5
HOPLEY,32753057,5
GABRIELLA,32753062,5
BUTTRILL,32753067,5
CUTHILL,32753072,5
EGIZIO,32753077,5
GLADER,32753082,5
HAYTH,32753087,5
HAMEN,32753092,5
MEDBERRY,32753097,5
SHO,32753102,5
TRUVER,32753107,5
BET,32753112,5
BIST,32753117,5
VIESCAS,32753122,5
SCHWECKE,32753127,5
NANEY,32753132,5
NANNERY,32753137,5
PELLON,32753142,5
KAAR,32753147,5
LIPKER,32753152,5
MELEN,32753157,5
EBBESEN,32753162,5
DEROCHA,32753167,5
CHAVARRY,32753172,5
HAMADY,32753177,5
MATTHESS,32753182,5
MARSTILLER,32753187,5
MCCRANE,32753192,5
LUBAN,32753197,5
KALVIN,32753202,5
KEBERT,32753207,5
MUSI,32753212,5
SALHI,32753217,5
ASEN,32753222,5
ZELE,32753227,5
BATTAN,32753232,5
AYLETT,32753237,5
ARAO,32753242,5
SAYO,32753247,5
TIMLICK,32753252,5
TERRIL,32753257,5
STANCER,32753262,5
ONAL,32753267,5
POS,32753272,5
LANGMEAD,32753277,5
LEKO,32753282,5
HUFFINGTON,32753287,5
GIGI,32753292,5
CASIA,32753297,5
DISSE,32753302,5
DOYER,32753307,5
COMEN,32753312,5
FALA,32753317,5
FRUTO,32753322,5
QUIONES,32753327,5
RAMJI,32753332,5
KUMROW,32753337,5
IVON,32753342,5
CORNN,32753347,5
MORWOOD,32753352,5
FADGEN,32753357,5
DAVAN,32753362,5
CAZEAULT,32753367,5
FENNE,32753372,5
JAMBON,32753377,5
KOLBOW,32753382,5
PFIFER,32753387,5
OGIN,32753392,5
MOZIER,32753397,5
MUNEER,32753402,5
SAMBER,32753407,5
REPOLLET,32753412,5
VAVRIK,32753417,5
WONACOTT,32753422,5
WILTCHER,32753427,5
SEBRA,32753432,5
STLEDGER,32753437,5
MESTRES,32753442,5
NUNNA,32753447,5
ENGELHORN,32753452,5
ELALAMI,32753457,5
DEMMERLE,32753462,5
FLUNKER,32753467,5
PORAMBO,32753472,5
NANDAN,32753477,5
MOLLENKAMP,32753482,5
WALJI,32753487,5
WESNEY,32753492,5
WHEATER,32753497,5
ROI,32753502,5
SLAUENWHITE,32753507,5
ISEN,32753512,5
FRAZAO,32753517,5
FAGLIER,32753522,5
GORIA,32753527,5
GOODEY,32753532,5
DELIE,32753537,5
CORBINO,32753542,5
FUSTE,32753547,5
JAMIEL,32753552,5
LEDLEY,32753557,5
PRANCE,32753562,5
TONDA,32753567,5
SUCCAR,32753572,5
TANKERSLY,32753577,5
SANGSTON,32753582,5
GOUD,32753587,5
LALJI,32753592,5
PRUCE,32753597,5
BEARSON,32753602,5
LOVY,32753607,5
FOSSI,32753612,5
FARAGALLA,32753617,5
FEDON,32753622,5
BUGA,32753627,5
DENOBREGA,32753632,5
DIEFENBACHER,32753637,5
FONTANO,32753642,5
GUILHERME,32753647,5
MCBRINE,32753652,5
MCLAM,32753657,5
KIMBAL,32753662,5
LARREGUI,32753667,5
KONNER,32753672,5
PASSARELL,32753677,5
MERTH,32753682,5
TIERRA,32753687,5
SERVO,32753692,5
YAGHI,32753697,5
TURINI,32753702,5
PACATTE,32753707,5
REDDAY,32753712,5
KUBIE,32753717,5
LABOON,32753722,5
LEGRANGE,32753727,5
GELLA,32753732,5
CARLGREN,32753737,5
CHATTHA,32753742,5
DREKE,32753747,5
DORRINGTON,32753752,5
EMDEN,32753757,5
FORTIZ,32753762,5
GUYOTTE,32753767,5
HURL,32753772,5
IBEN,32753777,5
MATHEOS,32753782,5
LINDSLY,32753787,5
MACONE,32753792,5
KAMIEN,32753797,5
LEMOYNE,32753802,5
KUNAR,32753807,5
RINEHEART,32753812,5
WILMERS,32753817,5
ALLSWORTH,32753822,5
ROAK,32753827,5
OKRENT,32753832,5
PERSILVER,32753837,5
HOZEY,32753842,5
COMET,32753847,5
MAVI,32753852,5
STROWD,32753857,5
DUSSINGER,32753862,5
DERRA,32753867,5
HAMSLEY,32753872,5
HUDD,32753877,5
IOVANNA,32753882,5
MAHLEY,32753887,5
LEEBRICK,32753892,5
MORLET,32753897,5
TOMY,32753902,5
TANGUY,32753907,5
TARADASH,32753912,5
SCHOBERG,32753917,5
SALANO,32753922,5
BACO,32753927,5
BESSOLO,32753932,5
SYLVESTRI,32753937,5
LOVERRO,32753942,5
IRAN,32753947,5
HINTEN,32753952,5
FRENK,32753957,5
FOYER,32753962,5
CONNET,32753967,5
CLARRY,32753972,5
GALGON,32753977,5
RAMAIAH,32753982,5
SANTANO,32753987,5
SHARTS,32753992,5
WERB,32753997,5
ALSAID,32754002,5
GROENER,32754007,5
JACA,32754012,5
JOJO,32754017,5
PULLON,32754022,5
MONY,32754027,5
SUNNER,32754032,5
ALMAGRO,32754037,5
CHALET,32754042,5
CARTNEY,32754047,5
GARBOSKI,32754052,5
MALETA,32754057,5
NEVOLA,32754062,5
MEWIS,32754067,5
MUCHER,32754072,5
ROGIN,32754077,5
WORRIX,32754082,5
WHEELEN,32754087,5
BRYEN,32754092,5
CALLEO,32754097,5
HANNAHAN,32754102,5
HOYA,32754107,5
JORDAO,32754112,5
RAMANO,32754117,5
NAHON,32754122,5
MONTILLO,32754127,5
ATACK,32754132,5
BOGGIS,32754137,5
DEBRINE,32754142,5
HAGON,32754147,5
JUDWARE,32754152,5
LADOUX,32754157,5
LAPONTE,32754162,5
PARZYCK,32754167,5
NAKAYA,32754172,5
OBILLO,32754177,5
SELLAR,32754182,5
CLAUDINO,32754187,5
HOMESTEAD,32754192,5
MARLEN,32754197,5
KILGER,32754202,5
LAREN,32754207,5
BOECKNER,32754212,5
ZELIK,32754217,5
ARNI,32754222,5
VERDINI,32754227,5
ROOHR,32754232,5
SEGHETTI,32754237,5
SANATI,32754242,5
SINAN,32754247,5
SOARE,32754252,5
PATSON,32754257,5
RAYBOURNE,32754262,5
RAMY,32754267,5
MALAQUIAS,32754272,5
ILAS,32754277,5
ILLER,32754282,5
ESTEE,32754287,5
GESSWEIN,32754292,5
BRUMME,32754297,5
CHRITTON,32754302,5
CRISCOE,32754307,5
DEBEAU,32754312,5
MARACH,32754317,5
MACHOL,32754322,5
DANTI,32754327,5
CURDY,32754332,5
GOGER,32754337,5
FELDHUSEN,32754342,5
FAMEREE,32754347,5
GAIDO,32754352,5
HARTEY,32754357,5
LEMONNIER,32754362,5
LEASH,32754367,5
LACAS,32754372,5
RENON,32754377,5
OCONER,32754382,5
SONON,32754387,5
SIGREST,32754392,5
STEENBERGH,32754397,5
TRAVINO,32754402,5
SHAWYER,32754407,5
RICCIARELLI,32754412,5
RINGKAMP,32754417,5
TYLEE,32754422,5
BAUGUSS,32754427,5
BETTA,32754432,5
SERWA,32754437,5
STER,32754442,5
LABB,32754447,5
LAUGHHUNN,32754452,5
FATHY,32754457,5
BRET,32754462,5
BRONTE,32754467,5
GOSSELL,32754472,5
GAWLOWSKI,32754477,5
HEERMAN,32754482,5
IRAVANI,32754487,5
LULAJ,32754492,5
REMAR,32754497,5
PATRONI,32754502,5
MET,32754507,5
MUS,32754512,5
SIH,32754517,5
TILGNER,32754522,5
THANT,32754527,5
TASSARA,32754532,5
SHOUCAIR,32754537,5
TUPIN,32754542,5
WALAT,32754547,5
BOTTINELLI,32754552,5
WARRNER,32754557,5
WARTENBE,32754562,5
TUCCERI,32754567,5
TARY,32754572,5
SPARA,32754577,5
SPANJERS,32754582,5
PACELEY,32754587,5
LEENDERS,32754592,5
LEWEN,32754597,5
COMMET,32754602,5
DUOS,32754607,5
HEARLEY,32754612,5
GULD,32754617,5
ISELE,32754622,5
MASOUDI,32754627,5
LIESTER,32754632,5
JIMON,32754637,5
LANDEY,32754642,5
QUINETTE,32754647,5
RATELIFF,32754652,5
PAGEN,32754657,5
SHOUMAN,32754662,5
SHEARY,32754667,5
SEDO,32754672,5
ARIZONA,32754677,5
BLACHA,32754682,5
BLAUROCK,32754687,5
ABB,32754692,5
ALEXANDERSON,32754697,5
ANONYMOUS,32754702,5
ANGELS,32754707,5
BERNECHE,32754712,5
TURETZKY,32754717,5
THERY,32754722,5
STEEVENS,32754727,5
PARVU,32754732,5
DELACOUR,32754737,5
EI,32754742,5
DEPASQUA,32754747,5
CURRELL,32754752,5
CORTELL,32754757,5
CLATT,32754762,5
GUISER,32754767,5
MCGALL,32754772,5
LINGA,32754777,5
JUVENAL,32754782,5
KITO,32754787,5
KEEDER,32754792,5
PUNZI,32754797,5
MONTIS,32754802,5
TOKAY,32754807,5
SHANNO,32754812,5
BRAZOBAN,32754817,5
BEAZ,32754822,5
ALPINE,32754827,5
YUVIENCO,32754832,5
ZINCKE,32754837,5
ABREA,32754842,5
ATTI,32754847,5
WHETTON,32754852,5
WALKNER,32754857,5
SLOW,32754862,5
SLARK,32754867,5
MUSLER,32754872,5
KELLOCK,32754877,5
LUKMAN,32754882,5
MERANO,32754887,5
FAREN,32754892,5
GRATT,32754897,5
BURLE,32754902,5
DEWHITT,32754907,5
GRESKA,32754912,5
INAM,32754917,5
LOSIE,32754922,5
KETCHELL,32754927,5
MONTELARO,32754932,5
STUDDS,32754937,5
VERNAZA,32754942,5
CONSTINE,32754947,5
GOSSAR,32754952,5
KILLY,32754957,5
TOSSAS,32754962,5
WESSELHOFF,32754967,5
ANDRIX,32754972,5
SHARHAN,32754977,5
MISSI,32754982,5
ONIONS,32754987,5
LIEBENBERG,32754992,5
LILLEDAHL,32754997,5
MAROUS,32755002,5
MARGOT,32755007,5
FADHIL,32755012,5
FAWELL,32755017,5
BURMINGHAM,32755022,5
DOES,32755027,5
ZAH,32755032,5
PISON,32755037,5
PARZYNSKI,32755042,5
LALCHANDANI,32755047,5
KILANI,32755052,5
LEYA,32755057,5
DEAY,32755062,5
LIBSON,32755067,5
PAULIE,32755072,5
RUDO,32755077,5
WALS,32755082,5
ALBINA,32755087,5
BAINEY,32755092,5
ARUJO,32755097,5
WORWOOD,32755102,5
VENTE,32755107,5
TREGLE,32755112,5
SAYBE,32755117,5
TORPHY,32755122,5
LABBIE,32755127,5
