name,,black weight
STHILL,30344273,313
NANTON,30344586,313
SAMBA,30344899,313
PHILON,30345212,313
MONTES,30345524,312
GRINER,30345836,312
WHORTON,30346148,312
NASIR,30346460,312
MCFEE,30346772,312
TWILLEY,30347084,312
WHITTY,30347396,312
DEJARNETTE,30347708,312
PAM,30348020,312
BLYE,30348332,312
HUMBLES,30348644,312
ADOLPHUS,30348956,312
CRAWL,30349268,312
SANNI,30349580,312
LASANE,30349892,312
NDUKWE,30350204,312
JAWARA,30350516,312
GEBRESELASSIE,30350828,312
BABIN,30351139,311
MCLANE,30351450,311
MCATEE,30351761,311
WINE,30352072,311
HERSEY,30352383,311
RANDLES,30352694,311
RAYFIELD,30353005,311
SULEIMAN,30353316,311
CONQUEST,30353627,311
HANTON,30353938,311
TEKESTE,30354249,311
DAVILA,30354559,310
VANPELT,30354869,310
NICELY,30355179,310
KHALID,30355489,310
SEVERIN,30355799,310
CROKER,30356109,310
WOULLARD,30356419,310
PIPPENS,30356729,310
LEFFALL,30357039,310
CARODINE,30357349,310
CHERILUS,30357659,310
DORVILUS,30357969,310
KAHSAY,30358279,310
BERNIER,30358588,309
HUNTINGTON,30358897,309
SLATE,30359206,309
DERBY,30359515,309
VICE,30359824,309
CHESNEY,30360133,309
PAULS,30360442,309
WHITTIER,30360751,309
LARY,30361060,309
LUE,30361369,309
ARZU,30361678,309
FLAGLER,30361987,309
MITCHELLE,30362296,309
HEYLIGER,30362605,309
CLEMON,30362914,309
EGAL,30363223,309
HELAIRE,30363532,309
CLERGE,30363841,309
APPOLON,30364150,309
FRACTION,30364459,309
NEGUSSIE,30364768,309
ACEVEDO,30365076,308
BARNHART,30365384,308
LEDOUX,30365692,308
TOPPING,30366000,308
ROWDEN,30366308,308
LESPERANCE,30366616,308
RANGER,30366924,308
BRADHAM,30367232,308
SAULSBURY,30367540,308
RUDDOCK,30367848,308
MURRILL,30368156,308
BEHARRY,30368464,308
BIGSBY,30368772,308
WICKWARE,30369080,308
WEBLEY,30369388,308
MCTIER,30369696,308
MCNEARY,30370004,308
LEGGINS,30370312,308
JOURNET,30370620,308
SANDLES,30370928,308
MCQUIRTER,30371236,308
BENION,30371544,308
HOOKFIN,30371852,308
CORIOLAN,30372160,308
FERTIL,30372468,308
MBA,30372776,308
OBASI,30373084,308
LARA,30373391,307
HONG,30373698,307
TANKERSLEY,30374005,307
LISTON,30374312,307
SELTZER,30374619,307
PERSONS,30374926,307
LUMSDEN,30375233,307
AUBRY,30375540,307
CUMBY,30375847,307
ABDULRAHMAN,30376154,307
MICHAUX,30376461,307
WINROW,30376768,307
MILBOURNE,30377075,307
LINNEN,30377382,307
CHISLOM,30377689,307
DATCHER,30377996,307
ESHETE,30378303,307
FREY,30378609,306
GIRARD,30378915,306
VIRGIN,30379221,306
TEACHEY,30379527,306
KINCY,30379833,306
RAINGE,30380139,306
MERKERSON,30380445,306
ADDAI,30380751,306
LOUDERMILK,30381056,305
CRIBB,30381361,305
MCCARDELL,30381666,305
BEANS,30381971,305
JETTER,30382276,305
THATCH,30382581,305
GOODLEY,30382886,305
CLOUDEN,30383191,305
LAHENS,30383496,305
ELOI,30383801,305
KOUYATE,30384106,305
AKOTO,30384411,305
CANTU,30384715,304
VENTURA,30385019,304
WALDROP,30385323,304
PALACIO,30385627,304
PIPPIN,30385931,304
TRUMAN,30386235,304
COMFORT,30386539,304
CHENEVERT,30386843,304
GLEAVES,30387147,304
BETHANY,30387451,304
BUFFALOE,30387755,304
JENNING,30388059,304
MYHAND,30388363,304
ANCAR,30388667,304
AMBUSH,30388971,304
DARAMOLA,30389275,304
PLUVIOSE,30389579,304
ERICKSON,30389882,303
GOFORTH,30390185,303
SCUDDER,30390488,303
BRISSON,30390791,303
PRIVETTE,30391094,303
STATHAM,30391397,303
COFFIELD,30391700,303
SUTHERLIN,30392003,303
SIZER,30392306,303
FOUNTAINE,30392609,303
STODGHILL,30392912,303
MCCLARTY,30393215,303
SENE,30393518,303
KENDRIX,30393821,303
JOHNIGAN,30394124,303
ESAW,30394427,303
MELAKU,30394730,303
SARFO,30395033,303
NWEKE,30395336,303
KOONTZ,30395638,302
KETCHUM,30395940,302
GRIM,30396242,302
BAXLEY,30396544,302
WESTERFIELD,30396846,302
MILLSAPS,30397148,302
HARBERT,30397450,302
PATT,30397752,302
ESPY,30398054,302
RHYMER,30398356,302
MURAT,30398658,302
BRONER,30398960,302
BURNO,30399262,302
LEDUFF,30399564,302
BUCKSON,30399866,302
PRIMAS,30400168,302
SALVANT,30400470,302
OCTAVE,30400772,302
HANKTON,30401074,302
CARRIGAN,30401375,301
PARDUE,30401676,301
BLASINGAME,30401977,301
BERT,30402278,301
SIFFORD,30402579,301
BETTY,30402880,301
MCPHEARSON,30403181,301
ODEM,30403482,301
DAFFIN,30403783,301
DERICO,30404084,301
ABDULMALIK,30404385,301
RHEAMS,30404686,301
POUNCIL,30404987,301
UNDERDUE,30405288,301
SISAY,30405589,301
CRUMEDY,30405890,301
FELEKE,30406191,301
QUANSAH,30406492,301
LAZARO,30406792,300
SANDLIN,30407092,300
STEGER,30407392,300
LEOPOLD,30407692,300
MOUSSA,30407992,300
CRISLER,30408292,300
DAROSA,30408592,300
BURBRIDGE,30408892,300
HESLOP,30409192,300
REVERE,30409492,300
BOULDEN,30409792,300
SEGAR,30410092,300
RANCE,30410392,300
DENMON,30410692,300
LACEWELL,30410992,300
EUELL,30411292,300
MCCLARIN,30411592,300
MAZIQUE,30411892,300
THELEMAQUE,30412192,300
CRUMITY,30412492,300
NARTEY,30412792,300
CARMAN,30413091,299
OSTEEN,30413390,299
BOLEY,30413689,299
HABIB,30413988,299
TROTT,30414287,299
HARLING,30414586,299
ABDELLA,30414885,299
SWIMS,30415184,299
BRAILEY,30415483,299
CLARIDY,30415782,299
DUGUE,30416081,299
CUSHENBERRY,30416380,299
MESSAM,30416679,299
MENTION,30416978,299
COUNTEE,30417277,299
CONKLIN,30417575,298
ABLES,30417873,298
MOUNTAIN,30418171,298
ROBESON,30418469,298
LAX,30418767,298
JOLICOEUR,30419065,298
CAMPFIELD,30419363,298
ANDRY,30419661,298
BECKOM,30419959,298
LOYAL,30420257,298
ARTIST,30420555,298
CRANDLE,30420853,298
STREAT,30421151,298
MCDAY,30421449,298
EKPO,30421747,298
POST,30422044,297
BOLEN,30422341,297
LANGDON,30422638,297
MANESS,30422935,297
BATY,30423232,297
SETH,30423529,297
WOOLERY,30423826,297
BASKINS,30424123,297
HUMBER,30424420,297
ISLES,30424717,297
DORT,30425014,297
DEBROSSE,30425311,297
PALMS,30425608,297
BRAZZLE,30425905,297
PONE,30426202,297
NEVERSON,30426499,297
ANDERSEN,30426795,296
REDDY,30427091,296
RAGAN,30427387,296
HUTCHESON,30427683,296
DUMONT,30427979,296
BOWES,30428275,296
SAEED,30428571,296
HEMSLEY,30428867,296
SLOCUMB,30429163,296
HOLOMAN,30429459,296
LUMA,30429755,296
DUERSON,30430051,296
CULLARS,30430347,296
TOSTON,30430643,296
HUDLEY,30430939,296
CICERON,30431235,296
PRESHA,30431531,296
ODHIAMBO,30431827,296
PIERRECHARLES,30432123,296
PRUETT,30432418,295
HASH,30432713,295
LAZARUS,30433008,295
COSTNER,30433303,295
KELTON,30433598,295
BICKLEY,30433893,295
BANFIELD,30434188,295
WARFORD,30434483,295
LAMOTTE,30434778,295
KINSLOW,30435073,295
HATCHELL,30435368,295
MARCHBANKS,30435663,295
NEWBURN,30435958,295
HEATLEY,30436253,295
BEVEL,30436548,295
GUTTER,30436843,295
LUDD,30437138,295
FREELON,30437433,295
DUROSEAU,30437728,295
RENO,30438022,294
BEEMAN,30438316,294
ARMS,30438610,294
MALLERY,30438904,294
LOCKLIN,30439198,294
EASTLAND,30439492,294
BULLS,30439786,294
MARIUS,30440080,294
LIGE,30440374,294
LINEAR,30440668,294
GAITOR,30440962,294
MAKONNEN,30441256,294
BAUCOM,30441549,293
BRIGMAN,30441842,293
GRABLE,30442135,293
HENNIGAN,30442428,293
MOOR,30442721,293
FLIPPIN,30443014,293
HASTON,30443307,293
IMAN,30443600,293
MARLETTE,30443893,293
TAPSCOTT,30444186,293
WEDGEWORTH,30444479,293
TURENNE,30444772,293
MCCLEAVE,30445065,293
HOFFLER,30445358,293
SHINES,30445651,293
WIGGAN,30445944,293
MARZETTE,30446237,293
OSBEY,30446530,293
BORGELLA,30446823,293
ANDOH,30447116,293
JEANSIMON,30447409,293
SAINTILUS,30447702,293
TESEMA,30447995,293
CRABTREE,30448287,292
LITTLEFIELD,30448579,292
EVERS,30448871,292
MASS,30449163,292
SANTEE,30449455,292
RAYBORN,30449747,292
TARLETON,30450039,292
MCKELVY,30450331,292
ADELL,30450623,292
TAPPIN,30450915,292
CHEAIRS,30451207,292
PASSLEY,30451499,292
MCCANT,30451791,292
DEBRO,30452083,292
DESHAZOR,30452375,292
TUITT,30452667,292
CALMESE,30452959,292
STOUDMIRE,30453251,292
MADYUN,30453543,292
NDOYE,30453835,292
AGBOOLA,30454127,292
ROTH,30454418,291
PUTNAM,30454709,291
FALCON,30455000,291
CEDENO,30455291,291
GALLAWAY,30455582,291
MCDOLE,30455873,291
VEIGA,30456164,291
HEMBY,30456455,291
DACRUZ,30456746,291
TOYE,30457037,291
HIGGINBOTTOM,30457328,291
MONDS,30457619,291
LATHERS,30457910,291
DOLBERRY,30458201,291
DEADWYLER,30458492,291
BEDWARD,30458783,291
CANGE,30459074,291
ABAY,30459365,291
SACKO,30459656,291
CLAYBON,30459947,291
GOSTON,30460238,291
CHILLIS,30460529,291
GEBREYESUS,30460820,291
FEATHERSTON,30461110,290
ADKISSON,30461400,290
WARLICK,30461690,290
DIALS,30461980,290
WAYE,30462270,290
MURDEN,30462560,290
PATES,30462850,290
WINBORN,30463140,290
ALHASSAN,30463430,290
BULLOCKS,30463720,290
HARGRETT,30464010,290
ABDUSSALAAM,30464300,290
WARNSLEY,30464590,290
SQUIREWELL,30464880,290
ADEKOYA,30465170,290
CLERVIL,30465460,290
KETEMA,30465750,290
AGURS,30466040,290
ANDRES,30466329,289
LOUIE,30466618,289
BEELER,30466907,289
CATON,30467196,289
HUNNICUTT,30467485,289
THOMS,30467774,289
SEVIER,30468063,289
TALMADGE,30468352,289
EVAN,30468641,289
TOMPSON,30468930,289
CLAYBROOK,30469219,289
CHEATUM,30469508,289
HOUSEY,30469797,289
DERRICOTT,30470086,289
MCCLEASE,30470375,289
DOAKES,30470664,289
DELACRUZ,30470952,288
SPRING,30471240,288
KNOWLTON,30471528,288
RUSK,30471816,288
ANSARI,30472104,288
DUFRESNE,30472392,288
PEARMAN,30472680,288
HASKETT,30472968,288
QUINCY,30473256,288
CAISON,30473544,288
TIPLER,30473832,288
CHESTNUTT,30474120,288
LYNUM,30474408,288
HAQQ,30474696,288
JAH,30474984,288
KANNEH,30475272,288
SURPRIS,30475560,288
HAGER,30475847,287
BEAULIEU,30476134,287
BEALL,30476421,287
HALSTEAD,30476708,287
BEATTIE,30476995,287
TARR,30477282,287
WAYMAN,30477569,287
CARRELL,30477856,287
MULLENS,30478143,287
LENNOX,30478430,287
NASCIMENTO,30478717,287
AUGUSTA,30479004,287
LEVELL,30479291,287
RAMCHARAN,30479578,287
CHESTANG,30479865,287
YUILLE,30480152,287
BALDON,30480439,287
VESSEL,30480726,287
MCGILBERRY,30481013,287
LANDOR,30481300,287
MUCKER,30481587,287
BASLEY,30481874,287
ANTENOR,30482161,287
VIRGILE,30482448,287
LATORTUE,30482735,287
UMOH,30483022,287
ADENIRAN,30483309,287
PINKERTON,30483595,286
NEIGHBORS,30483881,286
DEAVER,30484167,286
RABON,30484453,286
DEARMAN,30484739,286
LAKEY,30485025,286
FERRON,30485311,286
STRATFORD,30485597,286
GODBEE,30485883,286
HAFFORD,30486169,286
VINEY,30486455,286
GARDIN,30486741,286
WEATHINGTON,30487027,286
BALKCOM,30487313,286
SHEPPERSON,30487599,286
FRATER,30487885,286
CHRISP,30488171,286
LENZY,30488457,286
GIWA,30488743,286
ALLOTEY,30489029,286
LARSEN,30489314,285
CORDOVA,30489599,285
SOWERS,30489884,285
LEGG,30490169,285
GRIZZARD,30490454,285
HAMBRIGHT,30490739,285
WANZER,30491024,285
PENNIE,30491309,285
ROSTON,30491594,285
BRANFORD,30491879,285
BRUNACHE,30492164,285
UDEH,30492449,285
FREMPONG,30492734,285
DOOLITTLE,30493018,284
DURST,30493302,284
DEVER,30493586,284
LEZAMA,30493870,284
MCGARITY,30494154,284
BRIGHTMAN,30494438,284
HOLIMAN,30494722,284
BOL,30495006,284
KIBBLE,30495290,284
VASSEL,30495574,284
KLECKLEY,30495858,284
STJULIAN,30496142,284
PINCHBACK,30496426,284
CROSDALE,30496710,284
HEDGEMAN,30496994,284
STSURIN,30497278,284
KOUROUMA,30497562,284
LINDEN,30497845,283
WACKER,30498128,283
NAVARRE,30498411,283
SANSOM,30498694,283
WESTERN,30498977,283
LETCHER,30499260,283
ORE,30499543,283
SANKAR,30499826,283
LATIN,30500109,283
CUBIT,30500392,283
FENTY,30500675,283
WALKES,30500958,283
MCCRIMON,30501241,283
PAYNES,30501524,283
HOLMON,30501807,283
BAZELAIS,30502090,283
STVICTOR,30502373,283
KOUASSI,30502656,283
DOSSOUS,30502939,283
OWUSUANSAH,30503222,283
CASS,30503504,282
PARKE,30503786,282
CHEA,30504068,282
TILSON,30504350,282
BEALER,30504632,282
ETCHISON,30504914,282
EFFINGER,30505196,282
GADDIE,30505478,282
BABBS,30505760,282
PRESSEY,30506042,282
CHRISTON,30506324,282
MCCULLER,30506606,282
VENNING,30506888,282
DOCKETT,30507170,282
GAVINS,30507452,282
SHAKES,30507734,282
HARDWELL,30508016,282
STIRGUS,30508298,282
MCBURROWS,30508580,282
OTOO,30508862,282
BAEZ,30509143,281
BAYS,30509424,281
NORD,30509705,281
GULLETT,30509986,281
BROWNFIELD,30510267,281
ALSUP,30510548,281
TURNBOW,30510829,281
FULLEN,30511110,281
CASSON,30511391,281
SHOLAR,30511672,281
PROVO,30511953,281
SEGERS,30512234,281
BRATTEN,30512515,281
JIMISON,30512796,281
MONFORT,30513077,281
MCCLAINE,30513358,281
PAMPLIN,30513639,281
TUBMAN,30513920,281
TOBE,30514201,281
CHALLENGER,30514482,281
FEDD,30514763,281
BODRICK,30515044,281
AMPOFO,30515325,281
VELAZQUEZ,30515605,280
BERMUDEZ,30515885,280
MUNRO,30516165,280
VIA,30516445,280
SHOBE,30516725,280
EAGLETON,30517005,280
MCFERREN,30517285,280
AVRIL,30517565,280
ARMELIN,30517845,280
TIMOTHEE,30518125,280
GEBREMESKEL,30518405,280
DORELUS,30518685,280
JEANBAPTIST,30518965,280
MASTERSON,30519244,279
LUNG,30519523,279
GODSEY,30519802,279
AWAD,30520081,279
BRIAN,30520360,279
CUTTING,30520639,279
MAUL,30520918,279
VASS,30521197,279
GANS,30521476,279
SOUTHWELL,30521755,279
ZIGLER,30522034,279
ARTER,30522313,279
BRASFIELD,30522592,279
GOLDER,30522871,279
GUSS,30523150,279
AMIS,30523429,279
BRABSON,30523708,279
ISHMAN,30523987,279
MCWRIGHT,30524266,279
STUDIVANT,30524545,279
ADEWALE,30524824,279
GENWRIGHT,30525103,279
TEWELDE,30525382,279
KURTZ,30525660,278
FRAME,30525938,278
JOHNSEN,30526216,278
NICHOLES,30526494,278
CRABBE,30526772,278
JEFFRESS,30527050,278
RAYSON,30527328,278
ARTERBERRY,30527606,278
THEVENIN,30527884,278
RYANT,30528162,278
LISBON,30528440,278
CHATTMAN,30528718,278
GUIDEN,30528996,278
HARRISTON,30529274,278
ABELLARD,30529552,278
WACHIRA,30529830,278
ZINNERMAN,30530108,278
EXAVIER,30530386,278
ONWUKA,30530664,278
LAUGHLIN,30530941,277
CLEAR,30531218,277
PERRIER,30531495,277
CRAPPS,30531772,277
DOWLEN,30532049,277
DEMMING,30532326,277
MIGGINS,30532603,277
DEVONE,30532880,277
LONGS,30533157,277
ANIMASHAUN,30533434,277
ALCIUS,30533711,277
CASPER,30533987,276
BRODY,30534263,276
LORING,30534539,276
MCGLONE,30534815,276
TOMBLIN,30535091,276
TUNE,30535367,276
UMSTEAD,30535643,276
ROYALL,30535919,276
HUGH,30536195,276
ALBERTY,30536471,276
LABOSSIERE,30536747,276
BELLOW,30537023,276
COSTEN,30537299,276
PITTMON,30537575,276
COCROFT,30537851,276
MORISSEAU,30538127,276
TRIPPLETT,30538403,276
GHANT,30538679,276
LOMACK,30538955,276
ESPERANCE,30539231,276
MCCLINE,30539507,276
NICKLEBERRY,30539783,276
EXCELLENT,30540059,276
OLANIYAN,30540335,276
CANZATER,30540611,276
HECK,30540886,275
BALTAZAR,30541161,275
SOMERS,30541436,275
TICE,30541711,275
OSGOOD,30541986,275
MCGEHEE,30542261,275
HOEY,30542536,275
EAKINS,30542811,275
GWALTNEY,30543086,275
WOODIE,30543361,275
MANGO,30543636,275
PEAL,30543911,275
HICKENBOTTOM,30544186,275
FOOKS,30544461,275
MCKETHAN,30544736,275
TILMON,30545011,275
HALLMON,30545286,275
RIDGES,30545561,275
NUMA,30545836,275
ISBY,30546111,275
SIMUEL,30546386,275
ELIACIN,30546661,275
VARELA,30546935,274
VICENTE,30547209,274
MCABEE,30547483,274
PERCIVAL,30547757,274
MASSENGALE,30548031,274
PATTILLO,30548305,274
PENMAN,30548579,274
SHUMAKE,30548853,274
VERCHER,30549127,274
EZEKIEL,30549401,274
DRONE,30549675,274
GOPAUL,30549949,274
COMRIE,30550223,274
PEE,30550497,274
MARSALIS,30550771,274
MCCOWIN,30551045,274
PRUDENT,30551319,274
RAGINS,30551593,274
LOCKETTE,30551867,274
MANGRAM,30552141,274
SUMMONS,30552415,274
RUISE,30552689,274
KENION,30552963,274
YONAS,30553237,274
DALCOUR,30553511,274
DEMBELE,30553785,274
LOSTON,30554059,274
VERTUS,30554333,274
OKPALA,30554607,274
CONTRERAS,30554880,273
JOSE,30555153,273
GREENWELL,30555426,273
WILFONG,30555699,273
TRAIL,30555972,273
BEADLE,30556245,273
DELAY,30556518,273
LINER,30556791,273
BLANDON,30557064,273
TAHA,30557337,273
DILLION,30557610,273
HARLIN,30557883,273
CALCOTE,30558156,273
LUCUS,30558429,273
LAVENTURE,30558702,273
CARUTH,30558975,273
CAYO,30559248,273
IKARD,30559521,273
SMYRE,30559794,273
DOSWELL,30560067,273
MOZIE,30560340,273
DRONES,30560613,273
GANTHIER,30560886,273
GALMORE,30561159,273
SOSA,30561431,272
BAUM,30561703,272
RIPLEY,30561975,272
BRUMLEY,30562247,272
LEMMON,30562519,272
ADKISON,30562791,272
RENWICK,30563063,272
HUCKS,30563335,272
BUTTLER,30563607,272
EPPINGER,30563879,272
CODNER,30564151,272
TROUBLEFIELD,30564423,272
LIMEHOUSE,30564695,272
DUPAS,30564967,272
DESHAY,30565239,272
GLEE,30565511,272
WHYE,30565783,272
KUSI,30566055,272
BRAVO,30566326,271
KAHN,30566597,271
HEIMS,30566868,271
MARCHAND,30567139,271
MEACHAM,30567410,271
ASHBURN,30567681,271
HADEN,30567952,271
SCRANTON,30568223,271
HUITT,30568494,271
HYSON,30568765,271
WEAKS,30569036,271
MOHABIR,30569307,271
ARNWINE,30569578,271
FLUITT,30569849,271
SURGEON,30570120,271
REDHEAD,30570391,271
BABINO,30570662,271
BUFFIN,30570933,271
EISON,30571204,271
OCEAN,30571475,271
SANUSI,30571746,271
DORIVAL,30572017,271
SKYERS,30572288,271
RANSAW,30572559,271
SANOGO,30572830,271
STRIGGLES,30573101,271
JEANJOSEPH,30573372,271
BOGANY,30573643,271
QUARSHIE,30573914,271
DEMOUCHET,30574185,271
BELACHEW,30574456,271
SANDOVAL,30574726,270
CHRISTENSEN,30574996,270
ZUNIGA,30575266,270
WASHBURN,30575536,270
TWEEDY,30575806,270
HAVARD,30576076,270
STRAWBRIDGE,30576346,270
DORIS,30576616,270
KASEY,30576886,270
JENRETTE,30577156,270
BOARDLEY,30577426,270
SEWER,30577696,270
NICKELBERRY,30577966,270
NOISETTE,30578236,270
DIABATE,30578506,270
LUTTRELL,30578775,269
MOATS,30579044,269
KERLEY,30579313,269
STABLER,30579582,269
STATES,30579851,269
BLACKLEDGE,30580120,269
ELZEY,30580389,269
APPLIN,30580658,269
TAFFE,30580927,269
ELEAZER,30581196,269
STAPLE,30581465,269
URSIN,30581734,269
REDRICK,30582003,269
MCGRUE,30582272,269
BOGANS,30582541,269
MOMPLAISIR,30582810,269
NWOKE,30583079,269
GIRMAY,30583348,269
HAILSTOCK,30583617,269
GOLATT,30583886,269
DUMBUYA,30584155,269
GOLIDAY,30584424,269
SKAGGS,30584692,268
SMYTH,30584960,268
MCCREADY,30585228,268
VANZANDT,30585496,268
QUINTON,30585764,268
LOLLAR,30586032,268
PIXLEY,30586300,268
HIPPS,30586568,268
CLIFF,30586836,268
GREMILLION,30587104,268
GAMBLIN,30587372,268
LOMAN,30587640,268
BRASSFIELD,30587908,268
LAWES,30588176,268
PAYEN,30588444,268
MCCROY,30588712,268
ROKER,30588980,268
TRUEHEART,30589248,268
TAPER,30589516,268
BIRTS,30589784,268
BELFON,30590052,268
AGENOR,30590320,268
MENEFIELD,30590588,268
OKORONKWO,30590856,268
UGWU,30591124,268
HARRELSON,30591391,267
FRANCK,30591658,267
EAMES,30591925,267
JOB,30592192,267
GOLIGHTLY,30592459,267
YARD,30592726,267
PLAIN,30592993,267
MAHADEO,30593260,267
DEARY,30593527,267
NOTTAGE,30593794,267
HEAVEN,30594061,267
GORY,30594328,267
LEVIER,30594595,267
CHAMBER,30594862,267
FISHBURNE,30595129,267
ROOKARD,30595396,267
SMOOTS,30595663,267
MCVEA,30595930,267
SHOALS,30596197,267
ZEPHIR,30596464,267
GENUS,30596731,267
KUMI,30596998,267
PULLOM,30597265,267
BAYMON,30597532,267
ADEBIYI,30597799,267
GYIMAH,30598066,267
VILLANUEVA,30598332,266
COVERT,30598598,266
MCCULLOCH,30598864,266
CRUISE,30599130,266
MATCHETT,30599396,266
BASDEN,30599662,266
JENKIN,30599928,266
GRAYDON,30600194,266
AGUILLARD,30600460,266
BYAM,30600726,266
KISSOON,30600992,266
ACKLES,30601258,266
MUSSE,30601524,266
JOLIVET,30601790,266
GILOT,30602056,266
ESCOFFERY,30602322,266
SHIRD,30602588,266
EBO,30602854,266
LATIKER,30603120,266
DORISMOND,30603386,266
GABBIDON,30603652,266
SALAKO,30603918,266
THICKLIN,30604184,266
BENEDICT,30604449,265
MATHENY,30604714,265
WITHROW,30604979,265
CARPER,30605244,265
DEASON,30605509,265
BEAMER,30605774,265
MCELHANEY,30606039,265
TEDFORD,30606304,265
HOVE,30606569,265
EASTERWOOD,30606834,265
HUNN,30607099,265
FIGGINS,30607364,265
MCCAMPBELL,30607629,265
RIVIERE,30607894,265
ADDIE,30608159,265
WEARING,30608424,265
DURLEY,30608689,265
GEETER,30608954,265
BIAGAS,30609219,265
CRUELL,30609484,265
VALME,30609749,265
MABINS,30610014,265
ESCOBAR,30610278,264
SIERRA,30610542,264
SCHAEFFER,30610806,264
DEMOSS,30611070,264
ELSON,30611334,264
FREDRICKS,30611598,264
MAJEED,30611862,264
MAIZE,30612126,264
GEDDIE,30612390,264
UDO,30612654,264
MUYA,30612918,264
SHURN,30613182,264
BUNDAGE,30613446,264
WAINAINA,30613710,264
CUMBERLANDER,30613974,264
SEIFU,30614238,264
SNODGRASS,30614501,263
POORE,30614764,263
CHILD,30615027,263
KILBY,30615290,263
BELMONT,30615553,263
BARBARA,30615816,263
BREED,30616079,263
HOLLIER,30616342,263
MARSHBURN,30616605,263
LANDS,30616868,263
MOLE,30617131,263
BOGAR,30617394,263
REDUS,30617657,263
LACKS,30617920,263
SCRIBER,30618183,263
BRANNER,30618446,263
BROWNRIDGE,30618709,263
SUDDS,30618972,263
HARRIEL,30619235,263
PRADIA,30619498,263
NESBETH,30619761,263
MAIGA,30620024,263
PHIRI,30620287,263
PETTIWAY,30620550,263
BUMBREY,30620813,263
ADDAE,30621076,263
CISTRUNK,30621339,263
TOGBA,30621602,263
NWOGU,30621865,263
FELICIANO,30622127,262
ROONEY,30622389,262
NEWCOMB,30622651,262
BASHAM,30622913,262
COWLES,30623175,262
MCMULLIN,30623437,262
TORRE,30623699,262
DUNLOP,30623961,262
PRESS,30624223,262
RECORD,30624485,262
MANSELL,30624747,262
HARTE,30625009,262
DAVIDS,30625271,262
HAMED,30625533,262
BLOSSOM,30625795,262
GOODWILL,30626057,262
WESS,30626319,262
CHACHERE,30626581,262
NATT,30626843,262
CURRINGTON,30627105,262
HANDFORD,30627367,262
CARREKER,30627629,262
STALLION,30627891,262
EKANEM,30628153,262
ESHUN,30628415,262
BRIGGINS,30628677,262
TAYBRON,30628939,262
SHITTU,30629201,262
BLISS,30629462,261
KATO,30629723,261
WEEKLEY,30629984,261
BULLEN,30630245,261
BARRET,30630506,261
TARRY,30630767,261
MELBOURNE,30631028,261
BAZIL,30631289,261
SHERIF,30631550,261
FLENOY,30631811,261
BUNDRAGE,30632072,261
FAHNBULLEH,30632333,261
MARCELUS,30632594,261
KLEIN,30632854,260
CHONG,30633114,260
RAINS,30633374,260
PACKARD,30633634,260
PAINE,30633894,260
MILLIKEN,30634154,260
LEBEAU,30634414,260
SINGLEY,30634674,260
BONNEAU,30634934,260
BUNDICK,30635194,260
SEBREE,30635454,260
LUTER,30635714,260
DOPSON,30635974,260
BISCOE,30636234,260
VAL,30636494,260
FACIANE,30636754,260
MUSSA,30637014,260
UDE,30637274,260
URSERY,30637534,260
BANGOURA,30637794,260
DEVOSE,30638054,260
RICHEMOND,30638314,260
MARINO,30638573,259
CABLE,30638832,259
CHANCEY,30639091,259
LINEBERGER,30639350,259
HOUCHENS,30639609,259
PLATTS,30639868,259
GRIFFIE,30640127,259
SEATS,30640386,259
FICKLING,30640645,259
WOOLEN,30640904,259
NEVILS,30641163,259
COURSE,30641422,259
TOUSANT,30641681,259
MOLETT,30641940,259
BOROM,30642199,259
SMAW,30642458,259
GOSIER,30642717,259
LARBI,30642976,259
GLAPION,30643235,259
JUDIE,30643494,259
BUMPHUS,30643753,259
CEUS,30644012,259
LOUISJACQUES,30644271,259
ARYEE,30644530,259
KOOMSON,30644789,259
MORA,30645047,258
SHERER,30645305,258
EASTERLY,30645563,258
WASHAM,30645821,258
MINNER,30646079,258
BALLOW,30646337,258
GAUT,30646595,258
DELEE,30646853,258
MCBEATH,30647111,258
MAFFETT,30647369,258
BLANDIN,30647627,258
SCOTTON,30647885,258
CRITTON,30648143,258
PRAYER,30648401,258
LABADY,30648659,258
MCCURTIS,30648917,258
FACEN,30649175,258
PHANORD,30649433,258
RIDORE,30649691,258
OGUNDIPE,30649949,258
ESPINOZA,30650206,257
CONTE,30650463,257
COLLETTE,30650720,257
WAGES,30650977,257
BLANEY,30651234,257
ANTONE,30651491,257
THREET,30651748,257
NEYLAND,30652005,257
DOLLISON,30652262,257
CARRIE,30652519,257
SINER,30652776,257
CARMICHEAL,30653033,257
YARN,30653290,257
HILLMON,30653547,257
BERNADEL,30653804,257
JEANMICHEL,30654061,257
HAUGABROOK,30654318,257
IGBOKWE,30654575,257
TEKIE,30654832,257
SAMATAR,30655089,257
BENITEZ,30655345,256
AKIN,30655601,256
BERTRAM,30655857,256
ISHAM,30656113,256
DUNKIN,30656369,256
TUNNELL,30656625,256
PYNE,30656881,256
HOBBY,30657137,256
WESTBERRY,30657393,256
REDICK,30657649,256
SHERRON,30657905,256
MCCANE,30658161,256
LOUDER,30658417,256
SMOKE,30658673,256
GUNDY,30658929,256
BAMBERG,30659185,256
ZIGLAR,30659441,256
BLACKSHER,30659697,256
OTTEY,30659953,256
DURE,30660209,256
SARPY,30660465,256
SAINTPIERRE,30660721,256
MCCARTHER,30660977,256
