Name,,weight
MILBERGER,151561682,408
OTTOSEN,151562090,408
RABENOLD,151562498,408
EPPERS,151562906,408
HENSCH,151563314,408
MELARAGNO,151563722,408
WEISBECKER,151564130,408
COLOPY,151564538,408
TRAUDT,151564946,408
SOFRANKO,151565354,408
HOLSTAD,151565762,408
DECOCK,151566170,408
VERKAMP,151566578,408
ROMANIK,151566986,408
MICKE,151567394,408
GOLINSKI,151567802,408
ZAFFINO,151568210,408
MICKA,151568618,408
MURDICK,151569026,408
PAVLENKO,151569434,408
GABA,151569841,407
VIVIER,151570248,407
ALMAS,151570655,407
RIVERE,151571062,407
GABE,151571469,407
RITTMAN,151571876,407
WISHAM,151572283,407
METH,151572690,407
COAST,151573097,407
PATRAS,151573504,407
BRECHEEN,151573911,407
BELLFLOWER,151574318,407
LUCKER,151574725,407
KOOPMANS,151575132,407
PORRAZZO,151575539,407
PIZZIMENTI,151575946,407
MANFRED,151576353,407
MELUGIN,151576760,407
KLAMMER,151577167,407
TROLINGER,151577574,407
MACKOWSKI,151577981,407
CLUCAS,151578388,407
JAMROZ,151578795,407
MEANOR,151579202,407
MOGEL,151579609,407
SZPAK,151580016,407
ALLWEIN,151580423,407
BOEDECKER,151580830,407
GLAAB,151581237,407
ERMER,151581644,407
GLOD,151582051,407
HAULK,151582458,407
KLESS,151582865,407
MORGART,151583272,407
MIDTHUN,151583679,407
GURNSEY,151584086,407
DELASHMUTT,151584493,407
BREER,151584900,407
GANDOLFI,151585307,407
SIMBECK,151585714,407
BEHRING,151586121,407
TOUTANT,151586528,407
OBERHAUS,151586935,407
MILTNER,151587342,407
MCCONAHAY,151587749,407
HURM,151588156,407
DEILY,151588563,407
KOLKA,151588970,407
THALMANN,151589377,407
ROUDABUSH,151589784,407
VARI,151590191,407
WALTERSCHEID,151590598,407
NANNINGA,151591005,407
PURK,151591412,407
PROWANT,151591819,407
LAFALCE,151592226,407
LHOMMEDIEU,151592633,407
GROUP,151593040,407
WAZNY,151593447,407
BALDASSARI,151593854,407
SCHIEBEL,151594261,407
FORNESS,151594668,407
GOONAN,151595075,407
HINGST,151595482,407
LOMASNEY,151595889,407
GOLIAS,151596296,407
FELGENHAUER,151596703,407
LEIBER,151597110,407
TUFARO,151597517,407
BIELENBERG,151597924,407
BARROWMAN,151598331,407
ARLINGHAUS,151598738,407
FOISTER,151599145,407
WOJTKIEWICZ,151599552,407
KLAPHAKE,151599959,407
TALAVERA,151600365,406
ZACHERY,151600771,406
LATSON,151601177,406
WEATHERINGTON,151601583,406
KOLA,151601989,406
HODA,151602395,406
KIRKS,151602801,406
GUILLET,151603207,406
GLEGHORN,151603613,406
LITHGOW,151604019,406
DEARAUJO,151604425,406
MOGHADAM,151604831,406
ALALI,151605237,406
SHULAR,151605643,406
STATE,151606049,406
SCHOLFIELD,151606455,406
SYMON,151606861,406
YOUNKINS,151607267,406
PIERCEFIELD,151607673,406
LACE,151608079,406
GLADD,151608485,406
LINDY,151608891,406
WANER,151609297,406
HEDGEPATH,151609703,406
BRUMLOW,151610109,406
BARTOLONE,151610515,406
CROUNSE,151610921,406
GIRONDA,151611327,406
ROES,151611733,406
FROM,151612139,406
LAHN,151612545,406
WRIDE,151612951,406
HORNBROOK,151613357,406
SAMMUT,151613763,406
KLEEN,151614169,406
GILB,151614575,406
VLAHAKIS,151614981,406
FURCHES,151615387,406
CENTOLA,151615793,406
NEIBERT,151616199,406
KIRSCHENMANN,151616605,406
BINETTI,151617011,406
MIRKIN,151617417,406
MISSLER,151617823,406
PIERCEALL,151618229,406
RADZIK,151618635,406
DOBRIN,151619041,406
FIGIEL,151619447,406
LUEDECKE,151619853,406
SPROCK,151620259,406
BORELL,151620665,406
HAUSCHILDT,151621071,406
HEIMSOTH,151621477,406
LENIUS,151621883,406
SASSMAN,151622289,406
WAMSER,151622695,406
LEVANGIE,151623101,406
HARTEN,151623507,406
DECAPUA,151623913,406
WILTSEY,151624319,406
MOUTRAY,151624725,406
KENAGY,151625131,406
GRAUBERGER,151625537,406
JANOTA,151625943,406
LINDMAN,151626349,406
KIERAN,151626755,406
LADLEY,151627161,406
SCORSONE,151627567,406
TUCKERMAN,151627973,406
GRUENHAGEN,151628379,406
ENSINGER,151628785,406
KARPOVICH,151629191,406
KAPLER,151629597,406
HABERL,151630003,406
DIEFENDORF,151630409,406
BURGGRAFF,151630815,406
HOVIOUS,151631221,406
HIPSKIND,151631627,406
POLSINELLI,151632033,406
PARPART,151632439,406
PACKMAN,151632845,406
STITZ,151633251,406
BALINSKI,151633657,406
SHANKMAN,151634063,406
SCHMUTZLER,151634469,406
OFFERDAHL,151634875,406
MANWILLER,151635281,406
HEINLEN,151635687,406
TORP,151636093,406
SOWER,151636499,406
RAFUSE,151636905,406
STUEWE,151637311,406
RUFER,151637717,406
GRIEPENTROG,151638123,406
HUELS,151638529,406
WIECH,151638935,406
ELGERSMA,151639341,406
MEDVEDEV,151639747,406
TRZEBIATOWSKI,151640153,406
MELCHOR,151640558,405
GRANADO,151640963,405
GHOLSTON,151641368,405
SELDON,151641773,405
LENON,151642178,405
LEVEL,151642583,405
HUBBART,151642988,405
GELL,151643393,405
GARTLEY,151643798,405
LEYS,151644203,405
LANTING,151644608,405
TALENT,151645013,405
SANTOR,151645418,405
ESKIN,151645823,405
SALUS,151646228,405
GULER,151646633,405
DILELLA,151647038,405
WASIL,151647443,405
HUCKEBY,151647848,405
GOUPIL,151648253,405
ELDEN,151648658,405
GONIA,151649063,405
PERTUIT,151649468,405
SILMAN,151649873,405
CARVILLE,151650278,405
CAPENER,151650683,405
SEHR,151651088,405
HEARTY,151651493,405
BRESETT,151651898,405
VANDERSLUIS,151652303,405
DARNOLD,151652708,405
SHIPLETT,151653113,405
DININO,151653518,405
MOLNER,151653923,405
DINGLEDINE,151654328,405
KUBENA,151654733,405
TAIBI,151655138,405
TATTON,151655543,405
FARINELLI,151655948,405
FRUMKIN,151656353,405
JANCO,151656758,405
HANSMAN,151657163,405
BIELLO,151657568,405
WAHLERT,151657973,405
SCHLOTZHAUER,151658378,405
TATSCH,151658783,405
SPAGNA,151659188,405
KORELL,151659593,405
FROSS,151659998,405
BUERK,151660403,405
STUDNICKA,151660808,405
ZAUCHA,151661213,405
GRUSSING,151661618,405
MASTRIANO,151662023,405
STUDZINSKI,151662428,405
PITTNER,151662833,405
KALLMEYER,151663238,405
FLYTE,151663643,405
MAHRT,151664048,405
BONGERS,151664453,405
ANAGNOS,151664858,405
TENNESSEN,151665263,405
OSTERMEIER,151665668,405
MEDENDORP,151666073,405
SHKOLNIK,151666478,405
MICHETTI,151666883,405
KALISCH,151667288,405
FIGLER,151667693,405
SPENNER,151668098,405
KILLILEA,151668503,405
GILDEHAUS,151668908,405
SAFFOLD,151669312,404
FOMBY,151669716,404
GERALDS,151670120,404
COWSER,151670524,404
KLUGH,151670928,404
SWEEZY,151671332,404
ROSSE,151671736,404
WALLY,151672140,404
EDGLEY,151672544,404
GRANDPRE,151672948,404
SILBERBERG,151673352,404
ALF,151673756,404
ALMASRI,151674160,404
PULLARA,151674564,404
LATENDRESSE,151674968,404
GLEED,151675372,404
OVERACKER,151675776,404
GLACE,151676180,404
LUNGREN,151676584,404
DOLS,151676988,404
KLEY,151677392,404
CONSOLE,151677796,404
OHMS,151678200,404
FULWILER,151678604,404
TALLERICO,151679008,404
HAUPTMANN,151679412,404
BALOW,151679816,404
RIZKALLA,151680220,404
FIEBER,151680624,404
NEWMEYER,151681028,404
SPYKER,151681432,404
SLADKY,151681836,404
WIKEL,151682240,404
BAMBACH,151682644,404
OATLEY,151683048,404
MARDIROSIAN,151683452,404
UCCI,151683856,404
FREIMAN,151684260,404
COLLINGE,151684664,404
HIGGASON,151685068,404
KEADLE,151685472,404
SAVERINO,151685876,404
SENSENEY,151686280,404
WEANT,151686684,404
WOELK,151687088,404
FURNER,151687492,404
LUDKE,151687896,404
KOPERA,151688300,404
LAPRAD,151688704,404
PEMBLE,151689108,404
BERWANGER,151689512,404
SHINDLEDECKER,151689916,404
TAGLIERI,151690320,404
PETRELLI,151690724,404
HOUG,151691128,404
KILNER,151691532,404
STOLER,151691936,404
ROSEKRANS,151692340,404
AFFINITO,151692744,404
EBBERS,151693148,404
HOESLY,151693552,404
LUSKIN,151693956,404
RINIKER,151694360,404
YEARICK,151694764,404
ZATORSKI,151695168,404
BARSHINGER,151695572,404
DOUGHTEN,151695976,404
JANECZKO,151696380,404
WISSNER,151696784,404
SCHLEYER,151697188,404
STENZ,151697592,404
DUCKWALL,151697996,404
WINSCHEL,151698400,404
VASICEK,151698804,404
BRUSHABER,151699208,404
HERKERT,151699612,404
JUNGELS,151700016,404
SAVCHUK,151700420,404
FRIELING,151700824,404
PELAEZ,151701227,403
FELAN,151701630,403
ENGRAM,151702033,403
DEO,151702436,403
ESCO,151702839,403
MICHELLE,151703242,403
DOWLEN,151703645,403
PAIN,151704048,403
PERRODIN,151704451,403
GUERRANT,151704854,403
ADEL,151705257,403
MULA,151705660,403
EMMITT,151706063,403
KIMPLE,151706466,403
ABBO,151706869,403
MCCALLEY,151707272,403
MCNEISH,151707675,403
LUCKMAN,151708078,403
PEVEHOUSE,151708481,403
METER,151708884,403
PAOLO,151709287,403
BRANNAM,151709690,403
STEUART,151710093,403
RAMELLA,151710496,403
FESER,151710899,403
MEINEKE,151711302,403
SCOLLARD,151711705,403
LAHAM,151712108,403
FRATE,151712511,403
KANAREK,151712914,403
BAETZ,151713317,403
ECKENROTH,151713720,403
HINCHCLIFF,151714123,403
SALKIN,151714526,403
GREUBEL,151714929,403
MANZIONE,151715332,403
MANGINE,151715735,403
BLIER,151716138,403
SWEETON,151716541,403
TERRIS,151716944,403
STEMARIE,151717347,403
LOUVIER,151717750,403
LESTRANGE,151718153,403
DOCKHAM,151718556,403
BUFANO,151718959,403
HOLDA,151719362,403
MARTELLE,151719765,403
LILJENQUIST,151720168,403
LATTERELL,151720571,403
PAULHAMUS,151720974,403
OSTENSON,151721377,403
TASCA,151721780,403
VITITOE,151722183,403
BORSETH,151722586,403
SCRIMA,151722989,403
SCHOBERT,151723392,403
OVESON,151723795,403
KALISZ,151724198,403
MENZE,151724601,403
ZOUCHA,151725004,403
WIDRIG,151725407,403
SORBO,151725810,403
SKEANS,151726213,403
KRANER,151726616,403
KREH,151727019,403
KASTEL,151727422,403
MENNEN,151727825,403
GUIDONE,151728228,403
FEICKERT,151728631,403
SCHMAL,151729034,403
SHELSTAD,151729437,403
SOZIO,151729840,403
ROESSNER,151730243,403
VOLOSHIN,151730646,403
AMBROGIO,151731049,403
KLEPACKI,151731452,403
DECECCO,151731855,403
CRAVENER,151732258,403
MARINOV,151732661,403
STICKA,151733064,403
STUPKA,151733467,403
WUEBBEN,151733870,403
TSCHANTZ,151734273,403
JUCKETT,151734676,403
HELVESTON,151735079,403
LINGG,151735482,403
KIENLE,151735885,403
YOUNGDAHL,151736288,403
DOLECKI,151736691,403
LANTAGNE,151737094,403
RUETH,151737497,403
LANEVE,151737900,403
RAUDABAUGH,151738303,403
CEJA,151738705,402
MOSQUEDA,151739107,402
CORIA,151739509,402
KASSA,151739911,402
KASSIM,151740313,402
RYLES,151740715,402
BURGO,151741117,402
VILLARD,151741519,402
HENRI,151741921,402
SOLI,151742323,402
DOLTON,151742725,402
HIDER,151743127,402
POSA,151743529,402
WEILBACHER,151743931,402
ROBBERSON,151744333,402
SWAILES,151744735,402
WAAS,151745137,402
LAPRE,151745539,402
BERETTA,151745941,402
BASICH,151746343,402
BERTOLI,151746745,402
IDELL,151747147,402
LALLO,151747549,402
ZAFFUTO,151747951,402
MONIGOLD,151748353,402
ANDREANO,151748755,402
CASTAGNO,151749157,402
FRUM,151749559,402
MCCAMY,151749961,402
FASONE,151750363,402
FAZZINI,151750765,402
FERG,151751167,402
ROLFSON,151751569,402
JURNEY,151751971,402
FEIGEL,151752373,402
OHLIN,151752775,402
COCKERELL,151753177,402
MCCONAUGHEY,151753579,402
SEGRETO,151753981,402
DUNAY,151754383,402
FERRISS,151754785,402
SACKRIDER,151755187,402
SHERBURN,151755589,402
CLEMENTZ,151755991,402
FORSE,151756393,402
LACERTE,151756795,402
PADFIELD,151757197,402
NYDEGGER,151757599,402
ALKEMA,151758001,402
DEWAARD,151758403,402
GANTENBEIN,151758805,402
KANIEWSKI,151759207,402
KUNKA,151759609,402
SLUITER,151760011,402
SAWDEY,151760413,402
EMERTON,151760815,402
ELSBERND,151761217,402
DUNST,151761619,402
VANDERCOOK,151762021,402
WATZ,151762423,402
SUCIU,151762825,402
HOILMAN,151763227,402
SCARPACI,151763629,402
ZACEK,151764031,402
VONCANNON,151764433,402
WURTZEL,151764835,402
BAUDENDISTEL,151765237,402
STOCKE,151765639,402
STUCHELL,151766041,402
NAEVE,151766443,402
MYETTE,151766845,402
GOSDIN,151767247,402
KARABIN,151767649,402
ROEGNER,151768051,402
SACKMANN,151768453,402
PINYAN,151768855,402
QURESHI,151769256,401
GABALDON,151769657,401
MCTEER,151770058,401
GRISMORE,151770459,401
BRAU,151770860,401
QUEIROZ,151771261,401
MERIDITH,151771662,401
DURETTE,151772063,401
SARRAZIN,151772464,401
DEFARIA,151772865,401
AMIRIAN,151773266,401
GALLAMORE,151773667,401
ALEXA,151774068,401
DOHMAN,151774469,401
CROPLEY,151774870,401
FORGIE,151775271,401
MCGILTON,151775672,401
CRUNKLETON,151776073,401
SINISCALCHI,151776474,401
MINETTI,151776875,401
MONTESI,151777276,401
BOLLIER,151777677,401
LITLE,151778078,401
FIER,151778479,401
WYAND,151778880,401
BISAILLON,151779281,401
VERNO,151779682,401
SPRIGG,151780083,401
ZURFLUH,151780484,401
JAGIELLO,151780885,401
SHANHOLTZER,151781286,401
SELBE,151781687,401
ALBU,151782088,401
ZEGERS,151782489,401
COSTAGLIOLA,151782890,401
BOGDANOWICZ,151783291,401
ANDREEN,151783692,401
SCAHILL,151784093,401
MEROLLA,151784494,401
REINCKE,151784895,401
BREMS,151785296,401
KOVICH,151785697,401
LEMMING,151786098,401
MIRARCHI,151786499,401
BEISER,151786900,401
LICH,151787301,401
MARCIANTE,151787702,401
DUFFETT,151788103,401
PRESGRAVES,151788504,401
ORENDER,151788905,401
ONCALE,151789306,401
ROCKERS,151789707,401
VERDERBER,151790108,401
POSILLICO,151790509,401
HEIMERMAN,151790910,401
FRANCZAK,151791311,401
CRITCHER,151791712,401
JANOVSKY,151792113,401
MIKULEC,151792514,401
SCHEMENAUER,151792915,401
LORELLO,151793316,401
FLAM,151793717,401
JASKO,151794118,401
POLACHEK,151794519,401
WEHDE,151794920,401
ESWORTHY,151795321,401
LINKENHOKER,151795722,401
PUTZIER,151796123,401
NEVALA,151796524,401
VONDRAN,151796925,401
ZUROWSKI,151797326,401
WAMBOLDT,151797727,401
STROOPE,151798128,401
PINCH,151798529,401
RAFALKO,151798930,401
HOLLATZ,151799331,401
DETHLEFS,151799732,401
ERPS,151800133,401
DYKAS,151800534,401
STREITMATTER,151800935,401
PETTEYS,151801336,401
LIEBENOW,151801737,401
DENENBERG,151802138,401
CALTRIDER,151802539,401
GRACEFFA,151802940,401
LANDESMAN,151803341,401
PELSTER,151803742,401
ZERN,151804143,401
ALTADONNA,151804544,401
BOIES,151804945,401
DORNING,151805346,401
SPRONG,151805747,401
BARNICLE,151806148,401
WANNINGER,151806549,401
SALKIC,151806950,401
LARIOS,151807350,400
RASCON,151807750,400
QUIROGA,151808150,400
DARDAR,151808550,400
DEMMING,151808950,400
PEEVY,151809350,400
JACQUE,151809750,400
BOLEWARE,151810150,400
CERRITO,151810550,400
TANGO,151810950,400
MADARIS,151811350,400
FOLLEY,151811750,400
OKRAY,151812150,400
ABDELHAMID,151812550,400
FAIREY,151812950,400
CAMM,151813350,400
CARMICKLE,151813750,400
KEARSLEY,151814150,400
DEMARCUS,151814550,400
BRAMLET,151814950,400
SANSEVERINO,151815350,400
SHARPNACK,151815750,400
SCOMA,151816150,400
DEKAY,151816550,400
PERALA,151816950,400
VANDALEN,151817350,400
THEISSEN,151817750,400
TELLEFSEN,151818150,400
LEETCH,151818550,400
DIMARIO,151818950,400
GAWTHROP,151819350,400
TATLOCK,151819750,400
JECH,151820150,400
CLOKE,151820550,400
BUZEK,151820950,400
ROSSELOT,151821350,400
PASQUINELLI,151821750,400
REALMUTO,151822150,400
MARCOE,151822550,400
CRESTA,151822950,400
DZIKOWSKI,151823350,400
GREIS,151823750,400
KORZENIEWSKI,151824150,400
LABIANCA,151824550,400
WHATCOTT,151824950,400
BILOW,151825350,400
STINCHFIELD,151825750,400
RAITH,151826150,400
BASARA,151826550,400
SAFFRAN,151826950,400
TOCK,151827350,400
SPRENG,151827750,400
SITTERLY,151828150,400
LEMBURG,151828550,400
DAGLE,151828950,400
ZICKAFOOSE,151829350,400
UMMEL,151829750,400
STOCKBURGER,151830150,400
ENDERBY,151830550,400
DEVINO,151830950,400
BUDDENHAGEN,151831350,400
GOLDINGER,151831750,400
HAUSERMAN,151832150,400
LATSCH,151832550,400
PETAK,151832950,400
SCHIFFBAUER,151833350,400
SPITALE,151833750,400
KRENIK,151834150,400
HAUCH,151834550,400
GARTSIDE,151834950,400
CHAIKIN,151835350,400
DEGRAND,151835750,400
DURNIL,151836150,400
KNOTEK,151836550,400
WITZIG,151836950,400
WHITTINGHILL,151837350,400
PAJOR,151837750,400
MALCOMSON,151838150,400
GROMEK,151838550,400
KOKESH,151838950,400
RAHRIG,151839350,400
PRUYN,151839750,400
BOEH,151840150,400
VANDERSLOOT,151840550,400
HIEGEL,151840950,400
MACTAVISH,151841350,400
PENOYER,151841750,400
WAGGY,151842150,400
WENDER,151842550,400
REZABEK,151842950,400
SIMAR,151843350,400
BUDZIK,151843750,400
DESLATTE,151844150,400
TERLECKI,151844550,400
ELCHERT,151844950,400
BRIGNER,151845350,400
MITTENDORF,151845750,400
RYBINSKI,151846150,400
BERTELS,151846550,400
BARGMANN,151846950,400
SCHWEBKE,151847350,400
GREENWALDT,151847750,400
BUBOLZ,151848150,400
HOLTHUS,151848550,400
QUEVEDO,151848949,399
OSUNA,151849348,399
LA,151849747,399
BLACKSHER,151850146,399
PICOTTE,151850545,399
FERGESON,151850944,399
HOLLING,151851343,399
TRIBBEY,151851742,399
PERAZZO,151852141,399
BARKIN,151852540,399
KIMBLEY,151852939,399
CORDIAL,151853338,399
SCHWED,151853737,399
PETTERSSON,151854136,399
DALPORTO,151854535,399
PEDROTTI,151854934,399
LIVOTI,151855333,399
MANSI,151855732,399
HENDRIE,151856131,399
HALT,151856530,399
JUEL,151856929,399
MCQUILLIN,151857328,399
FENT,151857727,399
EDGER,151858126,399
COOLMAN,151858525,399
HEINIG,151858924,399
ZIEL,151859323,399
WERNLI,151859722,399
DEBENEDETTO,151860121,399
LENNARTZ,151860520,399
BELVEAL,151860919,399
SMEDBERG,151861318,399
WHINNERY,151861717,399
ZUMBRUN,151862116,399
REPINE,151862515,399
MERKEY,151862914,399
PALOMBI,151863313,399
BUMBAUGH,151863712,399
DESMITH,151864111,399
DAVIDOW,151864510,399
HULSEBUS,151864909,399
LIENAU,151865308,399
ORLIK,151865707,399
FRISELLA,151866106,399
SHRECK,151866505,399
BESEMER,151866904,399
TETLEY,151867303,399
DEPIERRO,151867702,399
GORCZYNSKI,151868101,399
BLASKOWSKI,151868500,399
URRY,151868899,399
SEREDA,151869298,399
HERMS,151869697,399
MEYERHOFER,151870096,399
BILLINGHAM,151870495,399
BOVENZI,151870894,399
SCHELLHASE,151871293,399
LINGAFELTER,151871692,399
FERRELLI,151872091,399
DEVENNY,151872490,399
COFRANCESCO,151872889,399
GOTWALT,151873288,399
GROOTERS,151873687,399
SCIOLI,151874086,399
KIRKNER,151874485,399
FETTING,151874884,399
ZHUK,151875283,399
LAUREANO,151875681,398
PAIZ,151876079,398
DELACERDA,151876477,398
FLYTHE,151876875,398
BURELL,151877273,398
TURNBO,151877671,398
WELFORD,151878069,398
WEAKLY,151878467,398
GOATLEY,151878865,398
BERNASCONI,151879263,398
PRIGMORE,151879661,398
HOLCK,151880059,398
DUSTON,151880457,398
LUNDEN,151880855,398
WERDER,151881253,398
LAMAGNA,151881651,398
CAPLIN,151882049,398
THUMANN,151882447,398
LAWTHER,151882845,398
CANZANO,151883243,398
DRONEY,151883641,398
PAVESE,151884039,398
BUTTACAVOLI,151884437,398
PESNELL,151884835,398
PICKART,151885233,398
ANGERMAN,151885631,398
BOUTHILLIER,151886029,398
TWADDELL,151886427,398
FRIEDE,151886825,398
KUNIN,151887223,398
PYNN,151887621,398
MIRANTE,151888019,398
WATLING,151888417,398
PICCHI,151888815,398
HUEBERT,151889213,398
MCCARGAR,151889611,398
HOLTZINGER,151890009,398
HODAK,151890407,398
POSTIGLIONE,151890805,398
BOLINE,151891203,398
RITZENTHALER,151891601,398
SPEROS,151891999,398
PIETRANGELO,151892397,398
DESHARNAIS,151892795,398
COBERLEY,151893193,398
FLASCH,151893591,398
VONARX,151893989,398
GOTSHALL,151894387,398
TRESSEL,151894785,398
NICOLAISEN,151895183,398
GADZINSKI,151895581,398
KRAKOW,151895979,398
LEHMER,151896377,398
STAEBELL,151896775,398
RUNQUIST,151897173,398
BLAZEVIC,151897571,398
BATCHELLER,151897969,398
MIKKOLA,151898367,398
HULICK,151898765,398
DISOTELL,151899163,398
ISHLER,151899561,398
VOLEK,151899959,398
STOECKLEIN,151900357,398
BROSH,151900755,398
KILTY,151901153,398
KUENSTLER,151901551,398
VANOVERBEKE,151901949,398
BIENSTOCK,151902347,398
SCHICKLING,151902745,398
JANNING,151903143,398
TON,151903540,397
BORRERO,151903937,397
MAS,151904334,397
HOPES,151904731,397
BRONAUGH,151905128,397
CODNER,151905525,397
BRODEN,151905922,397
DATO,151906319,397
BUGAY,151906716,397
CROSLIN,151907113,397
EDRIS,151907510,397
BOISSELLE,151907907,397
MCGRAY,151908304,397
SHERRIFF,151908701,397
YOTT,151909098,397
BRASUELL,151909495,397
BEEVERS,151909892,397
MICCIO,151910289,397
CANARD,151910686,397
VALENZANO,151911083,397
LINDROTH,151911480,397
DYMENT,151911877,397
RYEN,151912274,397
MONTIETH,151912671,397
BALIK,151913068,397
YAWORSKI,151913465,397
TORONTO,151913862,397
HEIGL,151914259,397
MARKING,151914656,397
ZBINDEN,151915053,397
BOEKER,151915450,397
CHOPLIN,151915847,397
JOKERST,151916244,397
KNIESS,151916641,397
FELKNER,151917038,397
MELCHING,151917435,397
MUNTEANU,151917832,397
HOILAND,151918229,397
SCHEUNEMANN,151918626,397
CRUEA,151919023,397
KRAPFL,151919420,397
PETRACCA,151919817,397
SKUPIEN,151920214,397
SKOFF,151920611,397
SPACK,151921008,397
MATEJCEK,151921405,397
HUNNELL,151921802,397
POMERANZ,151922199,397
KARNOWSKI,151922596,397
HOCHSTATTER,151922993,397
GARVERICK,151923390,397
WUELLNER,151923787,397
BOTHUN,151924184,397
STAUDACHER,151924581,397
STUPAR,151924978,397
SLOVACEK,151925375,397
WOBBE,151925772,397
GIOVANELLI,151926169,397
BUSSCHER,151926566,397
ROMENESKO,151926963,397
KRAEGER,151927360,397
BEJARANO,151927756,396
BERNABE,151928152,396
ROBLE,151928548,396
HALTIWANGER,151928944,396
FANTA,151929340,396
MANDALA,151929736,396
CUTCHIN,151930132,396
FERRARIS,151930528,396
MICHEALS,151930924,396
BASHER,151931320,396
DEVERAUX,151931716,396
BARBERI,151932112,396
TALLO,151932508,396
HUBANKS,151932904,396
SPARK,151933300,396
GUBA,151933696,396
OUTCALT,151934092,396
BORRIS,151934488,396
COLFORD,151934884,396
LEKA,151935280,396
LITTLEFORD,151935676,396
PERRA,151936072,396
MARKSON,151936468,396
PICKING,151936864,396
IBRAGIMOV,151937260,396
CARRAS,151937656,396
KORY,151938052,396
LAMMEY,151938448,396
PHERIGO,151938844,396
DISANO,151939240,396
SPERBECK,151939636,396
SEHER,151940032,396
BAUMGARNER,151940428,396
LICKLITER,151940824,396
WITKOP,151941220,396
LAWRIMORE,151941616,396
TILLMANN,151942012,396
SCHWERDT,151942408,396
ANGELICO,151942804,396
GORENFLO,151943200,396
HEYS,151943596,396
MACNAIR,151943992,396
PADDACK,151944388,396
ROLLI,151944784,396
VANSLOOTEN,151945180,396
VOGHT,151945576,396
NERENBERG,151945972,396
GOETZKE,151946368,396
MELESKI,151946764,396
THACHER,151947160,396
SHADBURN,151947556,396
BIERS,151947952,396
BEEGHLY,151948348,396
BOYSEL,151948744,396
NEPPL,151949140,396
NORMOYLE,151949536,396
HERRLE,151949932,396
HOULTON,151950328,396
ZEMEL,151950724,396
URWIN,151951120,396
KALOUS,151951516,396
DENAPOLI,151951912,396
BOWMER,151952308,396
BARTUS,151952704,396
RAMLOW,151953100,396
GLASTETTER,151953496,396
DEUTSCHMAN,151953892,396
MENCONI,151954288,396
LANGBEHN,151954684,396
SUMPTION,151955080,396
BOUCHEY,151955476,396
TURKOVICH,151955872,396
YEDINAK,151956268,396
STROIK,151956664,396
DUFFNEY,151957060,396
BOLLIGER,151957456,396
NORRIE,151957852,396
KIESCHNICK,151958248,396
LUKAC,151958644,396
KLYM,151959040,396
DOLDER,151959436,396
LAUDENBACH,151959832,396
LABORE,151960228,396
HEPKER,151960624,396
DEBOY,151961020,396
DEKAM,151961416,396
LEVITIN,151961812,396
KAPFER,151962208,396
STRAHLER,151962604,396
SCHORK,151963000,396
VANSELOW,151963396,396
BERKSTRESSER,151963792,396
SMIALEK,151964188,396
RAPACZ,151964584,396
LADER,151964980,396
KOCAN,151965376,396
HISCOX,151965772,396
FURTH,151966168,396
DOEPKE,151966564,396
CAMPISANO,151966960,396
HIRSHBERG,151967356,396
HEINKE,151967752,396
LEIBENSPERGER,151968148,396
TROLL,151968544,396
ACHORN,151968940,396
JESKO,151969336,396
GORNIK,151969732,396
WYFFELS,151970128,396
OBERBROECKLING,151970524,396
ISLAS,151970919,395
PETTWAY,151971314,395
GILLINS,151971709,395
SALAME,151972104,395
DAGAN,151972499,395
MCINTEE,151972894,395
KATTAN,151973289,395
LOURO,151973684,395
THAL,151974079,395
HOURANI,151974474,395
MILLIRONS,151974869,395
BEBER,151975264,395
MARCON,151975659,395
WANSER,151976054,395
KATON,151976449,395
CHANLEY,151976844,395
GILLSON,151977239,395
BENDURE,151977634,395
BUCHE,151978029,395
ROCCHI,151978424,395
VIRZI,151978819,395
BUDAI,151979214,395
BUDROW,151979609,395
PROCH,151980004,395
WEYMAN,151980399,395
ROODE,151980794,395
CRIGER,151981189,395
HARCLERODE,151981584,395
DODDRIDGE,151981979,395
ESTENSON,151982374,395
LIBERA,151982769,395
TEUNISSEN,151983164,395
ISAMAN,151983559,395
CINQUEMANI,151983954,395
HEMRICK,151984349,395
LADOW,151984744,395
SCARANTINO,151985139,395
TROSTEL,151985534,395
WESTROM,151985929,395
REDEL,151986324,395
REICHMANN,151986719,395
ROEVER,151987114,395
HELDER,151987509,395
FRASCELLA,151987904,395
GOCKEL,151988299,395
MEST,151988694,395
SPLITT,151989089,395
JACOBER,151989484,395
GOSHERT,151989879,395
GERWITZ,151990274,395
DEJOY,151990669,395
BRIAR,151991064,395
LEIF,151991459,395
RADAKOVICH,151991854,395
TRACZ,151992249,395
WEISBECK,151992644,395
GATHMAN,151993039,395
HEMMERICH,151993434,395
MEAKER,151993829,395
RAPONE,151994224,395
SORICE,151994619,395
REPETTI,151995014,395
VITKO,151995409,395
VIEBROCK,151995804,395
HEEKE,151996199,395
TEPLY,151996594,395
PODGURSKI,151996989,395
DOBMEIER,151997384,395
SHRAMEK,151997779,395
ALEGRIA,151998173,394
VALERA,151998567,394
DARVILLE,151998961,394
COSTE,151999355,394
NIBLACK,151999749,394
CRUMBY,152000143,394
THURMON,152000537,394
ADLEY,152000931,394
BENA,152001325,394
CAIRES,152001719,394
