Name,,weight
GREGORI,152002113,394
HAVNER,152002507,394
GRUEL,152002901,394
CRISPO,152003295,394
CORDONE,152003689,394
HARAWAY,152004083,394
MCNAMER,152004477,394
CAVALCANTE,152004871,394
TAHAN,152005265,394
IRVAN,152005659,394
STROHMEIER,152006053,394
KOLBER,152006447,394
VALINE,152006841,394
TIPPY,152007235,394
CASTELLUCCIO,152007629,394
MELLETT,152008023,394
VANCISE,152008417,394
PAWLING,152008811,394
COLLEGE,152009205,394
DINSE,152009599,394
FREHNER,152009993,394
LIESE,152010387,394
SAVAGEAU,152010781,394
SARKA,152011175,394
ABELES,152011569,394
GIGANTI,152011963,394
SALATINO,152012357,394
FASCIANO,152012751,394
CORDASCO,152013145,394
ENSLIN,152013539,394
LOEFFEL,152013933,394
NABB,152014327,394
SHIGLEY,152014721,394
MURDY,152015115,394
TOLLY,152015509,394
RUSSON,152015903,394
BANFILL,152016297,394
STEFKO,152016691,394
DOMANICO,152017085,394
OBORN,152017479,394
SWOVELAND,152017873,394
SAUCERMAN,152018267,394
TERVO,152018661,394
GIESECKE,152019055,394
FINKBINER,152019449,394
FROH,152019843,394
SONDAG,152020237,394
BOSSHARDT,152020631,394
VANDERSTEEN,152021025,394
TREESH,152021419,394
KOBYLINSKI,152021813,394
HJELLE,152022207,394
HASKEW,152022601,394
BROSHEARS,152022995,394
ELFERING,152023389,394
HANTHORN,152023783,394
HEINL,152024177,394
LOVAAS,152024571,394
KONTZ,152024965,394
SUTHER,152025359,394
SCHUFF,152025753,394
BROADLEY,152026147,394
CITRIN,152026541,394
BERKERY,152026935,394
WASKOW,152027329,394
HUNKELE,152027723,394
GOUGEON,152028117,394
FAWSON,152028511,394
BURGMEIER,152028905,394
ALLEGRETTO,152029299,394
NAPIERKOWSKI,152029693,394
PANZARINO,152030087,394
MATTHEIS,152030481,394
GOECKNER,152030875,394
LIONBERGER,152031269,394
POFAHL,152031663,394
SWEIGARD,152032057,394
RUCKERT,152032451,394
WINNICKI,152032845,394
BUSSMAN,152033239,394
HOESCHEN,152033633,394
REZNIKOV,152034027,394
GIPPLE,152034421,394
GNIADEK,152034815,394
ZIERDEN,152035209,394
SCHOEPP,152035603,394
MAUSSER,152035997,394
ANWAR,152036390,393
CRESPIN,152036783,393
GATHERS,152037176,393
ARLINE,152037569,393
CORTE,152037962,393
MARANDA,152038355,393
GERA,152038748,393
SIEH,152039141,393
BELCOURT,152039534,393
SWAGERTY,152039927,393
BUMPAS,152040320,393
EZERNACK,152040713,393
SELLER,152041106,393
SIDDLE,152041499,393
FATHI,152041892,393
DECOU,152042285,393
AXON,152042678,393
GRANDCHAMP,152043071,393
THABET,152043464,393
KLUTZ,152043857,393
DUNMAN,152044250,393
GANSON,152044643,393
GIRVAN,152045036,393
CHESMORE,152045429,393
CORTOPASSI,152045822,393
HENGGELER,152046215,393
NELON,152046608,393
SANDAU,152047001,393
PORR,152047394,393
BOYAN,152047787,393
SEARSON,152048180,393
BURCKHARDT,152048573,393
CHELL,152048966,393
ARGENT,152049359,393
YEHLE,152049752,393
WELLENDORF,152050145,393
BUTORAC,152050538,393
EGLEY,152050931,393
RENSLOW,152051324,393
TEUBER,152051717,393
SHELDRICK,152052110,393
BANDURA,152052503,393
JUNGMAN,152052896,393
BURGAMY,152053289,393
GROWNEY,152053682,393
MAURITZ,152054075,393
VARALLO,152054468,393
OESER,152054861,393
RUSCITTI,152055254,393
LYCAN,152055647,393
HASBROOK,152056040,393
DELLOLIO,152056433,393
MANGANELLI,152056826,393
KLOBERDANZ,152057219,393
BOUTELL,152057612,393
AILSTOCK,152058005,393
ZUKAS,152058398,393
TURKO,152058791,393
TIEFENTHALER,152059184,393
LAACK,152059577,393
HEIMBIGNER,152059970,393
BREWBAKER,152060363,393
DENTINGER,152060756,393
DUECKER,152061149,393
DORNAK,152061542,393
GORDNER,152061935,393
MCLARNEY,152062328,393
KIHN,152062721,393
OFFERMANN,152063114,393
SJOQUIST,152063507,393
ROTTIER,152063900,393
SCHWENKER,152064293,393
ARNHOLT,152064686,393
LASKARIS,152065079,393
MARZELLA,152065472,393
GEISTER,152065865,393
CONKIN,152066258,393
EAKEN,152066651,393
TILLEMA,152067044,393
WITTEKIND,152067437,393
ZELDIN,152067830,393
MANDILE,152068223,393
PEEDIN,152068616,393
DEIMLER,152069009,393
PETRASEK,152069402,393
LANDEROS,152069794,392
CARRASQUILLO,152070186,392
FLEMINGS,152070578,392
TENNER,152070970,392
FASON,152071362,392
BLACKSON,152071754,392
GUDGER,152072146,392
NOBRIGA,152072538,392
PELISSIER,152072930,392
IVANOFF,152073322,392
KOSH,152073714,392
MAYDEN,152074106,392
AURICH,152074498,392
GUERREIRO,152074890,392
ROBE,152075282,392
HUET,152075674,392
PASTORINO,152076066,392
WALLES,152076458,392
MCKAMIE,152076850,392
JARBO,152077242,392
ROBERS,152077634,392
ESTRELA,152078026,392
NICOLAUS,152078418,392
FAVIA,152078810,392
RODY,152079202,392
HUMANN,152079594,392
LATON,152079986,392
PETRON,152080378,392
DEBELLO,152080770,392
THOMMEN,152081162,392
HANGARTNER,152081554,392
CUNNEEN,152081946,392
MANERI,152082338,392
FILIPPO,152082730,392
SCHWENDIMAN,152083122,392
NARUM,152083514,392
AWTREY,152083906,392
LOZINSKI,152084298,392
VOLLAND,152084690,392
LUTTMAN,152085082,392
KLOPF,152085474,392
PETRIELLO,152085866,392
SCHNETZER,152086258,392
VERHEYEN,152086650,392
WESOLEK,152087042,392
VANARSDALL,152087434,392
HNAT,152087826,392
EMMINGER,152088218,392
DIESING,152088610,392
HAERTEL,152089002,392
KANAK,152089394,392
KULLBERG,152089786,392
POINTON,152090178,392
STAFFA,152090570,392
WESTLAND,152090962,392
BOBZIEN,152091354,392
BORGERT,152091746,392
ORWICK,152092138,392
NAGORSKI,152092530,392
PIRKL,152092922,392
LANDMESSER,152093314,392
KESSEN,152093706,392
LIPPER,152094098,392
CRISTEA,152094490,392
TURKEL,152094882,392
SCHELSKE,152095274,392
SCANLIN,152095666,392
HANKEN,152096058,392
DEARMENT,152096450,392
FALOTICO,152096842,392
RESSEGUIE,152097234,392
ALSTEEN,152097626,392
WEITKAMP,152098018,392
WALDOCH,152098410,392
KERESTES,152098802,392
MCCLARREN,152099194,392
LANGSDORF,152099586,392
KRUMENACKER,152099978,392
MUETH,152100370,392
RICCHIO,152100762,392
KLEYMAN,152101154,392
YAKOVLEV,152101546,392
BRANIN,152101938,392
WINKELER,152102330,392
MARKWARD,152102722,392
GUDEMAN,152103114,392
DAMMEN,152103506,392
URENA,152103897,391
NAVARRETTE,152104288,391
CARTLIDGE,152104679,391
SUMERLIN,152105070,391
KENEDY,152105461,391
LACOUTURE,152105852,391
ANTAR,152106243,391
ASSIS,152106634,391
ZUNINO,152107025,391
SPARGER,152107416,391
OCONOR,152107807,391
ROCKFORD,152108198,391
FARNES,152108589,391
URY,152108980,391
BIDINGER,152109371,391
TRAMPE,152109762,391
CRUZEN,152110153,391
DORRIES,152110544,391
STRAM,152110935,391
AGANS,152111326,391
SCHAMBACH,152111717,391
OSTING,152112108,391
MCINROY,152112499,391
STERR,152112890,391
ADERMAN,152113281,391
ALTHERR,152113672,391
VERBRUGGE,152114063,391
KALLENBERGER,152114454,391
GNEITING,152114845,391
CORRADI,152115236,391
DISMORE,152115627,391
NILGES,152116018,391
STEINBAUER,152116409,391
ARRIGHI,152116800,391
ATTIG,152117191,391
COSSIN,152117582,391
TRETHEWEY,152117973,391
KUENZLI,152118364,391
EMME,152118755,391
KLIMOWICZ,152119146,391
ORAHOOD,152119537,391
BOOKBINDER,152119928,391
NIEHUS,152120319,391
EIRICH,152120710,391
KATHAN,152121101,391
STEENSMA,152121492,391
STILLINGER,152121883,391
DRANSFIELD,152122274,391
BRUEGGEN,152122665,391
LITTEKEN,152123056,391
SKEFFINGTON,152123447,391
YAHR,152123838,391
WHEATCRAFT,152124229,391
STARWALT,152124620,391
MOUSEL,152125011,391
PASHIA,152125402,391
RATTNER,152125793,391
LAVARNWAY,152126184,391
JONCAS,152126575,391
HILINSKI,152126966,391
GRUMBINE,152127357,391
GOMBERT,152127748,391
GILVIN,152128139,391
LUETKEMEYER,152128530,391
NIERENBERG,152128921,391
CHLUDZINSKI,152129312,391
CIESLEWICZ,152129703,391
CONNEELY,152130094,391
LUEHRING,152130485,391
LAMPINEN,152130876,391
SPOR,152131267,391
STACHLER,152131658,391
SCOWDEN,152132049,391
LUNNY,152132440,391
SEIBERLICH,152132831,391
BREITBARTH,152133222,391
FIXLER,152133613,391
LAZARZ,152134004,391
SARABIA,152134394,390
SUAZO,152134784,390
RONQUILLO,152135174,390
MAREZ,152135564,390
IRANI,152135954,390
DEDE,152136344,390
BURI,152136734,390
BERNARDIN,152137124,390
PERON,152137514,390
ERSKIN,152137904,390
THUMMA,152138294,390
DINGWALL,152138684,390
LORY,152139074,390
LIPPITT,152139464,390
CASTEN,152139854,390
SHEPP,152140244,390
CONCA,152140634,390
DEMMON,152141024,390
BOTHA,152141414,390
REPOSA,152141804,390
LIPPI,152142194,390
DEBELLA,152142584,390
ISHO,152142974,390
PECKENPAUGH,152143364,390
PESCHKE,152143754,390
WIRES,152144144,390
BOVEY,152144534,390
MCMELLON,152144924,390
GIEL,152145314,390
RASTELLI,152145704,390
KUBLER,152146094,390
DEVINCENZI,152146484,390
PANTUSO,152146874,390
VINAL,152147264,390
MCCOLM,152147654,390
RAUS,152148044,390
NAGER,152148434,390
HADWIN,152148824,390
GIACONE,152149214,390
CHELLIS,152149604,390
POLLINGER,152149994,390
VERDEROSA,152150384,390
MESEROLE,152150774,390
URLACHER,152151164,390
BOTTENFIELD,152151554,390
AKARD,152151944,390
TAFLINGER,152152334,390
TOBEN,152152724,390
STOFFERS,152153114,390
NANCARROW,152153504,390
CRETE,152153894,390
ABEGGLEN,152154284,390
SCHIAPPA,152154674,390
PANNO,152155064,390
RADATZ,152155454,390
CALABRETTA,152155844,390
HELLMER,152156234,390
HOGER,152156624,390
KEYWORTH,152157014,390
SHANKEL,152157404,390
TUDISCO,152157794,390
NORENBERG,152158184,390
MANROSS,152158574,390
BYRER,152158964,390
STABLEIN,152159354,390
TOBACK,152159744,390
TURMEL,152160134,390
BLANKENBECKLER,152160524,390
ZASADA,152160914,390
ZALESKY,152161304,390
BOIK,152161694,390
RANTALA,152162084,390
LATCHAW,152162474,390
KROENKE,152162864,390
KAPS,152163254,390
MALINAK,152163644,390
CAROTENUTO,152164034,390
MERKIN,152164424,390
LIPPENS,152164814,390
GUDERIAN,152165204,390
BRETH,152165594,390
FRINGER,152165984,390
GERBERDING,152166374,390
HARNE,152166764,390
KREMPA,152167154,390
RUSSOW,152167544,390
STEEVER,152167934,390
LUTKE,152168324,390
CAPPUCCI,152168714,390
CZUBA,152169104,390
HARROWER,152169494,390
KREUZ,152169884,390
OBRADOVIC,152170274,390
SCHROTENBOER,152170664,390
ZICCARDI,152171054,390
SCALISI,152171444,390
FIGHTMASTER,152171834,390
FERRAIUOLO,152172224,390
ELBE,152172614,390
LESAK,152173004,390
PEROUTKA,152173394,390
RAMADANI,152173784,390
BICKHART,152174174,390
DINELLO,152174564,390
KOSCO,152174954,390
LOCCISANO,152175344,390
RAYFORD,152175733,389
JENNING,152176122,389
VERDIER,152176511,389
CORNEY,152176900,389
CANNEDY,152177289,389
MIRANDO,152177678,389
CROSSFIELD,152178067,389
BERKEL,152178456,389
JUDA,152178845,389
GORGAS,152179234,389
CROWDEN,152179623,389
BAGAN,152180012,389
FLORANCE,152180401,389
INACIO,152180790,389
LATO,152181179,389
HAGGAR,152181568,389
FABRIS,152181957,389
MOLINELLI,152182346,389
BELTRAMI,152182735,389
BILA,152183124,389
GIOVANNONI,152183513,389
DUCHOW,152183902,389
EHLING,152184291,389
GEROUX,152184680,389
EMS,152185069,389
GASPARRO,152185458,389
SMYLY,152185847,389
CAKE,152186236,389
CHEVRIER,152186625,389
DECHAINE,152187014,389
RAITHEL,152187403,389
REICHELDERFER,152187792,389
RATERMANN,152188181,389
PAVER,152188570,389
THOROUGHMAN,152188959,389
THURM,152189348,389
BIAMONTE,152189737,389
AMBORN,152190126,389
MANNERING,152190515,389
MASLIN,152190904,389
JANICK,152191293,389
GREALISH,152191682,389
DARROCH,152192071,389
DEGENER,152192460,389
DECARLI,152192849,389
PAUTLER,152193238,389
MROTEK,152193627,389
OOMS,152194016,389
SLAYBACK,152194405,389
BEWICK,152194794,389
BERLINSKI,152195183,389
BASSETTI,152195572,389
VOCKE,152195961,389
SETTERLUND,152196350,389
TONNER,152196739,389
GOESER,152197128,389
DALSANTO,152197517,389
DURICK,152197906,389
RASMUSON,152198295,389
OXENREIDER,152198684,389
SIMONICH,152199073,389
BATTAGLINI,152199462,389
ENGELBERG,152199851,389
MCCROBIE,152200240,389
KISSACK,152200629,389
NIKOLICH,152201018,389
STOCKSDALE,152201407,389
ZELEZNIK,152201796,389
HAVERFIELD,152202185,389
KUMPULA,152202574,389
WEGLEITNER,152202963,389
RIMBEY,152203352,389
RATKOWSKI,152203741,389
MAREAN,152204130,389
HUPFER,152204519,389
HELFMAN,152204908,389
LOHRMANN,152205297,389
RENBARGER,152205686,389
PIGNATO,152206075,389
PAUP,152206464,389
OSMANSKI,152206853,389
STIMPERT,152207242,389
YACKO,152207631,389
BAUTZ,152208020,389
ARGANBRIGHT,152208409,389
ZERILLI,152208798,389
WESTHOVEN,152209187,389
SCINTA,152209576,389
RINDLISBACHER,152209965,389
REISEN,152210354,389
LAUBENTHAL,152210743,389
DAHMAN,152211132,389
CRABBS,152211521,389
STOCKFORD,152211910,389
WEILERT,152212299,389
BISPING,152212688,389
BLEIL,152213077,389
WINEBERG,152213466,389
TOMKIEWICZ,152213855,389
KRUPPA,152214244,389
LUCZYNSKI,152214633,389
BRICCO,152215022,389
JAROCKI,152215411,389
MCMAHEN,152215800,389
TEBBETTS,152216189,389
SONNEK,152216578,389
RATKOVICH,152216967,389
SUBASIC,152217356,389
DISBRO,152217745,389
RZASA,152218134,389
ESPINAL,152218522,388
GALICIA,152218910,388
BOLIVAR,152219298,388
CABA,152219686,388
PINNOCK,152220074,388
COCA,152220462,388
SUE,152220850,388
ANDY,152221238,388
BARKUS,152221626,388
PHY,152222014,388
BONNIN,152222402,388
SPEASE,152222790,388
SOMERSET,152223178,388
NICOLS,152223566,388
WEARE,152223954,388
WHITMYER,152224342,388
DEMAN,152224730,388
LOPARDO,152225118,388
MCKERCHER,152225506,388
NITZEL,152225894,388
BOLON,152226282,388
BRUHL,152226670,388
DEUPREE,152227058,388
VERLANDER,152227446,388
SEYDEL,152227834,388
HIRSCHLER,152228222,388
ERCK,152228610,388
REHMANN,152228998,388
PRITZ,152229386,388
BOIE,152229774,388
KRUIS,152230162,388
MORTIER,152230550,388
RUMFIELD,152230938,388
THADEN,152231326,388
TRAGESSER,152231714,388
NICOLAOU,152232102,388
KLAS,152232490,388
HORGER,152232878,388
DESTEFANIS,152233266,388
CERMINARA,152233654,388
SWENDSEN,152234042,388
SCHREITER,152234430,388
SHERICK,152234818,388
LOOTENS,152235206,388
HOLLENDER,152235594,388
GRONE,152235982,388
GIORGIANNI,152236370,388
DAMBACH,152236758,388
DAPRILE,152237146,388
SULESKI,152237534,388
FLATHERS,152237922,388
DELFS,152238310,388
DUSSEAULT,152238698,388
BELKE,152239086,388
BARNGROVER,152239474,388
WUETHRICH,152239862,388
CARLISI,152240250,388
DISABATO,152240638,388
CHESTERMAN,152241026,388
HEINZEL,152241414,388
LEPPLA,152241802,388
YABLONSKY,152242190,388
ACCOLA,152242578,388
ABRELL,152242966,388
BINGEL,152243354,388
WILDHABER,152243742,388
HAFELE,152244130,388
HAJDU,152244518,388
PLOG,152244906,388
RUSEK,152245294,388
WIVELL,152245682,388
BANYAS,152246070,388
ALLEBACH,152246458,388
SJOLANDER,152246846,388
KRIESE,152247234,388
CRONQUIST,152247622,388
MARGARYAN,152248010,388
PEKRUL,152248398,388
THROM,152248786,388
VOLLENWEIDER,152249174,388
CLANIN,152249562,388
GENSKE,152249950,388
MUNDORFF,152250338,388
WERNERT,152250726,388
AUMENT,152251114,388
POEPPELMAN,152251502,388
KOISTINEN,152251890,388
DENBOER,152252278,388
MARCHENKO,152252666,388
POUPORE,152253054,388
RATAJCZYK,152253442,388
WEICHT,152253830,388
WAGENBACH,152254218,388
RUMBOLD,152254606,388
SORLIE,152254994,388
GARSTKA,152255382,388
FRANA,152255770,388
KIMMES,152256158,388
BEISWENGER,152256546,388
BIGBY,152256933,387
MILLEDGE,152257320,387
PARFAIT,152257707,387
PETITE,152258094,387
BLYE,152258481,387
FIDALGO,152258868,387
MCGUFFIE,152259255,387
MANDY,152259642,387
JASS,152260029,387
SKY,152260416,387
MOLLETTE,152260803,387
MCQUERRY,152261190,387
SHARAF,152261577,387
SWIRE,152261964,387
KATER,152262351,387
IDLE,152262738,387
GALICA,152263125,387
FERNS,152263512,387
POSTLEWAITE,152263899,387
SAKER,152264286,387
WISBY,152264673,387
BALDONI,152265060,387
COLAO,152265447,387
VENTURI,152265834,387
GROBER,152266221,387
MIXTER,152266608,387
SHAYA,152266995,387
SKILLEN,152267382,387
SCHAEDEL,152267769,387
SERES,152268156,387
BURNARD,152268543,387
BERGET,152268930,387
HUMPHRES,152269317,387
HODDE,152269704,387
MELTZ,152270091,387
MICHELOTTI,152270478,387
MACNAB,152270865,387
HAYEN,152271252,387
PENNACCHIO,152271639,387
COPELAN,152272026,387
HETMAN,152272413,387
RAISBECK,152272800,387
OSHER,152273187,387
TROISE,152273574,387
BRUBECK,152273961,387
DELLACROCE,152274348,387
LOOKABAUGH,152274735,387
LETTAU,152275122,387
SCHIFFNER,152275509,387
KOMMER,152275896,387
EPPERT,152276283,387
GOMOLL,152276670,387
HLAVINKA,152277057,387
MATHY,152277444,387
MEDITZ,152277831,387
LAPINSKY,152278218,387
NESSEN,152278605,387
STADER,152278992,387
SONNEBORN,152279379,387
SCHONBERGER,152279766,387
SHAFT,152280153,387
WIKLUND,152280540,387
ALGEO,152280927,387
CUCUZZA,152281314,387
PLONKA,152281701,387
POMPLUN,152282088,387
MERKT,152282475,387
SUNDT,152282862,387
AUSTILL,152283249,387
BENNISON,152283636,387
KORENEK,152284023,387
SMINK,152284410,387
SCHINKE,152284797,387
BARTOLETTI,152285184,387
BECKIUS,152285571,387
NEUHART,152285958,387
MOLESWORTH,152286345,387
HERGOTT,152286732,387
BAUMGARD,152287119,387
YOUNGKIN,152287506,387
GUBERMAN,152287893,387
MANDERSCHEID,152288280,387
POUPARD,152288667,387
OLP,152289054,387
ZDROJEWSKI,152289441,387
CRAPSER,152289828,387
GIALANELLA,152290215,387
KIENBAUM,152290602,387
RINGEISEN,152290989,387
JAQUEZ,152291375,386
CORPUS,152291761,386
DEBOSE,152292147,386
UTSEY,152292533,386
MAYBIN,152292919,386
PINELL,152293305,386
MERRIT,152293691,386
BILBRO,152294077,386
BONUS,152294463,386
BOSSIER,152294849,386
TEELE,152295235,386
GREG,152295621,386
SHAMEL,152296007,386
GABRIELLE,152296393,386
SHAWL,152296779,386
HOUTMAN,152297165,386
BERING,152297551,386
NILE,152297937,386
KALAN,152298323,386
QUARRY,152298709,386
BRINES,152299095,386
MICH,152299481,386
DUFUR,152299867,386
CANNER,152300253,386
THORNER,152300639,386
NEDEAU,152301025,386
BETHARDS,152301411,386
ATIEH,152301797,386
VANLUVEN,152302183,386
SAMUELSEN,152302569,386
HONEGGER,152302955,386
SFERRAZZA,152303341,386
ANDREN,152303727,386
LIUZZI,152304113,386
LEYH,152304499,386
SPINELLO,152304885,386
LAYMANCE,152305271,386
CANNAVO,152305657,386
VENTI,152306043,386
HALBIG,152306429,386
HONSE,152306815,386
WOUTERS,152307201,386
MCQUIGG,152307587,386
HENDRON,152307973,386
GALLUCCIO,152308359,386
BUTZIN,152308745,386
GOLDIZEN,152309131,386
JURIC,152309517,386
MIKESH,152309903,386
PRETORIUS,152310289,386
KLASE,152310675,386
MARET,152311061,386
HAPKE,152311447,386
FEWKES,152311833,386
BROWE,152312219,386
DRESHER,152312605,386
MANGIAFICO,152312991,386
LANGRIDGE,152313377,386
RADICK,152313763,386
MONZINGO,152314149,386
STENGLEIN,152314535,386
WINDMILLER,152314921,386
NEMECHEK,152315307,386
PERKES,152315693,386
POESCHL,152316079,386
PRUNEAU,152316465,386
KNOPE,152316851,386
GAMELIN,152317237,386
ESSENBURG,152317623,386
DAPPER,152318009,386
BORGWARDT,152318395,386
IRMEN,152318781,386
MCLUCKIE,152319167,386
ROELKE,152319553,386
BEADLING,152319939,386
YARIAN,152320325,386
PERLEBERG,152320711,386
BUBIER,152321097,386
KNUEVEN,152321483,386
DEVENDORF,152321869,386
FATULA,152322255,386
STRUBEL,152322641,386
TEUBERT,152323027,386
YAHNER,152323413,386
AURICCHIO,152323799,386
SHELTRA,152324185,386
BUSBIN,152324571,386
BURGARDT,152324957,386
FRIEBEL,152325343,386
GNAU,152325729,386
SITTNER,152326115,386
KIMMER,152326501,386
LANGERMAN,152326887,386
BOCCUZZI,152327273,386
DANIELEWICZ,152327659,386
LARMER,152328045,386
EHLKE,152328431,386
IOFFE,152328817,386
ZABIELSKI,152329203,386
ZUBKE,152329589,386
BASISTA,152329975,386
PIWOWARCZYK,152330361,386
MEDELLIN,152330746,385
COWANS,152331131,385
DENIZ,152331516,385
ELIJAH,152331901,385
COACH,152332286,385
DONA,152332671,385
KENAN,152333056,385
LEASK,152333441,385
LASCO,152333826,385
COCKER,152334211,385
MUCKLEROY,152334596,385
PASSE,152334981,385
PORTS,152335366,385
HAGEWOOD,152335751,385
KANADY,152336136,385
MOTTS,152336521,385
PARCELLS,152336906,385
RUPLEY,152337291,385
LILEY,152337676,385
SMALTZ,152338061,385
BANDUCCI,152338446,385
HOLD,152338831,385
KEARN,152339216,385
SHERRIN,152339601,385
BANGLE,152339986,385
ASSANTE,152340371,385
PRIDEAUX,152340756,385
MORASH,152341141,385
GRAUE,152341526,385
MAROTTO,152341911,385
MEWS,152342296,385
YACONO,152342681,385
OZKAN,152343066,385
KOHLENBERG,152343451,385
BRONDER,152343836,385
LODUCA,152344221,385
GWINNER,152344606,385
GULLI,152344991,385
BOUNDY,152345376,385
BERKES,152345761,385
NEWSTROM,152346146,385
COOVERT,152346531,385
FAVRO,152346916,385
ALBERGO,152347301,385
SHRAWDER,152347686,385
LOFASO,152348071,385
CARPINELLI,152348456,385
CRETSINGER,152348841,385
COLLIVER,152349226,385
KORZENIOWSKI,152349611,385
SALTARELLI,152349996,385
MCKOWEN,152350381,385
GRATZER,152350766,385
TULK,152351151,385
SCHOLLMEYER,152351536,385
STECKELBERG,152351921,385
POBANZ,152352306,385
GRAEFE,152352691,385
FUST,152353076,385
CEDERHOLM,152353461,385
EHRGOTT,152353846,385
LAMBRIX,152354231,385
REITHER,152354616,385
ARMOLD,152355001,385
TRASTER,152355386,385
MABBITT,152355771,385
FERDERER,152356156,385
HITTNER,152356541,385
PFEILER,152356926,385
AMICONE,152357311,385
RUSZCZYK,152357696,385
COUNCILMAN,152358081,385
FLICEK,152358466,385
GEIDEL,152358851,385
ZUBEK,152359236,385
KEFALAS,152359621,385
MOESCH,152360006,385
TEUBNER,152360391,385
TYSZKA,152360776,385
ADDONIZIO,152361161,385
VLIETSTRA,152361546,385
STOEGER,152361931,385
BURICK,152362316,385
DUNAJ,152362701,385
CROCKFORD,152363086,385
BOURDO,152363471,385
BIEDRON,152363856,385
MIRAMONTES,152364240,384
BALLI,152364624,384
RODRIQUES,152365008,384
DUNNAWAY,152365392,384
LEATHERBURY,152365776,384
ABBS,152366160,384
ZAHRA,152366544,384
LEAN,152366928,384
AUSBROOKS,152367312,384
KITHCART,152367696,384
FAREWELL,152368080,384
SISTARE,152368464,384
MANWELL,152368848,384
UPPERMAN,152369232,384
BAKO,152369616,384
SELEY,152370000,384
SUDLOW,152370384,384
POWLES,152370768,384
MATULICH,152371152,384
BONZO,152371536,384
DELANOY,152371920,384
MAZZILLI,152372304,384
BABST,152372688,384
